,TCGA-22-5482-11A-01R-1635-07,TCGA-22-4593-11A-01R-1820-07,TCGA-43-5670-11A-01R-2125-07,TCGA-77-7338-01A-11R-2045-07,TCGA-56-7823-11A-01R-2247-07,TCGA-33-4587-01A-11R-2125-07,TCGA-43-3394-01A-01R-0980-07,TCGA-56-7579-11A-01R-2045-07,TCGA-56-8082-11A-01R-2247-07,TCGA-77-7138-01A-41R-2045-07,TCGA-51-4079-01A-01R-1100-07,TCGA-43-7657-11A-01R-2125-07,TCGA-33-4587-11A-01R-2125-07,TCGA-77-7138-11A-01R-2045-07,TCGA-43-5670-01A-21R-2125-07,TCGA-22-5481-01A-31R-1949-07,TCGA-58-8386-11A-01R-2296-07,TCGA-77-7337-11A-01R-2045-07,TCGA-22-5472-01A-01R-1635-07,TCGA-39-5040-01A-21R-2125-07,TCGA-22-5491-11A-01R-1858-07,TCGA-51-4081-01A-01R-1100-07,TCGA-90-7767-01A-11R-2125-07,TCGA-56-8083-01A-11R-2247-07,TCGA-22-4593-01A-21R-1820-07,TCGA-51-4079-11A-01R-1758-07,TCGA-34-7107-01A-11R-1949-07,TCGA-77-7142-01A-11R-2045-07,TCGA-56-7222-11A-01R-2045-07,TCGA-56-7579-01A-11R-2045-07,TCGA-51-4080-01A-01R-1100-07,TCGA-22-5471-01A-01R-1635-07,TCGA-22-5483-11A-11R-1820-07,TCGA-34-7107-11A-01R-1949-07,TCGA-43-7658-01A-11R-2125-07,TCGA-56-7823-01B-11R-2247-07,TCGA-43-7658-11A-01R-2125-07,TCGA-43-6771-11A-01R-1820-07,TCGA-56-7222-01A-11R-2045-07,TCGA-58-8386-01A-11R-2296-07,TCGA-56-7582-11A-01R-2045-07,TCGA-51-4081-11A-01R-1758-07,TCGA-51-4080-11A-01R-1758-07,TCGA-22-5471-11A-01R-1635-07,TCGA-92-7340-01A-21R-2045-07,TCGA-43-6143-01A-11R-1820-07,TCGA-90-7767-11A-01R-2125-07,TCGA-39-5040-11A-01R-2125-07,TCGA-77-7338-11A-01R-2045-07,TCGA-22-5482-01A-01R-1635-07,TCGA-22-5472-11A-11R-1635-07,TCGA-43-6143-11A-01R-1820-07,TCGA-43-7657-01A-31R-2125-07,TCGA-56-7582-01A-11R-2045-07,TCGA-85-7710-11A-01R-2125-07,TCGA-56-8083-11A-01R-2247-07,TCGA-22-5491-01A-01R-1635-07,TCGA-22-5481-11A-01R-1949-07,TCGA-56-7730-01A-11R-2125-07,TCGA-77-7337-01A-21R-2045-07,TCGA-43-3394-11A-01R-1758-07,TCGA-56-7580-11A-01R-2045-07,TCGA-56-7730-11A-01R-2125-07,TCGA-43-6771-01A-11R-1820-07,TCGA-92-7340-11A-01R-2045-07,TCGA-56-8082-01A-11R-2247-07,TCGA-77-7142-11A-01R-2045-07,TCGA-22-5483-01A-01R-1820-07,TCGA-56-7580-01A-11R-2045-07,TCGA-85-7710-01A-11R-2125-07
DNAJC2,4.18955299160268,3.83050207062738,4.56517008220674,5.30485141122338,4.38997347434904,5.68636351241809,5.65737585812411,4.25089249394566,5.18698876294472,5.31767058157227,5.359313197137,4.29266636594612,3.98198551121908,4.37544713248567,5.19713431151952,5.48220017072348,4.20160498641511,4.40309298436802,5.28122627244684,5.67771617467056,4.36053476605289,5.85150031152241,5.27531788961642,4.93289877938582,5.67419791248085,4.28623712993421,5.6410344226907,6.30167263478508,4.1992294084261,5.9753121354086,5.65818584908418,6.14014319346104,4.53661285695141,4.39246157202619,4.91759209949713,5.99508182244832,4.37495318723362,5.09907775526313,5.57010100619889,6.22103794394144,4.24279971629726,4.74835966580697,4.13404062460695,3.96932595748356,5.8769832518505,5.54684604771049,4.74982893963799,4.35126430893013,4.01986626219669,5.99399403857902,4.09115173034936,4.47894486779569,5.85855155928281,5.42337146020851,4.44723402097626,4.43088468901016,5.32428923298492,4.73062731811416,5.85019197653538,5.29614255751184,4.48577859281924,4.00328457424066,5.02105803779139,5.13551513447532,4.17953262279408,5.40633626964204,4.17893427819832,5.74671641933733,5.59773454883649,5.30540005563065
DNAJC9,4.34038334059682,4.43419624356595,4.15785204895316,5.70112875716231,4.31682699553564,6.28439299256618,5.49510377748185,4.25101985155279,4.36332919078035,6.50724703098821,5.51765631445067,4.25315027710523,4.44572126074148,4.24300103278661,6.17511620258958,6.39273086933352,4.42066245946158,4.27943341325233,5.46652087454762,5.83108428350427,4.29269250480859,5.48836840239384,6.17531576051021,5.7713908046542,5.39023144840137,4.49060408470091,6.12238930087533,5.90954712479433,4.2775051740314,6.02334885636651,5.58698878451413,6.33061330825647,4.49549189648756,4.13490797879206,6.62355356492419,5.65718421184865,4.31819790328079,4.11454782428362,6.1207893220952,5.80304192263033,4.74336220719953,4.4571550676582,4.54710215185023,4.06533161075635,5.60595409657456,6.11582486262828,4.1664204606423,4.49104427331282,4.29900576396525,6.13003691011314,4.52593363476931,4.47668528546575,6.1378067402735,5.37454408426638,4.68301140493853,4.51448711290849,6.2860076122219,4.39270441090769,6.02724040921351,6.09921534735788,4.08279535442878,4.43235395452369,4.48034567416976,5.7066128586399,4.31013816606701,5.39083170954375,4.10908388363571,5.9518092633765,5.32328534022347,5.80676036287273
DNM3,3.28916980003296,2.94006328537977,3.14324509409097,1.78841212580062,3.9515371470021,1.29675192122604,0.0917935839903161,3.6983591865369,3.93022300602164,1.01720782780539,1.36672753283216,3.36770919909332,3.34441654813979,2.83084656406716,-0.115129832198151,2.04676951333922,3.05090964025631,3.86687808967111,1.24632240704853,0.857692967131175,4.38306712986592,0.298399995634766,2.86301008644194,1.60242401660511,-0.036553681549816,4.12430606053548,1.08562924827764,0.998811047764079,3.72631272731899,0.868098346619606,0.0774208917470334,1.07395656344744,3.95051248947705,3.69602352359099,2.28198242321761,-1.08071889699369,3.6303210133515,3.84397838598067,2.30176110381929,2.93011084706449,3.11118611036027,3.92675786013156,3.60319138935209,3.0467785451566,1.79383811380385,3.20058703292667,3.51699087559582,3.45261208038053,3.8327745981669,2.12335874975455,3.67489053075409,3.4644895736813,0.741403295637155,0.99370150807202,2.5230965254179,4.46762850229913,0.0128944349472089,3.81680960208548,0.91156853758462,1.68719333612352,3.66064219204885,3.35756234931057,4.3356847668547,1.9007509326622,3.6176793031138,0.376525851313245,3.08495390723323,2.85915261540514,0.573053824592505,1.64814759071423
DNMT1,5.90975350015345,5.5858019537397,5.71117864764584,6.57546565554147,6.20218353309103,7.4311156472592,6.08094107891848,5.80863389157729,5.65121930316324,6.37751302440161,6.25382233923778,5.86885275117525,5.11381617725625,5.95114914247127,6.25514842852902,8.06129970526505,5.60524538730077,5.83161236191204,6.64018335826124,7.15567080832261,5.12474722158396,6.95314605730222,7.49325800386059,7.4386992404962,7.23421205737934,5.52823108113831,7.57076149732532,6.98604857888858,5.06739053237621,6.4940532321154,6.58947995115515,6.75751255052684,5.88317508297105,5.55762270126031,7.95876875260307,7.61847352589544,5.50474193861753,5.63188106398,7.07749377742861,7.19433581052265,6.15567343309327,6.12399352222451,6.19489110373226,5.52637078145206,6.743444459127,7.58416325526493,5.5480807398027,5.21764346999559,5.09158210741818,6.48517596322195,6.32537598990588,5.86473120349113,6.30369572956874,7.25672176407976,6.18148759363429,5.44857524937435,6.49821972878932,5.3474365358835,6.94219326832184,7.43206313486601,5.79765465113746,5.69092176329733,5.24106854421245,6.89682190327386,5.75199466281805,6.10169515540776,5.4204671990698,7.62074529528526,7.11798433541213,7.15882487990758
DOCK10,5.1124257514389,5.40756249261915,5.51990632486428,3.64295311093584,5.71660885407258,2.97833578420526,2.37568377356012,5.66292843049551,5.22059471129322,2.39078336255104,2.8513077798264,5.19129212191224,4.71941807478912,4.99243950268443,1.01119778541468,5.52191608929146,5.05145258405648,5.70065706174634,3.19266201963797,3.55284882761396,4.34072355575875,2.56170131898346,4.58090285309765,3.23816283795929,3.38452397384904,4.31140842323112,3.3267749584139,3.55758616559244,5.10051003033283,3.70213436494066,3.10107504474181,3.40116402779861,5.01243479935015,5.55542591187009,3.61641334787154,2.56649149190499,4.86336437846967,5.34549086038478,1.88176534199306,4.18663609693799,5.37748441953611,6.10753090607979,5.96747241423598,4.56549619371298,3.90426944377797,3.74758681636392,4.82098482289674,4.47888521934945,3.78494733398687,2.22678081430992,5.55992970211945,5.78134840616722,2.22763360518176,4.43190717611005,6.13228377846517,5.02129550594277,2.88641981975262,4.87325520794183,0.946993476065261,3.48439481814587,5.11878120791051,5.28231466913682,4.15264438567765,4.13747394986791,4.78308140813739,2.24401265024648,4.77570423960169,3.89424128290871,2.77496313520132,2.83044051030174
DOCK2,6.40055810087836,6.78703966316095,6.48263601717636,4.63392836232248,6.7909121453316,3.82850152089523,3.1613366067179,6.93022463555573,6.24432868836756,3.0562361109026,4.26830628907038,6.34662755366757,6.0577100245562,6.55135837401792,1.59187101651292,4.23749448591623,6.15983087868436,6.64832129526775,4.76188812934719,4.20179509476106,5.45747510760727,2.47989247262288,4.91007782911099,3.09922937414658,3.53852062893754,5.54882669175737,4.23279298478139,4.31068396366021,6.65262063681339,3.98300524749528,2.97260027534821,4.45580955996508,6.54792667256381,6.65079073373514,5.04999389886008,3.03089837026278,6.35156654110607,6.6329306651331,2.91854055927822,5.05354726712206,6.59571336316841,7.37888705398166,7.11728531198191,6.75505654204633,4.70365575281899,5.05862760437258,6.1662627262318,5.82488095083824,5.06433783644434,2.90609789852445,7.08703827149889,7.05579591535037,3.18709939418792,4.73623051819566,7.26205787839694,6.61874666504065,2.68339437145664,6.1518239018967,1.72459102893729,4.34868528694431,6.36506780285487,6.95754368382011,5.65782933866321,4.36334236772396,6.02748249118793,3.20139702875265,6.15166770443132,4.76114615695134,3.83435150064324,3.58095987337123
DOCK3,-0.78304849726468,0.39357478125599,0.147412703870516,-0.180372914107786,0.433503501037498,1.78150531022034,0.772491833305447,-0.937867056534759,-0.214155874145358,0.635220431964068,-1.46439508134559,-1.10181647649864,-1.15022756250523,-0.515575636212317,2.95673088433502,-0.426178553746119,0.699425640105706,-1.12114686722793,-0.761584319199767,2.24360006671081,-1.16650694850071,1.03995465349962,-1.17566802369045,1.15967294717076,2.15491323857259,0.276712816730812,0.473604399727293,3.79503307013366,0.672400763937943,1.05221241952966,2.00710613072585,0.224171068251551,-1.09581137394689,0.0687897145140943,1.80000949064241,0.861469776323036,-2.03327043594041,-0.791976581812353,-2.46488419914288,-0.0821725981488991,-0.451618327118118,0.150234465207196,-0.449034674553318,-0.962943091884556,1.21047688145928,-0.75388036165462,-0.0981268648127141,-0.171904536553296,-0.267357726871977,0.279376126304675,-0.218889179190755,0.587398655567354,2.10186739070861,-0.699440398710808,0.13089954925168,-0.166998708235271,2.62853568625206,0.0686537424130662,2.22522067151653,-0.771311568349752,0.73166584669958,0.754258905771463,-0.314194122222573,-0.0501400092659459,-0.661411163063859,2.21728105557305,0.0962106276258881,0.435516223107839,2.13880459401475,0.473730220612736
DOCK8,7.09335461957588,6.97670517567063,7.20781997820788,5.05887906184326,7.31362399583815,4.26683290150939,3.6565804933372,7.32616311768899,6.67791484699759,3.15872616987324,4.33284493507536,7.08857066919992,6.62896916575258,7.14382412384119,3.54161894730665,4.65235822570281,6.66503221211143,7.31085882283243,5.05343879421367,5.20017113182682,6.45503776252427,2.5594650226992,4.93581378723809,1.31320397033042,3.06958392535334,6.06412721186892,4.34926678564352,4.80889154780783,7.5902522412806,4.00392249641642,3.67258180221403,4.53773641754678,6.89923236076593,7.03965432723268,5.4469427856957,3.34785592989395,7.04721262222346,7.14672365582846,4.01711451506984,5.15000235888875,7.37599709601201,7.71148825453175,7.63621836289878,7.5827578676059,4.99389492931157,4.0164653942864,6.88931980365144,6.47005302283891,5.89666749141041,3.39664933396635,7.63170593732224,7.06882019001788,3.2384008072096,5.02074373594675,7.84072706670313,6.74785861640774,3.14320960972705,6.61227058321,3.24199717943176,4.57240224214812,7.12202913895175,7.49569633556834,6.59057930903463,4.43401699170965,6.79738544228934,3.36339076558967,6.80441167538194,4.53304970964207,4.11365120872453,3.87786579263935
DOCK9,8.31664074542599,7.15072146409936,8.09881512512696,6.55421951353695,7.96101327243141,6.36697738773829,4.87568517080231,7.22908302991672,7.21613460445429,7.17972685416042,5.51223905195315,8.08301582256877,7.08526221304752,7.56458743189978,6.22431826833377,5.22666325031851,6.87744134803798,7.22548230946561,7.40547938988867,7.36812638919967,7.67604100965662,7.70694610751254,5.30917086850385,7.06211306223497,6.56047178606194,7.74190656438398,5.87244608882703,6.3813844366724,7.96389240157255,6.87170260682543,6.1538797159305,5.64773727241301,7.69575707931957,7.75299062878617,5.76596376134079,5.98670621743752,7.40909503264668,7.4734470916491,6.09469564032109,6.85666460067715,8.23323984451877,7.17243198416948,7.49060650363263,7.8918737973407,5.95518329883286,7.12236080680876,7.96766437644328,7.1333462808596,7.14920284303858,5.94391365183124,7.92624215601978,7.59657624092626,6.81231999763945,6.8427909445514,7.08434592496638,7.82811477714969,5.45331435634521,7.64247116319612,5.95204413228717,6.8420708170375,7.69772781148185,7.21999268032448,7.61095331303532,7.03406459525552,8.43637940591606,5.52207160798941,7.69284424493726,5.13590260473291,6.53223629299515,6.71913800480638
DOK1,4.69569031561758,4.71655223350218,4.46802272805922,2.94831865127029,4.6894205753326,3.11635488857745,3.99111985218214,4.55875654745086,4.21706259069818,2.90646906801346,3.40358003742024,4.5363537070724,5.06919475704505,5.01010071446756,3.01469621247336,2.74162238076701,4.92616164141248,4.50463502817549,3.21434737808152,2.97367804806864,4.46681774559556,3.04925828793274,3.82856427969826,3.27018149745337,3.52815783565849,4.06041361225696,3.90790621629456,3.61833222020966,4.70428491770935,3.20286260302709,3.72847988106071,4.08375292583067,4.56161222776164,4.38192626946019,3.50103185880858,2.63781985861624,4.7442646218239,4.48939081264573,2.77350574804462,3.0633403495036,4.37538055985277,4.80535440497216,4.9903188854384,4.6270508403087,3.36778625647017,3.21389511495455,4.48934261099471,4.87062707286537,4.24878829547055,3.11513842071018,4.80366517064242,4.77559816925983,3.70377161862206,3.84089397650936,5.0164107360328,4.80190205181779,3.03421831264134,4.81546232772087,3.60814946788223,2.77117618622941,4.63293857000934,4.86666973200908,4.43150490406669,3.31189456220367,4.20794018198206,2.25554088130202,4.68477048751388,4.03925813951718,3.57997813545973,3.01998185005393
DOK4,6.00421601055281,6.04364659612413,5.58524744885957,5.61822394741327,6.29769175591448,4.32108899058087,4.82046025044257,6.22182717372841,5.29474028074817,3.62630284489779,4.44472031357555,6.28246626100741,6.30163643213516,6.43997986578143,4.87531626645246,4.15461331483688,5.97532137809313,6.16672610417984,4.80533401423322,4.92105316862221,6.69887755944731,5.59130352152055,3.87281087599723,4.99579942434389,4.76517472032309,6.01384339623057,4.93498200017228,4.34539401682187,6.3460946582141,4.78363133520774,5.80195851267648,4.93697497822713,6.06955728759581,5.71157043411861,3.72801935020091,4.05341624862448,6.59250226076168,5.86991163020459,3.83956739339567,5.7060157444035,6.59218494902038,5.51799773788694,5.95167621433016,6.28156682808743,4.80620864042997,3.88771811089568,6.32443121209834,5.95641048944163,6.51935453980839,5.98180051209797,6.12227707704476,6.6413067142004,5.07582004104435,4.64563033988847,5.6207828910117,5.87538269374278,3.96367669789841,6.31775665480801,5.952303771996,4.40802226202478,6.13294358343155,6.25402793383708,6.43540150342423,4.74098981114672,5.89202500885258,4.32351198756361,6.22700621662144,3.87862087763136,4.53840487995099,5.00833025345422
DOLPP1,3.24903520862213,3.93699331343972,3.14481478302313,4.47469828230302,3.29520563656604,4.80540895746868,5.08264021477264,3.40989492443675,2.97269390569173,4.98083725313769,5.44182364841135,3.45693997195273,3.47080081175357,3.58328536058532,5.02539679908618,4.56545183308822,3.76829587594332,3.75549708163927,4.69052363440186,4.73106585737951,3.60086252037203,5.21195462201766,4.1046625310427,3.68528677038226,4.25179290770324,3.27746120835556,4.90544493925515,4.23125312329952,3.72581993753393,5.14479067007597,5.1107492428597,4.39112590756191,3.7881294015856,3.48249969605427,5.49377771127979,5.2710376679118,3.344832704585,3.3085623518714,5.08176085176647,4.11666950572777,3.38811274754599,3.2250204540166,3.41482831538676,3.58461232607471,4.21366119454115,4.03447855385651,3.60488201074614,3.37698589472123,4.04005862082166,5.3423186508137,3.5407883325187,3.65493167722676,4.42739008845835,4.51222289253352,3.45592675780131,3.41202823162035,5.43819997929914,3.34322489855138,4.92087365948591,4.35332275497665,3.80361365958781,3.59642259342384,3.35079492150292,4.26392378363008,3.390094706724,5.31549732577084,3.64762467195917,4.97821018217015,4.44065408394328,4.63696674883879
DPCR1,2.8702805438631,3.57235637729491,3.37901932256386,-0.510287525183992,4.05345221607147,-4.05512679734879,-1.52137486317894,3.41681342993702,2.40443034338012,-3.77624156380895,-1.72849589940095,3.09598428998866,3.47791050887007,3.59090312875622,-4.22394139111693,-1.56605035982667,3.35872329725698,3.51498587785169,1.18758666394879,-1.54371827249901,3.85869334800309,-6.91441065795139,-4.36888219492172,-2.23381548039508,-4.46279176043048,3.76357845909384,-2.83373817612854,0.340079537602963,5.32299863460339,-2.4118190100959,-1.72733599408666,-5.75775855326276,3.72728047987147,3.25080120899611,-3.35211646256434,-4.11956119817478,3.43344750295792,4.39868236750642,0.378719367621872,0.170333101394542,2.90851025977473,3.82062090701849,4.20952565723352,4.21688275579901,-1.90120880648592,-3.05483590306734,4.72624012040131,3.3485394991738,3.06103896283507,-5.75773596625692,3.25519359924053,4.20629161456859,-4.22371888466532,-5.19266979701119,2.97300166722511,3.678698127535,-5.75736583166612,4.5625580996057,-0.302447240548383,-5.02202726541832,5.25654646901293,3.72320462233656,3.82615408919806,-6.60941528260454,2.78626098201561,-0.0469028066439003,3.15190094922825,-5.75664141056253,-6.58237031404618,-1.96086927339251
DPF1,-2.5347867333098,-1.97577084310157,-3.27902741932743,2.84842126349114,-1.58708538885978,1.10933274265414,-1.39075260040098,-2.60562822322849,-2.72193081585028,3.01525243587889,2.75489935600938,-2.45743009062168,-3.82623509265781,-3.2036912820284,-0.266362324477331,0.0799373725674732,-4.51532218376933,-3.99234719974372,1.13552923659626,1.02683618661412,-3.85435984311158,3.54131909527091,-0.717447200263348,2.16402470351566,1.29161162203099,-2.69763336693719,0.0196097249510676,-1.49569740538795,-6.61733276702162,3.19951082468416,0.187532187996302,-1.99819733553626,-6.42629470685485,-1.95137607846913,4.40233427480788,2.63608029522001,-3.85400737578943,-2.34153614541508,0.674542631231604,2.91187925176153,-1.3165461099789,-4.38397595724234,-4.02339500876418,-6.42617025762643,-0.517067652295831,-2.15308207397991,-2.14342056752331,-2.87335153463781,-6.15170344514066,3.95942090344904,-3.25730043051382,-4.28197957659888,1.55863474240362,2.34352991674233,-4.29625623295148,-2.85008839547084,3.17128435505055,-3.03642660914129,1.82453138793301,2.39139942139252,-3.27954431480052,-6.61744455350293,-3.33551505127823,1.58196522790717,-2.6227804809014,-1.32060243056599,-6.15175381114682,0.89294344628614,-0.812543118009521,1.39226037077529
DPH2,3.76368181072953,4.49900503317257,3.8471983225314,5.38747775575634,3.83523444971783,5.78567600699512,5.13225580254077,3.72418965085333,4.28940978991248,4.86646154681281,5.70602655274796,3.81502974586014,3.6166609409386,3.62578627806558,4.73149259601548,5.66157834779104,3.69721740550501,3.59665130698759,4.83948841440395,5.45022776359885,3.71214493837755,4.71844157750285,4.9863709530471,5.66262184856614,5.12776512202402,4.01925929963703,4.93828604939347,5.44636341678024,3.95622114735764,5.61991890883802,4.62987128183912,4.28716051625571,3.88880127439859,4.05057072553245,5.28925522905507,4.90638530632852,3.54127657836172,4.42597230064625,5.41733907459846,5.20723381760769,3.84684182052285,3.90725882298169,3.89221298618962,3.90539499925359,4.70904749575922,5.19121296161737,3.92760305301869,3.71073878138734,4.0050794490269,4.92865555154266,3.94669070718821,3.89457651402915,4.91933900948726,4.45838099477114,3.93109203823089,3.67116072202092,5.54742666105896,3.86640115529285,4.26904063414853,4.95638784644441,3.38202682238648,3.54367867616616,3.90750478567809,4.81344756929916,4.00516419653657,5.39755532454234,3.84264774541069,5.86020647399262,4.94195663662448,5.24999320758367
DPH3,5.39741973000236,5.80879967886705,5.4959104346321,4.77787719394434,5.74700766226186,4.1995076406287,4.84315241690725,5.52644719722912,6.19572626375606,4.97740797370576,4.98682741538314,5.35761483190075,5.98128904475064,5.48185308620137,5.11699478494932,4.27216595019123,5.41836759265891,5.3515683548063,4.48658826773753,4.36804933972049,5.59578233966669,4.14783429527916,4.41694895816315,3.5874979470838,5.22597259751462,5.58290376186357,4.25724461710379,3.93383668959136,5.88310090984863,4.42460172583317,4.51262582824878,4.97880592115256,5.4824234754558,5.69196197162237,4.64943788918651,4.4096286585506,5.37127916944621,5.6678650485926,4.34090968840828,4.61538016035538,5.36023872343407,5.76767678697401,5.18744765814735,5.60704286791666,4.97144998774704,3.81812834737292,5.62668360914476,6.10835736069365,5.7928461373298,4.37345320143215,5.31082587369027,5.23960893019557,4.60707499923713,4.33531150001649,5.58840713841914,5.44434333230679,5.15814705751783,5.55169972105753,4.56365999401506,4.78803889814882,5.44786354139758,5.19699807935711,6.00960554615055,5.26201898712822,5.34174967511613,4.15707724136161,5.31062197639039,4.47203923386603,4.21324768983824,4.09806588896872
DPP3,5.21890962999674,6.31623887765816,5.36190671034903,6.37119444491547,5.51589412015157,6.61282855703722,6.42018009168156,5.37805378725456,5.08579634699105,6.12853171373142,6.49402214887748,5.47152221378584,5.31196961511319,5.35272148335628,6.69969804113826,6.02428448216826,5.27601476648365,5.33822019009316,6.68333026341107,6.5294502822346,5.11454311810796,6.27876960588376,6.59164300808425,6.24776060533503,6.92086969130166,5.02622344441925,6.31716132511041,6.5041793580023,5.81353148901674,6.41805662178041,6.71416638520296,6.34245015303238,5.83855745963318,5.54945291441737,6.56429927765866,6.36634609663699,5.22203361117144,5.34550492966665,6.52317657712152,6.66693634215252,5.42941900765391,5.30101806547601,5.76996504773245,5.65136652098371,6.4314760820192,6.52992990490016,5.45970351201637,5.12394895838782,5.40307035580574,6.32041295437489,5.7263907777032,5.4559007929379,6.07715744084128,6.44668133439109,5.53989651573579,5.2353058783092,6.60832034727876,5.16327570374536,6.5121410383192,7.39121668527433,5.23970789508127,5.52600370509718,5.43490521599074,7.70055388105665,5.34607387815591,7.25295236593671,5.00779971755233,6.6556483160261,5.99132835199418,6.58877229697734
DPP4,5.32737070363697,6.7196238533807,5.8450887128449,3.76597996312723,5.78108001687429,2.07554516942573,3.77154823178747,5.8395361481649,6.38510588723014,3.9379779888461,4.10212822061711,6.0776167425527,5.98398982363735,5.69268138992206,2.12865000960736,2.19640449489922,5.8318321133173,5.07962953285061,5.00169657684226,4.96273772151141,6.09968626531225,0.433736364822646,4.05366607642701,3.28683270962818,4.1561125939256,5.93916397355505,2.40091085278148,4.89892414058816,6.21301043239014,4.83281359611417,2.12236101307657,2.44986000421695,5.73825148217286,6.32970365576073,1.84064912388414,0.338921090172396,5.36302115614411,5.97221842604101,4.03152074742075,5.25038749675762,6.16051438022403,5.97891485093785,6.2545849113996,6.10807397889602,4.26226848540536,2.22934390059583,5.58524485510043,5.18023357079794,5.27074781358699,2.73552784002702,6.1438172568924,6.81784476512808,2.52105974984916,1.84352796711345,5.86851558295914,5.31288847454916,0.0634489537458722,5.95732719267809,2.81993995210694,2.6359519505252,5.76552690418401,6.98828093856403,6.04109707695433,5.80659761467965,5.33770097129038,2.31833637198834,5.77683202505173,1.93154483158375,2.74862230805539,2.62104013662006
DPY30,4.06480432001694,4.50001448424185,4.38497571156744,4.88708133238188,4.54180783563641,5.43609705104226,6.24501211425821,4.76496462344852,4.02291165226336,6.35896520442806,5.62122223186895,4.52491074383343,5.21007229466065,4.43692493318689,5.93774445959903,6.46530550042419,4.92897718120714,4.43079319900135,5.01574627366197,5.41932051196823,4.60186659301377,5.2661701880027,5.43288244358431,4.84878616471171,4.77875938397931,4.13677470079972,5.00187705817271,5.88772245272049,4.84703228785415,6.23610677040618,6.267429774214,6.26059452134902,4.50294672496184,4.50375502007696,6.14138904133454,5.43171882905445,5.05218708074633,4.16125436984939,5.64861541490042,4.87878968806319,4.46443689831735,4.28155767761583,4.31899025759303,4.46554199557378,5.46723307464662,5.3186118523971,4.55892367212092,5.08768350865369,4.88285977303668,5.40187994489828,4.17287398538739,4.39264832411544,5.06252387536995,5.15623214910772,4.63612183208115,4.37081052401869,5.99462382053238,4.5191982273924,6.37817505802167,5.50450531284017,4.51770817901366,4.36615530855957,5.0479160963327,5.34871149317877,4.2553037438999,5.47388986716822,4.34338786149583,5.62357612814913,5.75972240170678,5.2788943758217
DPYD,6.352960918433,6.74522777883169,6.44341013612783,4.24637902095417,6.4129382272597,3.40393012551289,3.78058887822041,6.34507336262044,6.18413148935133,5.04618172533204,4.67568886439297,6.54022868329922,6.70657704233596,6.30108706079564,4.69157478085144,3.05770786175466,6.10226918858467,5.96891281202209,5.93762115607191,3.68463918633241,6.53871702695926,3.18462393007718,4.18380894857975,4.05774473081857,4.99092090878161,6.27071526387746,3.65984689775759,4.22083661551683,6.61076912401511,3.77027008144638,2.84650907878449,3.94681532484286,6.68833873626437,6.91711614280117,3.452186400859,2.97631244896009,6.51392078674328,6.17072662036205,6.12706374504487,5.32842072293119,6.35913075118828,6.94115935869025,6.68726100727253,6.43456472294601,5.0269899430391,3.64717793709944,6.39571916397121,6.33009274341188,6.11114816889878,4.3241474381569,6.47142952762476,6.72168455066974,3.87645692718055,3.81622633589642,6.0944024463976,6.43821188360617,2.79097377318184,6.43022542509654,2.67215117326039,5.15106368170122,6.23585790384431,6.62796852698889,6.27621030566633,5.4353651583307,6.35575687582028,4.66207201689124,6.53062666414287,4.32645916868775,5.14040639587208,4.78798644322651
DQX1,-3.26472770679751,-6.07826355277601,-2.89038640344762,2.37061539742336,-3.78173846780816,0.58343288423539,3.1191678244432,-4.17351762285371,-3.78118760251111,3.84795495401534,2.44125724291236,-4.08605185609132,-4.89128947084931,-2.52814128757766,3.78061171282801,-0.108854051788497,-4.56544664503866,-4.67284788106147,3.27656669888725,1.37936698946647,-4.78918266333073,1.12425166032675,1.17743777841531,0.919082465118987,2.00887972084668,-3.615320364406,2.18739815792686,2.57009109988232,-5.49569012280896,3.31619700959538,2.66567222013135,3.06114685419321,-6.07840432999334,-3.14151172447232,-1.79934140066436,2.68190402679147,-2.99947648444218,-5.00759822314695,2.44958940889087,2.65935967555388,-3.78152982747346,-1.80828436638692,-4.99095252125454,-3.26462499830199,3.24850870861054,1.67513759453823,-2.7166960968987,-4.36096810053109,-7.25830090129969,3.63435478611795,-3.06886566579264,-6.20268889240137,3.43106011669449,2.66097410639497,-4.26092102317387,-4.17352565774578,3.52483140802746,-6.07847628512609,2.17740031557664,2.14386089014511,-2.99970431734564,-7.21037676124881,-3.20726644530073,3.06172768683472,-4.78973737915057,4.22664284399467,-3.72843596509764,-1.17475949245055,3.3417951153053,3.20162357203321
