,TCGA-44-6148-11A-01R-1858-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-5645-01A-01R-A278-07,TCGA-91-6847-11A-01R-1949-07,TCGA-91-6829-01A-21R-1858-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6970-01A-11R-1949-07,TCGA-91-6831-01A-11R-1858-07,TCGA-91-6836-01A-21R-1858-07,TCGA-55-6972-11A-01R-1949-07,TCGA-38-4625-01A-01R-1206-07,TCGA-91-6836-11A-01R-1858-07,TCGA-50-5936-01A-11R-1628-07,TCGA-44-6146-01A-11R-A278-07,TCGA-91-6849-01A-11R-1949-07,TCGA-55-6984-01A-11R-1949-07,TCGA-44-6147-01A-11R-1755-07,TCGA-49-6761-11A-01R-1949-07,TCGA-44-2665-01B-06R-A277-07,TCGA-49-4512-01A-21R-1858-07,TCGA-55-6986-11A-01R-1949-07,TCGA-44-6146-11A-01R-1858-07,TCGA-44-5645-01B-04R-A277-07,TCGA-49-4490-01A-21R-1858-07,TCGA-50-5932-11A-01R-1755-07,TCGA-91-6849-11A-01R-1949-07,TCGA-73-4676-01A-01R-1755-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-6776-01A-11R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-44-6147-01A-11R-A278-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-6776-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-50-5932-01A-11R-1755-07,TCGA-55-6986-01A-11R-1949-07,TCGA-91-6847-01A-11R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-44-2662-01B-02R-A277-07,TCGA-50-5936-11A-01R-1628-07,TCGA-91-6831-11A-02R-1858-07,TCGA-49-6761-01A-31R-1949-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-44-5645-11A-01R-1628-07,TCGA-50-5931-11A-01R-1858-07,TCGA-49-6742-01A-11R-1858-07,TCGA-50-5935-01A-11R-1755-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-5645-01A-01R-1628-07,TCGA-49-4490-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-55-6968-01A-11R-1949-07,TCGA-50-5931-01A-11R-1755-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-6970-11A-01R-1949-07,TCGA-55-6972-01A-11R-1949-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-6146-01B-04R-A277-07
BPHL,3.43929449549346,3.39775325848125,4.03680265251456,3.11461806670685,5.55003695055153,4.11109392479327,5.48209422214827,4.9617234185926,4.55668756704857,2.96148464394641,4.20040962860678,3.06870956182867,4.75739634274649,4.25193227832095,4.58705840691471,4.01955415704365,5.41385820512322,2.85326070933531,3.15012895624576,4.7477574506061,3.57568602807228,3.39989346186365,2.85500743963631,4.68165519918587,2.76880288098462,2.46996331614747,4.57811754228537,3.14836409951816,5.42129654114544,2.63420347463304,5.36879701455518,3.2841871422959,3.56227280921095,3.68851855357014,5.9839896622192,4.04003929457896,5.01697995537177,3.34920472920015,2.9168374495813,2.92277204728021,2.70143160123249,3.74091437940877,3.77255777820834,3.59286878789846,3.33277958508311,2.83268631645767,4.90607496836347,5.46108023900088,3.19156715258987,4.10701260374702,3.93461126610827,3.31661943915479,3.7894891925901,3.54786264606429,4.32999000256814,2.29676876075909,5.54627308516588,3.76343706505692,3.14964890525692
BRDT,-5.02436065481882,-5.27397063425422,-4.87514880255677,-6.40162841905018,-5.85724802164887,-4.87475929167546,-5.96797653119376,-2.89916031113043,4.88603037760429,-5.27399863771604,1.72071023289532,-6.40174309622599,-5.81491995560405,-4.8745568410149,3.45873439179802,-5.96689712267933,-4.8756371533552,-6.57261778893405,-4.87314636447571,-6.16622529952315,-5.27353062997149,-5.02447804917459,-4.87357435006823,-4.19187035599432,-4.73354474452748,-6.40166679154079,1.31161637603699,-4.73379297985408,4.60772974564517,-6.57272122465915,-4.875382324291,-5.02430472237791,-5.02469845299745,-7.61882105587401,-5.81550922195752,-0.284879650289139,-3.61230475183802,-7.89867892288656,3.74698087493347,-4.73352925051877,-5.13460699382914,3.69743948917149,-1.3107805123362,-6.40162560157811,-5.02463094696977,-4.73317285550021,-6.16461381801886,-2.5649752082269,-5.02440447947375,-4.87557789612343,-3.63168418904969,-5.27388050881781,-1.61588419809789,-5.81077034672877,-4.87481684752991,-5.2738743339699,-5.96589608137244,-5.02458257888627,-4.87373456925051
C11orf21,1.0217554739141,0.759103834921678,1.12064853803784,0.16483649490577,-3.00276957081173,-1.05917438255023,0.99975153112285,-1.16817925202911,0.376277245934303,1.93895946739766,-0.139374938589519,2.40878938252926,-0.247102526228737,-0.927510901323036,1.344210011229,-1.03246306021771,-1.46353599235583,2.55518868895968,0.917720781444584,-0.653529917932268,0.702044256045735,1.40024779930919,2.30946320755869,-0.772082329703576,1.83887792030719,0.900892906585324,-1.10262484467527,1.38009343764891,-1.66881345811098,1.97267356738846,-2.05579717109207,0.919973717128233,0.97153287292472,1.60205123219815,-0.435613040839961,-0.130841094975965,-0.953390560541078,1.65444158429168,0.809564746355365,2.29589327411513,1.71724907159101,0.917876665484653,1.52113832050358,2.69635090866215,1.68224599245655,1.23161191458282,-3.68106781968555,-0.579465481867002,1.20390117463094,1.37150409898409,0.816556754893089,2.89765472701324,-0.184422921933252,-4.6609199003183,-0.551523460077615,2.60190408311949,-2.57032154160527,-0.469779590614024,1.19553256183936
C15orf59,1.48731415162891,2.02722477837818,1.24402940898776,2.57276245811189,-1.00173326798221,1.30921356507373,-0.0983930821873668,-1.26162099348153,0.883963176889415,1.87526176395373,-0.257155365948638,2.76422799691864,-0.555955715848114,1.54686649419596,-0.0126847518318559,-0.822455438462253,0.788040881518698,1.9078068718817,-4.46280122432258,1.50574473873299,1.10741335605364,2.77248004029581,-0.497614427737538,-0.740195903169421,3.40854368987026,1.84604853590973,-0.392790907335377,2.07055656240155,1.70702026243696,1.92784634200471,1.33362943411142,3.03166959276932,1.51738994689636,2.7585217887993,0.743693484781382,0.269197573631807,1.22142057136718,2.52988056800931,-1.17872307367992,2.07081416862239,2.07913858595312,3.2848450248,1.71226479808513,1.20575763180659,2.35244228440954,1.33291384169207,-0.676431257535445,1.22497104889654,2.20115826864997,0.788089358627325,1.67715711443865,1.08460399192302,3.53106526077132,-1.04756785067449,0.903209561709656,2.66372514011859,0.631003142721442,2.30916097716982,-0.321266819182072
C15orf62,0.371640113766425,1.22619350146653,1.72353167118468,1.20829802286786,0.801725932674449,0.464274311197345,1.15716172818789,0.430064923134337,0.890477547290047,0.754996401891109,0.711476237701781,0.546503831149155,1.39481361642223,2.37285736590086,2.30278316007779,1.99179495961946,0.543361685234507,0.709097880178142,3.8559695526059,2.1289694509639,0.880681703334699,0.621802313452261,3.64932967871506,2.86817523368874,1.01203489098044,0.622663215067278,1.72266083211644,0.224139725800419,1.75232144096794,0.856896512744158,1.1109469359295,-0.196197640131522,0.209652581940267,1.04628772487236,3.14324909632759,4.50113717710555,2.64714901359226,0.284161535927729,3.08335770119874,-0.00886071582374737,0.585280780035226,1.07052143901979,0.300298697911928,1.25919804207895,0.266013985668803,0.727924816027315,1.37650784042541,0.338034040469441,0.238390556071667,1.50874398528333,-1.24006209770428,0.687401713784943,0.732555428037868,0.34104033713863,2.28255929589245,0.48690651176807,0.919219744031666,-0.0455701897244639,3.42820913678489
C1orf115,6.21464003602112,5.67718269792645,5.97163229630658,5.96154933046946,6.04523302561593,5.2577960238307,4.88604996703869,5.22023805544615,3.63007247580625,6.91431509825117,3.47807374709841,5.99101735505845,5.69873427058408,4.37787252309605,5.10668810063974,4.55955589976755,4.16516248439267,6.94920224641206,4.11329810420792,3.54734757302193,7.06573670893399,6.21519526729985,5.21629698248821,4.67699108056385,6.19292048830264,6.52640589226194,4.13232112500211,5.94360181293507,4.57184108760539,5.88083172112279,4.42242359382791,6.34074732479928,6.47445450029438,6.65283369891273,5.96943342278439,4.35522696523546,5.57497219887389,6.74523690660868,3.13341243402397,5.9475975548967,6.70364461071077,3.12761449460332,6.50811851395565,5.03612610928384,7.11486334759553,6.80087775223957,6.13209728657699,4.11169418324576,6.99915872546556,5.6119669142363,6.57745809818178,5.56388203083698,6.17234001911601,5.17511544241081,4.19389608222149,6.28751056082314,3.33926121784576,5.6228829133623,4.3567120597188
C1orf228,2.248051587608,0.983317926266646,0.450752832114624,1.67474449362018,-1.22680836707885,1.19305801006983,-1.19901852902216,-1.34175712681056,-2.87062932462927,-0.0512038317942631,-0.973440440136858,0.80399604772036,0.523631990203504,-4.18760070716194,0.489242810980733,-0.12616627757755,1.13100099842994,0.57301074219253,0.510018192079493,-0.0266138259450959,2.39674067369044,-0.096214406773288,0.641695610641744,-1.13197546500071,0.16191344977149,1.00910166258275,0.204917522989067,0.377750902554809,-2.08448184914275,0.665186799094215,0.389639137718712,1.01963069825897,1.44520577980639,1.89862423454916,0.587969025392213,-1.54904446917213,1.01947324246838,1.10194468514634,-4.18654778263898,1.52989227882543,0.322466244063915,0.512276656471741,1.56323989672297,3.23492047293974,1.39376410802985,0.75297715502475,0.425342387214081,-1.57004797522658,0.206129668844389,0.61496157429012,0.229116558545319,1.33647060651607,-0.465481797030558,-0.945721681757931,-1.25987676257012,-0.359137364758708,2.68192617562071,0.942149285690395,-1.003436156418
C1orf56,2.02475504727493,2.33974742924211,3.20417104569068,2.50941114951319,3.05628361611217,2.84013953720227,3.79865985190295,3.95909346742537,4.43235212095765,2.21207131063945,3.82830828001434,2.23073209301519,3.13078601593514,3.52475634657936,4.91564639876009,2.8742644699224,3.41399378879674,2.60463598922085,4.29993207987709,4.47045366026105,2.24779721281094,2.50249981134055,3.82365059387211,3.7763077205304,1.95822302087282,1.88547900090139,4.17327540684551,1.78723522163847,4.074341215567,1.82847598283908,2.93407085321864,3.05051271262504,2.48184924469236,2.48372103361824,4.38156291743545,2.78672836895534,3.65401547299359,2.09936740376478,3.22493506166794,2.27913207989737,1.74591564378658,3.64316852811503,2.25257698966351,2.01137205264808,2.64677230007164,2.69841051720375,3.65497492012907,4.71876476387529,2.55237688729423,3.38664750427565,2.62153530226868,2.4766554146731,3.84258920427995,3.49655896397735,3.64942042615179,2.16631405835319,5.04635228715933,2.80267126587519,3.74396726031684
C20orf194,5.65313510387101,6.02158555925954,4.8115934713542,6.04886710059191,4.58447807903256,5.12092802700886,4.77046472574587,3.70226820598913,4.26607315279656,6.34538174028149,4.72914975227664,6.03796274148638,4.01113007543167,5.20361150325332,4.77502326616974,3.86795196056121,4.69406248930666,6.45469892082355,4.64740320266166,4.30234936310563,6.46726320567814,5.55778358233843,5.51461183744399,4.47214699820795,6.04797563040015,6.31976794719385,4.43972921144897,6.1150994070962,3.9301830846545,6.00421854403215,4.81244543217975,5.83608457393052,6.02042858385351,5.71159744136231,4.6938790205167,4.38867814141284,5.57534150215514,5.70557127556012,5.23919652537,6.37881899784077,6.21698661992563,4.70995232931134,5.13893090313384,5.7768794248615,5.87888092291869,6.0384386107712,3.89189418022479,3.47845956473788,5.44427268279906,4.69528531677103,5.55300626607211,5.63513239087592,4.47364376997622,4.68352905217891,5.14304091538237,6.29508129994104,4.46510398022082,5.69551214813444,5.59890454290177
C5orf38,2.8290467423882,4.18459370330419,3.43481561331567,4.54467181638636,-3.740516883423,2.59402299343163,1.13203870591302,0.725470656081074,-3.03130415885257,3.38709335460389,0.0036597806088442,4.28000946382314,1.20649874492285,1.11589119579049,0.687311882527622,-0.47369384124214,0.355454014964,4.41664793597025,0.631810293363978,3.09011627968191,3.01390940412885,3.57471405111577,1.70864819126595,3.19056646202705,2.72617292667482,3.96469413344059,0.0319299585606506,3.09603711168071,1.87276457710664,3.42075660089135,0.00913753840621623,3.39802438914305,3.78648159185156,4.13293699899355,0.371271427863923,2.67303650756496,2.48797421786419,4.05631237030332,-5.20439141126019,3.09630406600977,4.09124316279126,-2.79024296304365,3.34887765897227,4.19381213251238,4.26961103837288,3.95132087549535,0.551505004639735,2.91470914161068,2.91178197252911,3.62141287341084,2.89225444519382,3.8218184453398,-4.48893190182021,2.7699836523496,1.02729428586227,3.43171529286472,4.95760704975877,3.74116970459272,-2.05486541784691
CACNG6,3.43290491301579,3.02797477407851,0.318976634955655,3.80083582641523,-5.08154000938538,2.2763761344479,-5.0281208277913,-3.12649881743963,0.894775582069957,0.367696759912504,-2.68858102800958,1.63475931885591,-0.35416982533805,-4.15266654654483,-0.991961044138352,0.955978986850599,2.30639473322937,-1.41082074591393,-0.323393713912273,0.227879960072158,4.71117564856094,-0.534210572587099,-1.87694332348759,-1.96042062002259,-0.118734571319854,2.6159870834343,-4.90884405283611,2.26447192611062,-2.79961368200674,3.4160762533902,1.6507100340883,-3.12723249721369,1.56382145196927,1.92282123853714,-3.55746076637553,-1.54923967607383,-5.08057124116755,2.66593516380655,-5.50541893491901,-1.16550797446275,-4.65202730024717,-6.19057237752069,2.2297398317838,2.59753347696232,1.6887913899897,-2.97344436596567,-1.72284841547895,2.42168004306378,-0.365825547019719,0.537820345632964,0.858282469743849,-0.305653529818581,-2.61686322110939,-2.25586089566324,-5.5068541586285,-1.19357141604761,-1.19419990038033,-0.365986536302393,-4.15192327097959
CAMP,1.5011032032316,2.45015434328537,-5.22779414505241,2.4020157360468,-5.65969368211028,-5.22738471596199,-5.53662513038662,-3.46288367014667,-5.65919170205196,1.43493243472529,-1.56233532086096,3.17782445080249,-1.44742268870749,-5.22717191269054,-4.16071621347482,-2.41892268248587,-2.07941322539344,-1.37151569816322,-0.612642623846743,-0.0960502061814084,0.560534396613369,3.06646987601768,-5.22613918063107,-2.23852738655668,2.39524670654746,2.01980699306418,-1.5964692630432,1.32600207560546,-3.65377103286475,0.879732681210877,-2.92151626550137,2.34650618248806,2.47388099738453,0.313747496986187,-3.24047164433429,-2.41984524623294,-0.0935152195919571,1.13696283612674,-5.22577626156861,0.88878463824071,1.27836867595321,-5.05353569682423,3.23498741525964,-0.396088108956883,2.34616327592414,1.06963571818669,-1.30436452691692,-4.19801477040037,1.79107618052902,-2.92172183818574,2.02661706072585,-0.103718355445175,0.565585963715774,-6.25531041692389,-5.22744521501931,0.0589806470127305,-5.53513316421049,2.82204149830472,-5.22630759285578
CAPN12,2.36156440766956,2.86900370300234,4.02030400308401,2.29040279660755,2.27612572737133,2.73298554203987,3.53865920485908,3.00369786743166,4.75806805872352,2.30184767735818,2.98099264826436,3.20419602881157,4.43675521501659,4.68728861249917,4.71933991644172,5.09448819239143,2.31322820760567,3.61570873543226,4.41481973494339,3.76556813280078,1.64110337263114,2.69475547363768,5.23753715894293,4.2758025677063,1.60560652455442,3.66065246545868,3.67824991462837,0.523553188005632,4.65074839703725,2.31958924587428,2.0002980935417,2.47170264032001,3.47723413162066,3.41751377130859,4.39936932440228,5.75041715443702,3.55193759396496,2.62420564337592,6.09868015206662,2.83265991501628,3.09164689156202,4.46873008824181,3.97329529061832,3.03499603078427,2.57221710756362,3.07285556488154,3.45238116324326,4.33082824053256,2.2144585921387,4.12168216417297,1.35484886064424,3.30724720348216,2.26820051442616,3.86484682572592,4.64300884508476,2.44729247086831,5.01416727663301,2.03652475648803,5.44528236982534
CAPN5,4.25957145013674,2.88205340799354,3.21713010107254,3.52498256611769,5.04172747417282,5.90668509505897,5.85856362549152,6.13050883544693,4.14998626344064,3.33441483691921,3.41547613111103,3.48520975721581,4.97824201401261,7.07260086267741,6.38672249563782,7.92695376420973,5.2738036750051,3.66205132543187,3.45038612531935,4.35025052491591,4.07677677180262,3.68487836551409,4.36971823435096,5.92121553187706,3.96059334790497,3.57451740429599,5.11392802256917,4.63072740195786,6.66962024510006,4.02914004352052,4.0501792354448,3.89078634042421,3.41001006650179,4.50311014022756,6.36155747136181,5.78445770244473,3.22590921655006,3.69547467480421,4.67293085501945,3.72583462987889,3.81707172348208,3.31535000063365,4.42816321598619,4.21324236077252,3.47582116957633,3.22462994039854,7.63536444763786,5.75251615633208,3.55094790716059,4.05001198740344,3.10449793173352,3.68733402124748,3.63856514800296,2.82745402063641,7.9272759461168,3.71338800418987,4.88558608235835,3.81002239823997,7.47526832751141
CARD11,3.01488330738378,2.17287195911481,5.26935105074589,1.67030615572138,4.98710997762467,4.35493261838729,4.66572850870847,3.03609354229443,6.05576878407936,3.34193737048361,4.10990602565031,3.47933536504558,4.4381379546484,5.97860567557182,4.84752500133206,6.65022713389843,3.76584099524219,3.58198605898895,4.64625780973045,4.3079767875417,2.50687636534705,3.49711441302615,4.97636114436887,5.70894831661525,2.58040268016076,2.45666201347163,5.97369076616512,2.3114704531717,2.13283342500072,2.355024182796,4.01862676547492,2.94645770033045,2.53821123967462,2.48917710539694,6.39687723439122,5.18057759250358,3.20810272737473,2.21135791241194,4.1548115689067,3.52981539963612,3.41083254970171,5.37198280072116,2.14106908056833,2.02046642322192,3.08493182840445,2.51782524750806,1.76634276119034,5.02435319887588,3.45207746800038,4.90074227591753,2.88917065076545,3.79144407099213,3.21927076485006,2.51392925940365,5.57337523806991,4.31558716613211,3.02249104129009,1.91765697983374,5.56302873169517
CASP1,5.3511517120355,5.77020147803241,4.83468465950686,5.29006271025295,3.71657472480786,4.30538781447601,4.16747684665234,3.8111119475068,3.81519908970001,5.91090869927338,4.0089535309044,6.09107229516963,3.57067636479964,4.08692683820499,4.28167906479474,4.13128377345316,4.4354910160902,5.6708110617489,4.26774786106027,4.5380813358762,5.21495476225044,5.37432097036578,3.77281367134058,3.91335888761887,5.62274567272788,5.18073434484341,3.562897957844,5.38709091583343,3.71889694003746,5.22005030352948,4.0769397527758,5.94255093016906,5.2628876807726,5.96338979881511,3.10844706985929,3.76987884410331,3.37987765783784,6.12659562921613,4.07182967772822,5.88392852984254,5.48158818433961,3.86112544896221,6.37102497176293,6.60136480816878,6.00532519630517,5.37007753159968,3.66656602798393,4.62109259247306,5.20222336290773,5.19900749364663,6.15928142136679,6.47439290969991,4.15097523195063,4.63415860111055,4.28986940710939,5.97391498105789,3.20866485551737,5.62541762724397,2.91930377837615
CCDC129,-3.62943683198597,-5.03004002923494,1.68170626806303,-0.900309271779058,-0.973553800721652,-0.0962839280355422,-4.76108776102807,0.8440608100687,-5.07187327545196,-5.03006080384877,2.16987748108686,-5.33760026727403,-0.965786834224009,-1.29234705975416,-2.11468448536707,-0.328469963596768,2.11486032438943,-5.14166666673029,0.687436166102803,-0.75965327882485,-3.55244126527921,-6.91581354099008,2.27345611361091,2.71063357412133,-6.09726463508781,-2.71774891709062,-2.69972850388338,-1.10104509800933,-1.84694063599644,-0.996992784275188,3.82553088764565,-6.91565066196676,-3.01531527721034,-4.85489083657653,-2.72442984538228,-4.76124136039701,-0.537932935419648,-3.56775984336318,2.82758522069989,-2.02825526743003,-5.3373475542916,-2.30444178836127,-5.14176935594561,-5.33746309934885,-6.915957222429,-6.09695210115468,-3.49699914740933,0.440603545888632,-3.14326802963262,1.0356132118027,-5.14155776922752,-5.02997316888924,1.33802547830139,-0.407050859498611,-1.48635165311205,-5.02996858802415,1.24563382394248,-5.50834688738651,-1.77778433814622
CCDC152,2.63151765379182,3.39415111527503,1.99933847190563,3.12677514949184,2.00095197481155,2.51225190904607,1.60720444494782,0.757115093070821,0.726036824698303,2.83514482744469,1.3614191769715,3.1053558771459,1.77420882911265,1.65515379515048,2.85505468297265,1.50226413285326,1.13293975261487,3.80308484068374,1.59350697831033,1.01725049991937,2.79147219227197,2.85690067912568,3.28965728015702,1.54503260936024,3.21479191912692,2.93842411796813,1.21176479103635,2.61966326811384,2.12548076398412,2.29293881799774,1.15131166962702,3.75630408779874,2.83468084918334,3.5262312770292,2.01958258845055,1.92696691421305,0.556235856790146,3.75970255411953,1.89252955834211,2.58830420801293,2.71475706710489,0.972321366186273,3.67902241118443,3.19348535488598,2.84028225343672,3.2517625937923,1.74985216485648,1.83430083670184,2.44413091246813,1.45532802098299,4.13758194458497,3.35409958273233,0.170932458771062,0.391755867402851,1.13373579533823,3.17020530633228,2.59911057070316,2.98661671552439,2.09230986299116
CCDC153,2.6024011122221,2.16049325301308,1.27277817633945,3.01317807194802,-3.48051922131439,2.48189345873307,-1.25743313486145,-3.48028437627649,0.377156251857906,0.559271469120858,0.557553176440123,0.419359717451488,-1.28754296346557,-0.520175896851718,-0.766069479570394,-0.444877259905118,1.42907102549874,-0.529868585550852,-4.30004189870828,0.867136836309001,3.29129943129568,0.0672252592861959,-1.28737007009753,-1.6153506190959,-0.27700950221874,2.59819185647137,-1.56640356295214,1.1188498600282,-1.17062890604075,1.97903625837116,1.19075113240798,-0.110294681480813,1.9949998261045,0.794472462208658,0.298511687164231,-1.0425258205772,1.05642330918979,1.8124710895415,-4.30010642216353,0.482672780936334,0.168790114616992,-1.01723259779876,2.47342175534184,1.71844882422416,1.57492331273467,-0.276623120323587,0.42840639076291,-0.0745946893040479,0.733962619683754,1.17837478690453,0.298997598761594,0.990323227773045,-1.4966904696681,0.3873608663206,-0.162554342191914,-0.528574156019018,1.4790898247994,0.704281279782818,-4.30050070006093
CCDC89,2.57891489296895,0.982786988352755,-0.338208627895699,2.26508251647299,-0.879253371874386,1.23913739768098,-2.25685524029892,-0.667058349779987,-3.46589332744601,0.779124265838523,-0.998622759868513,0.876146441363141,-1.02069611806187,-0.196261223593795,-0.997803356267072,0.704116023627704,1.8342210339455,0.0248888468970698,-2.82151419001522,0.773027547185941,2.53292174586225,0.793844766984291,-1.04206583107453,-0.478513163626682,1.25634922437821,1.28780757663351,-0.730185431318245,1.59660143994255,-0.794579675196315,2.19313813434557,1.23861287953053,0.563656597279225,0.83099002439412,1.71721030436942,-1.14079446873126,-0.9910619173267,-0.313881434708673,1.21717524474904,-0.850026931484868,0.545921690659349,0.842340592588303,-2.52435851774613,1.54155702799779,1.54811158810137,0.867201695928469,0.108987847977529,-1.41666665986575,-1.56078596620506,-1.21623605721182,-0.164323704294032,2.06426395923337,0.95073705648947,-0.467156562872638,1.85186312278235,-0.911789230637776,0.586225788279769,-2.56452380264447,0.181841007880449,0.640892141286285
CD79A,2.54093445645149,0.509960950559343,4.40550153351969,1.56437537566652,3.00198411455654,5.37741546096753,4.84477945651256,5.55092642397159,3.84596786502728,2.39346510652733,4.1725976631009,2.24464996815522,4.88404175416804,1.85989406740806,6.24515122610827,4.56649316891605,6.40665245272865,0.249868622311729,1.80147489980641,4.32464838632185,1.76073744789419,3.0460830742014,3.02054222708538,2.62715021950362,1.72588445948115,2.90818013340782,1.39312170569274,-0.619622145198874,3.72666205157418,2.61049194844477,5.75332302929778,1.04742307127924,1.57087894358842,2.33877631148552,4.00853995522064,3.77363862439387,0.128643435954538,3.75876116719848,5.18546367218188,2.42210919731451,3.41764574657802,4.93875365982466,4.25778925899907,1.57949383809785,2.66272501208891,1.63352087551585,1.61633983935757,4.82207243149565,2.84000480227348,5.07213502745734,3.32926043024771,5.05049595599461,5.5519551581889,1.2617028008205,2.21615821041659,4.14948181087447,1.77284837322487,1.37402973484024,0.979994913350137
CDH13,6.06189794820475,4.97802212948767,0.783987868802187,5.03579119076744,4.2982560759329,1.50476538792355,2.46436642814907,4.78045802440849,2.15692725947424,5.2538616339848,2.1303259143634,4.06514787711075,3.21507305745592,2.1851236443306,2.0029008698895,1.89788622031594,3.57845400383305,4.1051358935135,4.14017611031313,3.62379250568409,5.73272289477632,5.55608517897479,1.44915389601652,4.29246598119612,5.33853066078895,5.07267088953378,2.03110447940729,4.99204184735761,3.08252318231681,5.01580734050542,2.8957791449536,5.71105938864544,4.93015868074351,5.85547923818113,2.35547324814455,2.61589211645911,1.75704748506877,5.93511934665554,4.33751512679232,4.9791411648759,5.38041556946926,1.809266385925,4.81957580915546,4.0864493237147,5.84611759547207,5.05440801662581,2.17786130050767,3.3925616792855,4.86964274358579,1.74077186645894,5.79111563527642,3.95829139938828,3.17281647638788,5.98424466501914,2.34146119544115,5.45180393043328,1.88081454641097,5.21528863269778,3.00312733090087
CDH17,-1.79144443456528,-3.04570689362561,2.65731416045047,-4.91594463763631,0.0469544349392972,-1.90890130177365,3.78470365270766,-1.4927184355983,-4.6826369191506,-4.39376569858381,-1.38942609011874,-2.32721310658655,4.59004217115072,2.15327249054407,-0.401108370941765,0.864275159909614,0.76093048090354,-1.98025311045152,-1.71938786122064,-2.09283052716595,-0.677819363961653,-2.55778858711581,0.0412671858508659,3.02543487871832,-5.45726395228064,-0.436095328074627,-1.43355128843342,-1.9832291794383,-0.820901404225991,-3.45679421000549,1.3637615406039,-5.8533339657004,-1.15066965200809,-1.31966015199451,1.50726832245605,-0.539379202399605,0.495662546078263,-0.187293981523484,-2.37243600420645,-2.62794872116286,-4.91582720492532,-1.12210676125083,-2.11959720964776,-0.74443965006988,-2.93491691118661,-2.86451428616029,5.522386289861,2.39260625987086,-2.55770764912086,2.29207679466038,-4.0067340481634,-2.32652834729165,-2.62737649133184,-3.61527203182515,2.53880894028846,-2.06074316548327,-1.93800476291339,-4.20577161825805,0.291664383204913
CDHR2,-2.11758669976612,-5.82069210733046,-4.66356111149868,-5.0961055222644,-5.57783512345358,-2.55473797711722,-4.13456571814242,-5.57755892592354,-0.995151170343844,-5.82071253860635,-5.24621033876359,-5.09627378060048,1.04587212798349,4.33617255486592,-5.5783639683403,6.10724972261223,-2.70766135995131,-6.33792495622028,-2.55329997584812,-6.1644261229456,-3.69197294138629,-6.43935689054813,-4.04122875747749,-2.49906752472123,-4.84046626862553,-5.09616182371564,0.102372907858603,-4.8406932739748,-5.99932723025043,-3.09296521685046,-3.32836282251332,-5.10379587675791,-5.10414690632122,-2.67522469729164,-5.62217244736652,-5.58757453343026,-2.28397637140561,-6.88538162244748,-1.54405267795999,-4.84045209972013,-5.09595617169682,-1.60583408356106,-6.33802367936161,-1.37836438979093,-6.43949320620054,-4.84012618488452,5.21898618383761,-5.62143872400728,-6.4392912996627,-4.66394366881033,-6.33782026456865,-4.36776859754715,-1.5570137767357,-5.6178388577798,4.1802737530581,-5.82062184681446,-5.58590558008205,-6.43945008375492,4.74166248861397
CDKN2B,5.59223410565495,6.57226722397334,5.39931057119375,6.38747393686041,6.09964966090651,2.5409683845472,4.66631497622485,3.26922658943341,3.20794073979162,6.367858081838,4.9420282178875,6.27798184783722,5.11932080442459,5.66417476495071,4.31666005945566,6.6324676031277,4.7005085133134,7.20927668172675,4.3322763064743,5.36617510482938,6.02031606296874,5.92331555526824,5.77149691952806,2.38314448255461,6.62189489527845,6.6882677183879,4.85604718854573,7.41810395763893,4.82481678927455,6.49675147811709,5.15515401058456,6.46610236070445,6.19776667702553,5.55342930109993,2.81524704019758,5.90942023114045,6.82361213520392,6.36941006729195,5.57484573198876,6.73652028113785,6.87708749883769,4.38395006289711,7.19223286625123,5.64336477857219,6.40992839705122,7.05279981887304,3.95447565371753,3.41677745992092,6.29370261777267,5.16545081440978,6.50134082703949,5.19243423998997,4.73651329921074,5.50073211654452,5.56853000823208,6.18264474088665,3.86033604623684,5.54726408082781,6.72885471797434
