,TCGA-44-6148-11A-01R-1858-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-5645-01A-01R-A278-07,TCGA-91-6847-11A-01R-1949-07,TCGA-91-6829-01A-21R-1858-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6970-01A-11R-1949-07,TCGA-91-6831-01A-11R-1858-07,TCGA-91-6836-01A-21R-1858-07,TCGA-55-6972-11A-01R-1949-07,TCGA-38-4625-01A-01R-1206-07,TCGA-91-6836-11A-01R-1858-07,TCGA-50-5936-01A-11R-1628-07,TCGA-44-6146-01A-11R-A278-07,TCGA-91-6849-01A-11R-1949-07,TCGA-55-6984-01A-11R-1949-07,TCGA-44-6147-01A-11R-1755-07,TCGA-49-6761-11A-01R-1949-07,TCGA-44-2665-01B-06R-A277-07,TCGA-49-4512-01A-21R-1858-07,TCGA-55-6986-11A-01R-1949-07,TCGA-44-6146-11A-01R-1858-07,TCGA-44-5645-01B-04R-A277-07,TCGA-49-4490-01A-21R-1858-07,TCGA-50-5932-11A-01R-1755-07,TCGA-91-6849-11A-01R-1949-07,TCGA-73-4676-01A-01R-1755-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-6776-01A-11R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-44-6147-01A-11R-A278-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-6776-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-50-5932-01A-11R-1755-07,TCGA-55-6986-01A-11R-1949-07,TCGA-91-6847-01A-11R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-44-2662-01B-02R-A277-07,TCGA-50-5936-11A-01R-1628-07,TCGA-91-6831-11A-02R-1858-07,TCGA-49-6761-01A-31R-1949-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-44-5645-11A-01R-1628-07,TCGA-50-5931-11A-01R-1858-07,TCGA-49-6742-01A-11R-1858-07,TCGA-50-5935-01A-11R-1755-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-5645-01A-01R-1628-07,TCGA-49-4490-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-55-6968-01A-11R-1949-07,TCGA-50-5931-01A-11R-1755-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-6970-11A-01R-1949-07,TCGA-55-6972-01A-11R-1949-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-6146-01B-04R-A277-07
ADC,1.71746909541056,1.73314716020365,2.43769391139399,1.37396619010522,2.39097304243632,2.37925669832947,2.07380209950261,2.34548496080596,3.50315316212506,1.35234832701248,3.10914542300943,1.39660473825814,1.93138839532382,0.639646012662046,2.94118256412064,1.41400065896609,2.21252237593919,1.65736396874706,4.59201635619664,3.04421468262578,2.36427834416714,1.69764784418786,4.3485256443315,2.50753171054221,1.22450251183817,2.17607767446017,2.13808622008469,1.66337318615437,2.62954567892135,1.79860847193173,2.21272975661449,1.59352988003587,1.34971399987989,1.09983769956405,2.52116931309168,2.88717287893372,2.48062811879944,1.78476104141246,4.20575446737184,1.50516813749063,1.56977788204662,3.60126814036985,1.82521795206387,0.390866929683345,1.87210837711984,1.22489931519697,0.264313227146223,2.69261005478358,0.601112518805162,2.37186599636369,1.67228364737448,1.03126965677364,1.23306371749791,1.73577552728612,1.22534755046016,1.76490845831078,4.10174686437628,1.20456303551009,3.35229789178542
ADRA1D,1.55625739646573,0.00962990739655134,-1.7583227292107,1.18991625206901,-4.18961279512442,-1.04710157689895,0.356102168789862,-0.769226938097454,0.637665155721225,1.64595433842804,-1.13966209373092,1.08959511133473,-2.94686911889615,0.711419312827169,1.5870913635177,-0.548459927251579,-1.75874656198764,1.55947480377786,0.119654624061344,-4.23125070072164,2.59998872306569,1.24511062132636,-0.206953802153233,0.756077085264881,2.12481768945008,1.93312018291569,-0.682697823869854,2.60718549810009,2.19661942373858,0.589655232245464,-5.11100729211563,1.43097418719671,1.74260711902253,1.79237753628769,0.702285620104532,0.556790887748801,-0.289095982057132,1.80550357836799,1.49323868038696,2.39532400389258,1.87381809527339,-0.0947961489115765,2.45545465662214,0.602157041301648,0.907144910169494,2.41810759506132,1.22799616948888,-3.35517428457699,1.40414570258745,-2.2737978716786,2.04169708687882,0.604863396278399,-3.71619383634528,-0.124175829948468,0.826325416308436,2.0869183041579,-0.212011299389486,1.91271284281358,1.95306916870262
AGMAT,-2.46832329086853,-2.21670205971506,0.381558198278209,-2.16022011301286,1.75415674440795,-1.34525170647116,0.157786918603569,1.83451125539153,2.6224532921674,-1.89692235399582,2.58991967765689,-1.99620788255912,2.24524106270894,3.34983304188265,-1.49569185162612,3.23194697280422,0.748908074979397,-1.93178055474902,-1.15743807291084,-1.00961589823509,-2.4024752662636,-1.88008842010814,0.533423982705098,0.345827760102908,-2.81863648532241,-5.10206907019114,2.57518587635318,-3.41509116529782,1.7383905035233,-2.46999668738998,1.37340943791272,-2.14113505731274,-2.14151096744534,-2.58459032464279,0.781197603490288,1.77378034093303,1.57567408519397,-3.16251844275527,-1.15751705094399,-2.01769446778474,-0.900090299319002,0.522595355218213,-0.647636278524859,-1.99609102699079,-1.88023439765626,-1.46777976499298,3.48669651687208,-1.30124224133732,-2.90634949115516,0.900055260381706,-1.93167086198644,-1.101006001866,1.61675097922824,1.10478468868945,3.15028562895575,-0.700555969510993,0.221142266513317,-1.16875479590845,1.70211744721054
AGTPBP1,5.55831698055564,5.80435839010751,4.54973935325704,6.06692179927027,4.24035586928764,4.24891700153954,4.57305545528256,3.90003239588842,4.89387463707438,5.53087028784396,4.17685275593286,5.29095541293714,3.9544880557643,4.46102798804424,4.1633671723074,4.35272263848646,4.01738289911806,5.41444000405325,3.90540237138115,4.30107543005753,5.41831944454655,5.40952270861099,4.73920069450727,3.66640060510113,5.76619046820552,5.83305842252653,4.82954483558201,5.53809210158376,4.47137161517917,5.44969891603304,4.6923593774874,5.6603635096995,5.77691872221758,5.55178785449554,4.23922560533506,4.07188151811595,4.39227684326293,5.39438172468195,4.6301669270124,6.08687825645739,5.86332636100452,5.02587894227217,5.74621349032873,5.83228739118234,5.67980018017235,6.03717249610868,3.97709134337872,3.73069357968727,5.82273039899508,3.97066628227553,5.63649545866018,5.37679274918297,5.19735557525373,4.12477367236551,4.14216860477209,5.55828407688897,4.53627237937431,5.55273236472203,4.57073816083549
AHNAK,11.348974808634,11.7817236486878,10.4240731184153,12.5933387856307,10.167809211579,10.2008976668303,9.80572350128556,9.45726794348436,7.82584820833355,12.2330438591034,9.47802398709871,11.7867523014161,9.47901837647873,11.5878784100566,10.2284023421824,10.4241740511259,9.98167677899433,12.4282663171312,10.6405059452135,9.78234490754566,12.3165468092609,11.8155302741783,10.699580084569,10.5917142985038,12.4749819209171,12.4688093300419,10.0591422054814,12.3262826110634,9.96106158324962,11.8231485534069,11.4588766383567,11.1555561792843,11.6870846761633,11.3090716992751,11.2082781333544,9.72533439822879,9.31487088901286,11.0552677545001,9.98389021290822,11.9217429079356,12.2352848647127,9.60847114456853,10.6480884568923,11.2471424688583,11.0606630588635,11.9220389357885,9.71367691655539,9.24017997213041,11.5763978993865,9.45845125637688,10.5011498331112,11.1694715464534,8.88103931625519,9.04975465143157,10.6984380124198,11.91251659263,8.01789618144724,10.3145668303569,11.4603912129926
AKR1E2,-2.58768089106165,-0.452125928532214,0.243503920412261,-2.86447651303635,2.00032917931697,-1.83336941093051,0.619188019754166,-0.651373449828199,2.00090691651869,0.660980592463115,0.425783868191927,0.141308219038785,1.98053078236957,2.04457862821875,1.20239368023811,-3.72449596255896,0.734426394698675,1.24547332304194,2.78883320948053,-0.0986349399287041,-0.558274674948938,-0.66348394164455,0.358574562153765,-0.154170374695079,-0.544341813067761,0.0348771066950894,1.45227105085456,-0.640094301855999,0.706730745342248,-1.06400094415688,2.02256811902314,-0.396864099100071,0.0607475752221382,-0.122316225827661,-0.0567092295536187,0.214512784981343,-0.650377005429429,-0.716924508137365,2.70717989658893,0.868786637079864,-0.0792216327654724,-0.210824180607776,-0.427259146618189,0.288837811492545,0.184645420896276,0.675713989474171,2.07422582295331,-0.244042125254784,-0.281047200060423,-1.6638150813972,0.365783486283144,-0.813596201077387,2.5387504145095,-0.376133746937781,0.428061481473035,-0.743339810112788,2.84415737125051,-0.33794973173501,2.06626122308165
AKR7A3,-1.64894155243832,-1.79444022805289,-1.94030783090454,-1.57827950368073,0.158359785772931,1.52172494077386,3.07838093775578,4.76716589373683,0.776944747271067,-2.58253380880314,-0.740760761479326,-1.72706008845651,-4.72949476188103,5.88623032561406,-2.32773371562451,6.16193648339952,0.108296030225823,-2.82549136444378,-1.75260303119931,-0.173164757177197,-1.57262962818639,-3.51232438815267,0.370805298134749,-3.12810391695515,-1.73442399536202,-1.31638642270366,0.666960253612638,-1.73458352657755,0.746648306493247,-2.82560720646721,0.557127756022279,-2.08575382690867,-1.92362067670215,-0.815650626279866,4.61274165102058,-2.07087126676994,-0.778208916366493,-3.00259051885516,0.110589233521576,-2.97432716142913,-1.09049539853388,3.25481374902496,-1.4540872522579,-1.57827551232802,-2.27186236761205,-2.97409812017503,5.23035288213477,-0.908526008172335,-4.17549511594353,-1.75491858008729,-3.98916990134139,-4.60784025434378,3.00230827648503,0.323366967650452,5.49036132597536,-2.05826428453139,-0.92219908313662,-2.4887143588304,5.09580312460035
ALAS2,0.156470068703449,-4.63422479356476,-3.96826914591104,-2.46957543732568,-5.72237646411807,-2.03258191196859,-2.14118569034599,-3.34739955527104,-3.04044720455486,-1.74748515502624,-2.4436853226203,1.00379018085766,-2.4805457312833,-6.13811212624927,1.57384033605283,-4.52790740195815,-3.17608480398996,2.50417091190226,-3.51253447932053,-5.67826559811716,-2.24625951496956,-2.66314223606381,-3.17404445458451,-5.67775611133066,-0.0495561842586325,1.52209310405545,-2.36500654146023,-2.56598910532564,-2.68010070921598,1.03721307845874,-0.836613860792018,3.01825665768343,0.42950520285383,-0.612957007949788,-1.46326829605368,-4.52896030421259,-5.72140308411071,1.30708488636049,-1.42153792677615,1.29769900629321,2.06255454825566,-1.75868742538554,-3.80882604573933,-0.960234368042503,1.37049657330325,2.53828228254465,-0.813452416127041,-5.99649731717486,3.31070607029345,-6.13912206704042,0.891311655469867,-0.829042262973974,-4.52409424048279,-5.99337749472626,-6.13836930255961,0.552931709224735,-4.52708809734243,-0.00448266993563987,-6.13729880501976
ALDH1B1,4.53238345187519,4.35021650666795,5.23339139102993,4.36006049411773,6.51448283598945,4.65088350995073,4.69634212853698,6.41442885303421,5.91641304880197,4.24412701421618,6.42340689766282,3.91707747856646,5.66258131373247,4.81100625913372,4.38606990204339,4.8822000769221,5.44982919708068,3.74692631352483,6.58586762750808,5.97169693260318,4.21933323561988,4.67940871466426,4.34518874281327,5.39613765828389,4.45861404086107,4.00561658715256,6.10414127446448,4.69695253885029,5.27015249519,4.62664077181317,5.58097038424931,4.36993501331664,4.41137513358363,4.24300998855862,4.10458757645527,5.98298080108429,5.62245899599817,3.8739166198757,5.4575223960235,3.89591009965886,4.04150488918073,6.29658675014993,4.9865850689794,4.43782611252104,4.32643869557567,5.16021997415093,4.23413994332962,5.31034896164213,5.31927913280958,4.97966682845286,4.72097018786907,4.3444172400144,6.35161501582819,5.21262171860707,4.68674176210118,3.81461110009597,5.13851778875495,4.64054389783933,4.42787248440541
ALOX15,6.21931383871718,5.24681431026342,-0.959521178252697,6.08490105333926,-3.13503623038637,4.61685973184148,-2.35073221375262,0.872042348206863,-1.87210010480383,1.69633770736669,-1.82164301024954,4.11915710237802,-2.95288884946742,-1.81583904365289,2.27139549905732,1.61478202122141,5.55169963569693,-0.189519215438766,-2.24571375731416,2.27715046969406,7.88032014484698,0.89756054594568,-0.00269123952461229,-0.382203507864823,4.12415538187274,6.15833078065247,0.758239735991418,7.25024054300959,0.798542927997574,7.29479524964463,4.54951420810645,1.63775590223958,5.07512585010609,5.2187537006132,-1.68195559387023,1.7063469672835,0.823452850253551,2.59302595345802,-2.54040334480709,1.89799786331402,-0.881133176990306,-0.691779675741168,4.32257074469725,4.07500032675984,3.59833503483505,0.0251376632622078,-0.271449532446829,-0.118136334649328,2.48708314110927,-0.414340060879841,2.64867533385032,2.54822627676639,2.31001884411142,-0.976211685680929,-0.589863035037466,1.40200737869293,-1.15523349076472,2.11007315904634,-2.93528780369649
ALPP,2.15272328071014,4.19198891300646,-1.95828348999473,3.21564944831277,-2.27328272024167,-0.365107025734492,2.99846976043686,-5.10282454845892,0.423017195616891,2.13280040975419,-1.45694614926102,3.21552137863689,-1.28383362935711,-0.364905588167417,1.19472431208225,-1.77917978396303,-0.579215501908321,3.39787378658653,-0.697401664586699,0.599567023731669,1.572250211543,3.05352578748442,0.43345232519528,-2.57328071733523,2.12602705192514,2.72772673622368,-0.676524411444831,2.12586865809474,3.87688997998255,3.67626288510253,0.0907249697670929,2.17991146168931,2.03808117490544,3.5330798263621,3.00238506847426,0.218709308383648,-5.10200757318766,2.27465374389732,-5.7998573373858,2.82197286708356,3.12352680575284,-2.30429284073453,1.07657216044449,3.1114080225439,1.70147252366683,3.31516813865062,-0.830201722020676,-2.69914072845002,2.61953187586054,-1.54864188854858,3.18859721475641,2.20189972510621,-5.46216219262118,-5.20372357823305,-0.0974301956390022,2.28557586982009,-0.633016260540299,2.00804897960818,-2.81964673777686
AMOTL1,7.34372448636941,7.36862656706203,6.75640942964761,7.7107460125098,6.85046450629056,6.87151355482457,5.74485074002143,5.04577732455627,6.31112754267644,7.88709727214272,6.23056057508772,7.36824202652731,6.26867883824179,6.93866635065423,4.42330834730463,4.97574347652805,5.45992364154342,8.20283274223304,6.34458326376483,5.31967339563935,7.73370329994457,7.46076436711856,6.52756033659148,5.93290571860922,7.78938700036874,7.82506308886945,5.90448159100417,7.92591139364458,4.6191853858267,6.98401411970166,6.08700612434751,7.06174025024483,7.21120640920259,6.88492073874703,4.9371110129765,7.02364752265883,6.57976815320049,7.20436363284001,5.88438466058948,7.75460066979697,7.39889442846741,6.07157548881974,6.77742354040767,6.92832144867436,7.41591002793701,7.75355476033758,6.15925332468694,4.74836700161947,7.19623857196531,6.10781457674856,7.32030151158119,7.25309392010869,5.80362977713274,6.00898242122167,6.36073973836559,7.60651080999412,4.57399495993075,7.07957931260952,6.8460856852032
ANGPTL7,-0.125435173603364,1.27205391912314,-2.77220807483529,3.80607606347135,-5.09837236911665,-6.38363493517264,-1.02175549697668,-5.09812201717973,-5.09780828013167,2.25437477923998,-1.50702919168573,1.73450358485155,-5.84448954227582,-3.42891495848401,-5.0988517265595,-5.66456413191197,-4.14289502439651,2.64891239595803,0.087650854867344,-5.32148713020519,2.06339362775485,0.752369946762467,-0.133668223993824,-5.32086568813843,2.07839975524819,2.43560501057803,-3.82736597544336,2.86749828957107,-5.11882028035723,-0.979401640404109,-2.58770768550527,1.49961027034384,0.853887430477157,0.432684375624558,-1.81231370673933,-0.784455995121481,-5.09714911235756,1.78111554108428,0.56159376167861,2.43378227965041,2.92831772317531,-3.64517800612344,2.98487678824361,-0.762644711386321,2.16189994382536,2.6134521176736,-2.86642122390216,-5.84431207273211,1.61127671720677,-3.12076602480452,4.29184590118601,0.507270666063662,-5.66075738339383,-5.84103336509498,-3.62156317211469,1.73809713197021,-5.66374620519894,0.937416800434755,-0.164659727483607
