"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-448706","Interleukin-1 processing","3/108","7/7637",9.23818166820249e-05,0.044528035640736,0.0394810711293707,"CASP1/IL1A/IL1B",3
