,logFC,t,P.Value,adj.P.Val,B,direction
KANK3,-3.27812500397428,-24.5463116422123,4.76969552034465e-23,6.22159083673756e-19,42.3200421244443,down
RTKN2,-4.91728686695472,-21.9913224694643,1.55581437233056e-21,1.01470213363399e-17,38.9767376249322,down
SPOCK2,-4.18838749908322,-21.1877424970536,5.01183087647798e-21,2.17914406509263e-17,37.8449333212119,down
USHBP1,-2.91122165563387,-20.3613144422341,1.73844748302686e-20,5.6690772421506e-17,36.6368653682531,down
GYPC,-2.0860135838285,-20.0797609464962,2.68214825236281e-20,6.99718836076411e-17,36.2146136065254,down
TEK,-3.49254570626073,-19.7771283097268,4.29956305787057e-20,9.34717420437907e-17,35.754490561618,down
STX11,-3.76559380399651,-19.6389697435447,5.34403474016262e-20,9.34717420437907e-17,35.5422405165578,down
MFNG,-2.1879707200995,-19.5945416429009,5.73270420385101e-20,9.34717420437907e-17,35.4736909440912,down
EDNRB,-3.8786347493869,-19.5128772742968,6.52464479597869e-20,9.45638519097178e-17,35.3473106307813,down
SH2D3C,-2.69123372228794,-18.7921259188965,2.08590006938722e-19,2.72084805050869e-16,34.2102506180401,down
ADPRH,-1.84773455964241,-18.5802349993268,2.95630211386717e-19,3.50563679757122e-16,33.8683851521532,down
GRK5,-2.90352299892597,-18.4687356741147,3.55649065426242e-19,3.6200133682703e-16,33.6870719338206,down
CAV1,-4.26410111542313,-18.4601177339228,3.60780234494894e-19,3.6200133682703e-16,33.6730168829835,down
NCKAP5,-4.35978558261877,-18.3997524528214,3.98920349898861e-19,3.7167978886291e-16,33.574400723487,down
KL,-3.11360824310478,-18.2994253365132,4.71719146670269e-19,4.10206969944466e-16,33.4098550456899,down
S1PR1,-2.89709548602672,-18.1665937032407,5.89621120685379e-19,4.68000968868521e-16,33.1907497337694,down
PRX,-3.75702633259336,-18.1464937869516,6.09936865284028e-19,4.68000968868521e-16,33.1574702243603,down
AGER,-7.18886441269883,-18.0621215106038,7.03373707236872e-19,5.0971147984432e-16,33.0174148343347,down
RAMP3,-3.86058255169133,-17.8474631310845,1.01332165097336e-18,6.95671979752445e-16,32.6584469212955,down
ACVRL1,-2.82349033639368,-17.7220231456072,1.25639740036941e-18,8.1942238452093e-16,32.4469024696725,down
CALCRL,-3.04202081700754,-17.6532898182091,1.41423434279556e-18,8.50758538422603e-16,32.3304285276091,down
CDH5,-2.71924366380738,-17.6448835201848,1.43488867259255e-18,8.50758538422603e-16,32.3161560240861,down
JAM2,-2.63758569095854,-17.5453265616543,1.70442514063412e-18,9.6663137106224e-16,32.1466689247875,down
ACTN2,-3.87861991733561,-17.508998397382,1.81527803498691e-18,9.86603612015383e-16,32.0846132594982,down
MYCT1,-2.5400519228811,-17.45326877666,1.99991899563348e-18,1.0247979096112e-15,31.9891966742931,down
EMCN,-3.13343876410406,-17.4411159018905,2.04268212587328e-18,1.0247979096112e-15,31.9683539499426,down
GPT2,3.04140904024678,17.3362141175256,2.45317714631447e-18,1.18515713690837e-15,31.7879139152208,up
CLEC3B,-5.05979934851241,-17.2471368890377,2.86790561098188e-18,1.29772848735745e-15,31.6339455509726,down
UPK3B,-6.65689143267467,-17.2437219793934,2.8851675968542e-18,1.29772848735745e-15,31.6280292030811,down
ITLN2,-8.481413573042,-17.1566771743874,3.36311867595115e-18,1.46228400030356e-15,31.4768796072393,down
ROBO4,-3.0808283900895,-17.1341469937379,3.49959020743496e-18,1.47253724728328e-15,31.4376487376007,down
ADRB2,-3.61220242243379,-17.0064886464095,4.38776957093026e-18,1.78856457135045e-15,31.2145174869011,down
CFP,-2.62856959815287,-16.9859538562285,4.55092045319367e-18,1.7988547391351e-15,31.1784904728158,down
SLC6A4,-9.10713162943539,-16.8771562136367,5.52535890077143e-18,2.09651406465193e-15,30.9869849195873,down
GLIPR2,-2.61549449895669,-16.850957066175,5.79049501764316e-18,2.09651406465193e-15,30.9407110222514,down
CLEC1A,-2.52233543590054,-16.8464215450464,5.83770413097447e-18,2.09651406465193e-15,30.9326939622879,down
WNT3A,-6.15376364626204,-16.8360758678378,5.94687368844843e-18,2.09651406465193e-15,30.9143998609162,down
FHL1,-3.70085098602993,-16.8096472836514,6.23536839175425e-18,2.14037224479059e-15,30.8676228975521,down
STARD13,-2.10919308276251,-16.788044862598,6.48183039635221e-18,2.16792296641072e-15,30.8293412171797,down
SFXN1,1.71177724465164,16.6825955918643,7.83656039931704e-18,2.55550234621729e-15,30.6418687428866,up
TRPV2,-2.46371006438349,-16.6245136369991,8.7036891869015e-18,2.76904687204739e-15,30.5381766387511,down
RAMP2,-3.31042434251055,-16.5967516165241,9.15236111450078e-18,2.82416080826542e-15,30.4885051175406,down
GIMAP8,-2.80443913072953,-16.5873312651684,9.30994440013901e-18,2.82416080826542e-15,30.4716342995555,down
ERG,-2.14471898608754,-16.5598646913778,9.78549089493812e-18,2.86739258119375e-15,30.4223982535603,down
FMO2,-3.78570575234593,-16.5538947827953,9.89210872076962e-18,2.86739258119375e-15,30.4116875562287,down
GIMAP6,-2.5768861529927,-16.4320442754519,1.23492519318535e-17,3.48091528358638e-15,30.1923567164303,down
TIE1,-2.27005677473807,-16.4235472174272,1.25423963760012e-17,3.48091528358638e-15,30.1770108474677,down
PYCR1,3.60635361553919,16.3596356641111,1.40981814010445e-17,3.83118079573384e-15,30.0613703742107,up
GPIHBP1,-4.29608330313871,-16.1812482538647,1.95763533392741e-17,5.14533858732299e-15,29.7365800817926,down
LGR4,3.05057137923279,16.1772102550414,1.97230089977115e-17,5.14533858732299e-15,29.7291934666258,up
AOC3,-2.84275357622805,-16.1470153629662,2.08560079937876e-17,5.33423075041108e-15,29.6739098279085,down
GIMAP7,-2.62487209008476,-16.0941255802373,2.30041971372377e-17,5.77051437419478e-15,29.5768661707403,down
PTPN21,-2.50845313875831,-16.0355935955083,2.56479039781872e-17,6.31228791493347e-15,29.4691601300104,down
FERMT1,3.50512513485748,15.9454545349121,3.03438722997841e-17,7.32973093108119e-15,29.3026531742291,up
ECSCR,-2.69446632116279,-15.9183850231645,3.19199087094209e-17,7.57024162192157e-15,29.2524975579486,down
LDB2,-2.80263966542447,-15.8894011052695,3.37007500614961e-17,7.84240112919195e-15,29.198716631077,down
NECAB1,-3.24514547971029,-15.8782347882554,3.44137533607559e-17,7.84240112919195e-15,29.1779754225958,down
CD36,-3.76574204902551,-15.8677124092687,3.50998040256193e-17,7.84240112919195e-15,29.158419297287,down
PTPRQ,-5.49811384273909,-15.8567191182623,3.58315573092269e-17,7.84240112919195e-15,29.1379765400327,down
IL3RA,-2.37226555987568,-15.8531334548287,3.6073602250193e-17,7.84240112919195e-15,29.1313062323615,down
PTPRB,-2.89851735926581,-15.8068345108272,3.93539708666561e-17,8.41529829483052e-15,29.0450657840728,down
C19orf59,-5.92564903382058,-15.737388986348,4.48585180837298e-17,9.43765338522858e-15,28.9153201185108,down
GMFG,-2.20940065713308,-15.685355256197,4.9496264056126e-17,1.01678419412206e-14,28.8177967872595,down
TAL1,-2.79243846927206,-15.6811893309144,4.98882155962983e-17,1.01678419412206e-14,28.8099774194088,down
STARD8,-2.22934771087794,-15.6216901695082,5.58469083692725e-17,1.12071857349045e-14,28.6981127071534,down
CDO1,-3.49104313870647,-15.589843892956,5.93314836564905e-17,1.17260586790191e-14,28.6380952871656,down
TMEM100,-5.09015946603084,-15.5615942310336,6.2609033861827e-17,1.21891378760249e-14,28.5847723065564,down
HSPA12B,-3.0177575032894,-15.5134268607891,6.86322084811308e-17,1.31652724621746e-14,28.4936713949127,down
FERMT2,-1.76919493208509,-15.5021375184546,7.01279559520676e-17,1.32572327165039e-14,28.4722861354025,down
CLDN5,-3.41871018535886,-15.4673914747962,7.49448262549867e-17,1.39654330524292e-14,28.4063876835871,down
LIMS2,-3.43258442024819,-15.3995745401039,8.53481403661367e-17,1.56800160976885e-14,28.277421348685,down
GIMAP4,-2.20552638018766,-15.3741529524527,8.96198613493663e-17,1.62361315477935e-14,28.2289590942467,down
INMT,-3.8851784051268,-15.2814321197464,1.07149680685863e-16,1.91460333543342e-14,28.0516515271019,down
SRPK1,1.82452826694531,15.2341053942337,1.17416775579816e-16,2.06970867657178e-14,27.9608158237287,up
CAV2,-2.85865507590607,-15.1924642993272,1.27283604068154e-16,2.21371644195333e-14,27.8807051723622,down
TCF21,-3.519008835243,-15.1764026797954,1.31313139385086e-16,2.25374814491982e-14,27.8497582029245,down
SH3GL3,-6.10183299654416,-15.1383595791316,1.41387690505629e-16,2.3951442012408e-14,27.7763533612509,down
RASIP1,-2.7334606745799,-15.1127644813433,1.4860885717317e-16,2.48519734995747e-14,27.7268841332647,down
KAL1,-3.16245437461476,-15.1049905520235,1.50876189447575e-16,2.49117596854958e-14,27.7118457329574,down
GRASP,-2.58722495920706,-15.085100067794,1.56840336369975e-16,2.55728168451244e-14,27.6733401367826,down
GOLM1,2.71060471488409,15.0656063152348,1.62920289090236e-16,2.60183730756429e-14,27.635563265385,up
C10orf67,-5.71596711812371,-15.0625962736782,1.63880418091994e-16,2.60183730756429e-14,27.6297266459321,down
SLC39A8,-2.877419500027,-15.057383359138,1.65556958393005e-16,2.60183730756429e-14,27.6196163488186,down
DPEP2,-3.17292999048944,-15.038683838236,1.71717061414742e-16,2.66652065368321e-14,27.5833262250719,down
FABP4,-6.85500312817595,-14.9258126489819,2.14237873833785e-16,3.28766920739753e-14,27.3635128110686,down
ALDH18A1,1.87341540484302,14.9164190474099,2.18231325137374e-16,3.31001093615338e-14,27.34515971217,up
GPD1,-5.25941843140391,-14.8766184465536,2.36016925081109e-16,3.53862617328505e-14,27.2672962663552,down
EPAS1,-2.79304702449228,-14.8335057838953,2.56966961789302e-16,3.80895119270415e-14,27.1827675134343,down
FOLR3,-5.42136430533224,-14.8030964063824,2.72883132295594e-16,3.99942424456598e-14,27.1230289066646,down
CLEC14A,-2.38900153447444,-14.7581576010763,2.9827660663306e-16,4.32302228546848e-14,27.0345705534997,down
NPR1,-3.23747711817707,-14.7118077275345,3.2701412466862e-16,4.68744202437086e-14,26.9431128259956,down
LPL,-3.57240269802975,-14.6829663810944,3.46314650268386e-16,4.91013945445742e-14,26.8860889752332,down
PDK4,-2.63330022517636,-14.6595918472257,3.62811613482151e-16,5.08872546909804e-14,26.8398095505555,down
CD300LG,-6.52510358174883,-14.6467651219002,3.72204532275882e-16,5.16493182873043e-14,26.8143893081695,down
CD52,-3.22961984622591,-14.5826095598945,4.23068631579318e-16,5.80434236951467e-14,26.6869833328943,down
CRYAB,-2.81172774935164,-14.5777711952367,4.27182511095836e-16,5.80434236951467e-14,26.6773571710738,down
HNF4G,3.97350003490005,14.5623275133551,4.4059019108147e-16,5.92480252831619e-14,26.6466145773521,up
MS4A7,-2.86116135996308,-14.5388628488917,4.61792492643079e-16,6.12237818281303e-14,26.5998566638003,down
MASP1,-3.77341908885033,-14.535763799707,4.64669917278818e-16,6.12237818281303e-14,26.5936768232144,down
CLIC5,-4.54560299095421,-14.5026578581588,4.96580078698246e-16,6.47739054653992e-14,26.5275960953153,down
ACADL,-4.18698469494604,-14.4730816360894,5.26986502152508e-16,6.80595240997754e-14,26.4684618547163,down
HTR3C,-6.00010726010635,-14.4625244496143,5.38296749062332e-16,6.88386548506771e-14,26.4473313216735,down
HPS5,-1.40295817134387,-14.4479240750288,5.54350041148629e-16,7.02033197742011e-14,26.4180885554111,down
HEATR1,1.33771195109476,14.3620356222592,6.5925187382709e-16,8.26853984826978e-14,26.2456011140472,up
MSR1,-3.16448686324889,-14.2615647457505,8.08192970606147e-16,1.00400658177015e-13,26.0428181795321,down
BTNL9,-3.9374947119255,-14.2309745359924,8.60080916894489e-16,1.05051815572122e-13,25.9808598041615,down
COX7A1,-2.31080705348873,-14.2300275805258,8.61740590786343e-16,1.05051815572122e-13,25.978940186465,down
ARHGEF15,-2.64633422477594,-14.1873218547024,9.40104758200803e-16,1.13177300040938e-13,25.8922678469828,down
SDPR,-3.52610282353602,-14.18438918207,9.45747140789808e-16,1.13177300040938e-13,25.8863086145304,down
NMUR1,-3.03892286755212,-14.1455275030647,1.02387985506107e-15,1.21413534812878e-13,25.807252369793,down
FGD5,-2.35244538349086,-14.0680786612868,1.19993463797413e-15,1.41008535294906e-13,25.6492046730121,down
PNPLA6,-1.73854925921638,-14.0391703561076,1.27335100716187e-15,1.48299915512673e-13,25.5900432372213,down
TGM1,-3.35909611177405,-14.0333152612862,1.28877292260124e-15,1.48767734534606e-13,25.5780494450662,down
ITM2A,-2.70564327125707,-13.9459360855688,1.54307651650465e-15,1.76560439309532e-13,25.3986083224066,down
COX4I2,-2.89944876525759,-13.8838592482673,1.7545433983972e-15,1.99010992075591e-13,25.2706130989092,down
SGCG,-4.79420723659779,-13.8737414703346,1.79172719150326e-15,2.01476633499728e-13,25.2497107399405,down
FGR,-2.68109563169084,-13.8692631689939,1.80844226972314e-15,2.01618127916825e-13,25.2404553523765,down
DOK2,-2.66831848516582,-13.855056578502,1.86253308029949e-15,2.05888826266326e-13,25.2110795132222,down
FAM83A,6.52138389953835,13.7957352861167,2.10693055090998e-15,2.30367561720839e-13,25.0881733191665,up
JPH4,-3.03217163729054,-13.7915716935683,2.1252724526852e-15,2.30367561720839e-13,25.0795320758275,down
MME,-3.95123940274599,-13.7889383336584,2.13695760259288e-15,2.30367561720839e-13,25.0740657184346,down
SLC7A7,-2.24776698877708,-13.75420069397,2.29741073536398e-15,2.45634636328588e-13,25.0018840418665,down
CYYR1,-2.2955418635673,-13.6714410038016,2.73133817165055e-15,2.89655082203331e-13,24.8293693140095,down
MMRN2,-2.08201616156482,-13.6548769986679,2.82782365613653e-15,2.97468804601975e-13,24.7947482908314,down
FCN3,-5.97165717075433,-13.6407912436405,2.91261823160739e-15,3.03937537704695e-13,24.7652827005517,down
PLCL1,-1.75296144695193,-13.5720589839304,3.36533530762157e-15,3.48392331369966e-13,24.6211805922467,down
FAM46B,-3.06872374779535,-13.5146822070451,3.79819936591984e-15,3.90107972669751e-13,24.5004741347071,down
IGSF9,3.97397500939227,13.5026387995879,3.89607862777149e-15,3.97034762661339e-13,24.4750900594775,up
HBB,-4.58513723774806,-13.4939823505001,3.9680245700886e-15,4.01231879784773e-13,24.4568344781751,down
MYO7A,2.11585620263677,13.4451631585962,4.40004597561155e-15,4.41493843891362e-13,24.3537189494552,up
EPHA10,3.71070940024164,13.4409308327378,4.4397000773387e-15,4.42072120677908e-13,24.3447665811681,up
LTBP4,-2.41106147052602,-13.4231823978165,4.61001917661895e-15,4.53906824396747e-13,24.3072020348723,down
CYP1A2,-5.44899062862117,-13.4213325879744,4.62815146004043e-15,4.53906824396747e-13,24.3032848298263,down
B3GNT3,4.25464746348664,13.4011838273043,4.83045185956593e-15,4.70212045195358e-13,24.2605917898145,up
MUSTN1,-2.36343216735488,-13.3431193743964,5.46563547190846e-15,5.281018451524e-13,24.1372977324916,down
DDO,-2.43425362099598,-13.3312897376776,5.60520318342929e-15,5.37604928857733e-13,24.112130928873,down
TNNC1,-5.64464402811389,-13.3126679819459,5.83234433155089e-15,5.5530729533394e-13,24.0724815078927,down
PRKCE,-1.92559472501569,-13.3060600388512,5.91519382474451e-15,5.59114407608459e-13,24.0584022278807,down
PKNOX2,-2.69088450093972,-13.2172084319813,7.1538952418433e-15,6.70916961832001e-13,23.8685972399302,down
WFS1,-1.91087524111613,-13.21415610645,7.20088735483595e-15,6.70916961832001e-13,23.8620605349053,down
