,logFC,logCPM,LR,PValue,FDR,direction
KANK3,-3.29897544180027,4.95181267053187,508.196149447431,1.5656051634985e-112,2.04217537526744e-108,down
RTKN2,-4.93947885515932,7.56269303568033,407.721933968365,1.14817019082661e-90,7.48836598457112e-87,down
SPOCK2,-4.15673775118353,8.65209218356319,381.434967806142,6.06104816026698e-85,2.63534374008408e-81,down
STX11,-3.72823621497196,5.70884132199905,355.450731467039,2.75544271183776e-79,8.98549868330294e-76,down
TEK,-3.53389277390061,5.92511162523025,353.421374908472,7.6224914350796e-79,1.98855556558357e-75,down
GYPC,-2.08625846159357,5.31640779297053,344.193048293143,7.79319391549006e-77,1.69424035722754e-73,down
EDNRB,-3.90418886758146,6.94206024649383,340.580397640064,4.76947564108383e-76,8.88757718032821e-73,down
MFNG,-2.18316190928104,5.01653909371805,330.693866915421,6.78676312699362e-74,1.10658172785631e-70,down
SH2D3C,-2.6949577999998,6.26254974652064,314.889738622497,1.87955244402309e-70,2.60482127981794e-67,down
GRK5,-2.92584260964642,6.04365725252349,314.768945472116,1.99694976986963e-70,2.60482127981794e-67,down
USHBP1,-2.93669367521069,2.95711061951279,312.532868124778,6.13004327735891e-70,7.26911677362451e-67,down
PRX,-3.7692650050992,6.90031343056789,311.58547437222,9.85922023838962e-70,1.07169723991295e-66,down
CAV1,-4.24416921533418,9.87654240992211,303.150819806773,6.78149739217312e-68,6.8044501525774e-65,down
S1PR1,-2.90373315583014,6.66645548047421,300.138304468911,3.07354451606233e-67,2.86366533339407e-64,down
NCKAP5,-4.34860054227905,5.15577428383702,295.776886906672,2.74073411918449e-66,2.23446778005576e-63,down
ADPRH,-1.84752852145975,5.20345237594227,295.776811713069,2.74083751003466e-66,2.23446778005576e-63,down
RAMP3,-3.90064035291648,6.36689488757593,294.715685461882,4.66744451541225e-66,3.58130272111985e-63,down
CALCRL,-3.10884567371802,7.12262629374965,292.877487558758,1.17378431493421e-65,8.50602366888993e-63,down
ACVRL1,-2.83916052381387,6.93997635417809,290.245645103099,4.39574557576062e-65,3.01779501527481e-62,down
CLEC3B,-4.96910412395522,7.34408076074814,289.739366498608,5.66690695715042e-65,3.6959567174535e-62,down
CDH5,-2.74486466020567,7.31879740252504,287.316759883383,1.91081777512728e-64,1.18689081232192e-61,down
ROBO4,-3.10074844647035,6.56712993019928,287.134036173067,2.09427842536482e-64,1.24171671729358e-61,down
KL,-3.13709105402279,3.71168124139544,285.177901811943,5.58827543259476e-64,3.16928107577244e-61,down
ACTN2,-3.78352429147301,1.38874766900969,284.969047721376,6.2056586773926e-64,3.37277549116288e-61,down
EMCN,-3.15909072373148,5.71522776061997,279.307994904776,1.06266577042986e-62,5.54456492379482e-60,down
MYCT1,-2.5586138250953,4.66881779480972,270.451681141296,9.04622981233795e-61,4.53842391046678e-58,down
GLIPR2,-2.62602118342639,6.56669759128386,265.888887521375,8.93168411010038e-60,4.31499583452405e-57,down
JAM2,-2.64896354803513,4.03449303142354,262.426362580037,5.07734064134446e-59,2.36531540448918e-56,down
TIE1,-2.29641311472729,5.84495818768754,259.306726954953,2.43015441603464e-58,1.09306669664675e-55,down
AGER,-7.1952542167837,10.2421240406331,256.095635917048,1.21786353888318e-57,5.29527066706408e-55,down
GIMAP8,-2.81462236377685,6.01288034966289,253.768054950599,3.91736256778918e-57,1.64832507529813e-54,down
RAMP2,-3.34693459291638,5.83019629949412,253.585411165055,4.29348052480821e-57,1.75012999892495e-54,down
LIMS2,-3.36605391854754,6.59363817824759,252.758321218539,6.50299922069656e-57,2.57045823741715e-54,down
ADRB2,-3.61617757148649,4.81413986660321,252.333913823788,8.04701260487342e-57,3.08721271817556e-54,down
