genes modules
1253 CD8A M1
1254 LOC399959 M3
1255 SEMA3A M1
1256 RERG M1
1257 FAM189A2 M1
1258 DNM1 M3
1259 IRF4 M2
1260 KIF14 M1
1261 GTSE1 M1
1262 ALDH3B2 M1
1263 ZBTB7C M1
1264 FBXL16 M1
1265 SCN1B Not.Correlated
1266 CRISPLD1 Not.Correlated
1267 FMO3 M1
1268 COL7A1 M1
1269 CNN1 M1
1270 GSTO2 Not.Correlated
1271 STYK1 M1
1272 CILP2 M3
