,logFC_edgeRTCGA,FDR_edgeRTCGA,logFC_edgeR,FDR_edgeR,logFC_limma,FDR_limma
FAM3D,2.5355586528098,0.000305790208855864,-2.69281655756898,0.000265618451717737,-1.73205847617728,0.0346964751193568
FAM60A,1.21794660692635,8.9216584869062e-08,0.916238923591425,1.39610264556118e-07,0.949060383618868,1.24093802013312e-05
FAM83G,1.0609670945227,0.000847354586830683,0.619578614660159,0.0435976203261222,0.626288206007177,0.0477927979958269
FANCL,1.09034983045296,4.80779372299188e-08,0.961847329225926,8.63321981614703e-08,0.963934638736492,5.8004744454583e-06
FASTKD3,1.0263383596773,2.4536037343287e-07,0.915074945133634,1.02009000534887e-08,0.914261588112501,1.18836857002492e-06
FAT2,2.93070881441025,7.40709840731566e-08,1.4099980532405,0.0338388509962988,1.44354371620045,0.0284077299308324
FBLIM1,1.26325504407835,6.28305996506521e-08,0.958844281810291,2.59942835166098e-05,0.984073037138292,0.000191156761748796
FBN2,1.32219418400414,0.00350437136398891,0.871673620218785,0.00991720767480153,0.924416779499805,0.0157381733438415
FBXL13,1.88837144063627,2.46151496528258e-05,0.552941448594837,0.376384269356825,0.565227319991391,0.325595224986503
FBXO5,1.00151745082246,3.27564675524395e-05,0.719279116736692,0.00200490159451343,0.755184355423803,0.00216289106651243
FCGBP,2.51440291653977,5.56656963655584e-07,0.568814168569589,0.209888652982264,0.790579587357941,0.0920979620930319
FER,1.12794993879046,0.000223551952291685,0.366969324612215,0.220049575937899,0.369767561166163,0.210959791199538
FER1L6,7.68239250340846,7.27821688765395e-09,0.210041471626541,0.833431798877605,0.52512696315106,0.558721007787921
FGA,3.79940278436201,7.81058701983942e-06,-1.06892026765966,0.180365466185657,-0.422577691455534,0.631181092232371
FGD1,1.0220295364204,2.03357159177999e-05,0.680379645097802,0.00736472423711976,0.711131633913987,0.0075924133524304
FGD6,1.16323684458035,3.67672750796405e-08,0.912102597690765,6.88027259810999e-06,0.909024445985714,8.91295978578729e-05
FGFBP1,1.33550931729917,0.00684459420264691,0.110137941699168,0.856880316031888,-0.00934369437787375,0.988747973863408
FGFRL1,1.0860852461892,1.01391648891626e-05,0.749377974513762,0.00152610525582703,0.715105861952726,0.00489106127575908
FHOD3,1.13967542762358,0.00226540036422294,0.645189797770399,0.130349100221711,0.6692208775152,0.128439482142058
FKBP10,1.41016838151243,4.89156672123996e-06,0.824977716896315,0.00444487685234572,0.937533332261371,0.00421870517596552
FKBP4,1.07131905792834,1.61343354140533e-07,0.91342118371493,2.65703844018518e-07,0.943866099215744,1.16633082200048e-05
FKBP9L,1.44508030859994,0.000174820492709995,0.172615683630664,0.567576938902781,0.274573203767795,0.385400356231766
FMN1,2.23622305392401,3.33729335598489e-08,0.730826416656538,0.0511713449255401,0.846299328810839,0.0341532907284781
FOXL1,1.67134519541651,1.12046342390054e-05,0.422593966028274,0.300869039205926,0.513733217780254,0.2113412092169
FOXQ1,2.73433610459809,5.10155220835259e-09,1.04173382598746,0.039153002053849,0.98656044255656,0.0578774354142905
FOXRED2,1.35674118645525,1.634006465721e-07,0.924471465133689,0.000124957176785776,0.992218792414455,0.000345787865135675
FSCN2,1.03692554504949,0.00127643280978915,0.568166601766288,0.0799589851684189,0.456741783972567,0.21838626309123
FSTL4,2.30454922531216,4.90510126197818e-06,0.22772955516774,0.704842858391183,0.391609691333782,0.503706171064492
FURIN,1.13204752524877,0.000239310900102107,0.34780608552381,0.172592263809915,0.431360491788292,0.113283835272183
FUT4,1.04404026206936,9.73607731182203e-05,0.325653461028739,0.110139353592196,0.387330258619122,0.0689377562080012
FZD10,2.57923742690922,3.76751561101591e-05,-0.442731710581628,0.382719128107545,-0.308008767948754,0.595226957787665
FZD9,3.78959473180803,1.5016251527282e-09,1.32058409757986,0.0483056853599835,1.56104537594297,0.0188718844028235
GABPB2,1.14524886777774,1.52686980121496e-08,0.902268434869537,1.98583216674921e-06,0.89173179483039,1.63903364167159e-05
GABRP,5.10244350540318,3.33934205210252e-10,-0.743218983937347,0.235818624962891,0.13993594878202,0.860600065279854
GALE,1.06768786426755,7.17349816339162e-07,0.839773313627526,6.48887635178754e-05,0.828230643936068,0.000506902600845962
GARS,1.05476592672396,3.2594202227413e-09,0.916537123756009,2.86200291054142e-12,0.92551631090517,8.73582142152822e-08
GAS2,1.26857423625101,0.00110806903149049,-0.00699685348095322,0.982808932123474,-0.0108325241301501,0.981681402651486
GATM,1.34476138863244,2.45602649886296e-05,0.352875981543896,0.273143014495763,0.410574185478978,0.20569578265072
GCLM,1.14636518308809,1.50745172976929e-06,0.855380266582053,0.000261201576268743,0.890798313028193,0.000598343747210691
GDF15,1.65308932962453,5.0123185153058e-06,0.863015955368142,0.0297223761955211,1.02683114486775,0.0159451175122541
GINS3,1.0042003018327,3.54070198940295e-05,0.785969163718746,0.000434187964872885,0.841445533788267,0.000579093339576151
GIPR,1.54727128468264,0.000623517832258851,0.317716449795185,0.553674764316392,0.207495073846718,0.722534569754457
GJB1,1.7814751215939,0.000576319054384318,0.214441519886869,0.820815457488464,-0.674938344088308,0.453144414621365
GLI2,1.13735484623606,0.000125723071177836,0.502709805405087,0.0821883902266941,0.474308023452076,0.0935712363005382
GNAL,1.04931895238386,0.000825334060766025,0.41351047136054,0.212327592101559,0.420605854002436,0.207947976349671
GNL3L,1.09350119793907,1.60071238092899e-11,0.992228387462859,1.6781781295482e-14,0.997533418491525,8.55702324159781e-09
GOLGA3,1.04792960097167,9.04014316870357e-07,0.739986807353462,4.27226639877575e-05,0.740878920096525,0.000252069233781274
GON4L,1.03458574061739,1.50192187576445e-09,0.96067360691443,3.36895759042066e-11,0.966883005588311,1.94218320388194e-07
GPC6,1.47294585619897,0.000395689292014084,0.322201068412405,0.462272979795517,0.504636090249137,0.25339057644408
GPR125,1.02002688200447,2.73946317753075e-09,0.91580960995356,2.72642382076497e-09,0.93413402118884,1.06281623286434e-06
GPR132,1.16950100373149,0.000308985143899837,0.56099188745116,0.0564484182754493,0.566349221809149,0.0614927483221664
GPR157,1.03679912734429,0.00158013558678514,0.265932115328918,0.365849038288753,0.302419378970364,0.276020022465648
GPR171,1.48920048738704,0.000983277180034023,0.0518346873986422,0.891447116629216,0.147240021157607,0.685330737825711
GPR39,1.06637805983793,0.000152591589103209,0.644307739811935,0.0394564621045203,0.516372959815663,0.135809378250701
GPR56,1.30324606793376,1.02850469290284e-06,0.896388646785526,0.000159818007711358,0.891663428510483,0.000908192368291651
GPR98,1.177767109897,0.00801629198143053,-0.718688090463531,0.0887352870649088,-0.617115511885709,0.161922266434982
GPRC5B,1.31038533541163,0.000215104428123671,0.296713904135278,0.365265644784344,0.373830266183983,0.255807289635859
GRAMD1B,3.29224841523216,6.95650406273075e-10,0.860756156333404,0.0297227956560171,1.06062349381293,0.0149025379627012
GRB14,1.33488676342734,0.000285659136190775,0.679002219122518,0.097731877974566,0.761202113255262,0.0603567441407098
GRIN2A,2.92559901585347,7.66580973686552e-07,-0.113573163913698,0.847494605035118,0.0917073417834217,0.889694822240493
GRIN2C,1.96165596934929,2.07491583829185e-05,0.145390471812938,0.772007119158166,0.237735219457567,0.611970857076583
GSR,1.2172838912954,1.14130922467912e-06,0.768673273118679,0.000708476812382044,0.773956464097245,0.00172717828409127
GSTO2,1.0296854756393,0.00149912272849239,0.455954359954043,0.189363031940147,0.459957532481088,0.190149948529058
GXYLT2,1.9494030061804,7.94794641897771e-08,0.997581822359492,0.00371413925281131,0.994255608553936,0.00525996363080398
H2AFY2,1.20598740335356,2.17389943106582e-05,0.760282800821691,0.00269033532506317,0.776192150068375,0.00424225549094359
HABP2,1.89130167705791,0.000259185521990012,0.976199690062429,0.13752347703046,1.15105915539435,0.0847392676230321
HAP1,3.07771404562777,6.48306330860439e-07,0.314089078014768,0.471137425490443,0.407277450139643,0.331074151415512
HDAC9,1.00633155714778,0.00030985434072748,0.529476209702624,0.0687299599967612,0.483629111823768,0.0975811338287598
HEPACAM2,5.33338428632135,4.63779429199344e-08,-0.119933834571158,0.875553345877114,0.328761372537989,0.674485978956642
HIATL2,1.33757251744848,3.78997721417616e-05,0.581941794481412,0.0848937108384081,0.559023194498836,0.0789337231132261
HIST3H2A,1.98914935643927,6.8829491388069e-07,1.37606409770435,0.019721034500381,0.908985736974843,0.139431611964567
HLTF,1.09366263865851,2.89176456801143e-07,0.859932427836688,4.97374138793131e-06,0.900826854201407,4.74788428791019e-05
HMBOX1,1.52685030577168,2.08281896633218e-05,0.337200223473325,0.331326700531907,0.414494636969684,0.234726759291013
HNF4A,4.45031128034765,1.91481912968619e-06,-0.0384209620215549,0.932076475710276,0.239413727842479,0.802565670597032
HOXB2,1.81299254498426,3.51113583971133e-07,0.698754719919947,0.0561502565169439,0.779764026060913,0.0373821468960865
HOXB3,1.74698842612098,1.03640599382507e-07,0.955254513633002,0.0136687380373151,0.937051062764175,0.019457789152157
HOXB6,1.01599812152552,0.00439737486356249,-0.00310927214515994,0.99265838333697,0.0782666536984458,0.840476733525959
HOXB8,4.26209071194489,3.2324276237996e-08,0.80826737203336,0.339329501457771,0.98500408002894,0.151720322769105
HOXD1,1.4404052709012,0.000477846171821741,0.213983064861309,0.687270310688805,0.177907970773937,0.75425043171819
HR,1.15508044497967,0.00182999778955762,0.0344169897279036,0.93694408454729,0.0405701726227954,0.920934470268395
HRNR,3.32161118495058,2.75697968754276e-08,0.874036281437438,0.18435042301998,0.863590711839904,0.180155114078596
HS3ST3A1,1.51746828413757,5.96906964548936e-05,0.573782126195786,0.0978258109937169,0.527421682456477,0.156382701660832
HSD17B2,2.10262937799142,0.000166651591081885,-0.572260423318293,0.445430546990776,-0.636589041882079,0.362958440096281
HSPA6,1.90709279339682,1.18286574080723e-05,0.550633560962415,0.121889536159594,0.717867639645243,0.0632857436155693
HSPA7,1.99613169997744,2.90411873410631e-06,0.757584391000426,0.0357124579823509,0.798012712595073,0.0365663094372096
HTR1D,2.45731176187706,6.54436674824098e-05,0.57046738706548,0.562417758072029,1.10973597921922,0.175098058266221
HTR2B,1.86561461816755,6.54845786741227e-06,0.557323621183521,0.198844122413699,0.65770183489425,0.12853262787122
HTR2C,4.45682621200817,0.00822410245661395,-0.239587560590945,0.763236669137611,0.641236847413383,0.405007851963096
IDE,1.10894773128276,3.79780153053156e-11,0.990109446882146,1.97343414468443e-12,0.990117974751203,4.14402716820731e-08
IGF2,1.69770652880823,0.000647885533339828,-0.374016280607274,0.49187487609552,-0.225215270645021,0.685859588190468
IGFALS,1.65400265464887,0.00398254388289609,-2.06960504008871,3.8180462434742e-06,-1.85274795301313,0.000621910998437749
IGFBP5,1.14689179102435,0.000530663434795562,0.477802120848951,0.132448859694166,0.544041280307789,0.109771196967734
IKZF3,1.50233340162781,5.06892376653406e-05,0.938567570521762,0.00239744059620579,0.903701781785486,0.0075890870566429
IL22RA1,2.8111484561071,1.27598556031644e-07,0.741960076659057,0.148150174994074,0.716687925731153,0.190168559247254
INHBB,1.10178313896499,0.000795644638122969,0.948718429182705,0.00185261204979887,0.991443719083095,0.00310744964898436
INSM1,5.14993872729818,2.93130316983554e-08,0.659151632539076,0.279249072926823,0.868301374270227,0.142080816821523
INTS7,1.04076145354429,2.13904588913319e-08,0.929291364907977,6.59803942425409e-10,0.941381619140318,5.57489385316122e-07
INTS8,1.03362790032419,4.52204983917918e-12,0.966269214669071,1.83798916400415e-14,0.975021477577839,9.83569087988901e-09
IPCEF1,2.04732113476297,1.27784714773968e-07,0.728488735203969,0.0414571872242269,0.914015999397646,0.0165226414704694
IRAK2,1.00139097136853,0.000991335208628932,0.864215708768017,0.00915933593308052,0.820288664035778,0.0207527539634833
IRF6,1.10081112892679,1.03750487380365e-06,0.868106727474999,5.12829078125511e-06,0.836749513018567,0.000153187462958489
IRF7,1.01308272370877,3.61721551683967e-07,0.809365141518052,7.09714412875549e-08,0.81479950163494,6.17673128050591e-06
IRX5,1.03490138102968,0.00402091368919749,0.562309612249177,0.220869101038221,0.290193001804594,0.578767149023596
ISLR2,1.74254651521271,0.000417531636439238,0.0696333432751056,0.872504769964727,0.175832616838506,0.692405336520071
ISM1,1.1747901235998,0.000434641553911248,0.40346159559634,0.310402937506041,0.436110494910084,0.276407784716412
ITGB8,1.97961633248179,1.6498003725131e-07,0.852941253089807,0.0691182067911399,0.828167462997574,0.0770266715308821
ITM2C,1.09383539384987,1.68258043707629e-07,0.930223488378417,8.10194822121053e-06,0.88273966053127,0.000247445338640322
IVL,4.60222075850385,4.05941598714687e-07,1.25880264004465,0.138658825566387,1.38647231569451,0.0646427194917307
IYD,2.37387427832593,2.23105526276085e-06,0.0241389552999923,0.971551493306053,-0.0598994154735166,0.931490493702452
KAZALD1,1.12625851383169,2.76253021463603e-06,0.762949065840049,0.00156141445056076,0.778552583241039,0.0019907746757488
KBTBD11,1.06735291849697,0.000691541980401479,0.308044515082487,0.293108985630189,0.331627924869136,0.254297874849589
KCND3,1.31872521680121,0.00070503810028669,0.0417858701322286,0.935500097955659,0.00642193597249663,0.989239287663611
KCNH2,1.84022737236886,5.51211820126298e-05,0.0436850176269136,0.927244280474785,0.205380575350093,0.67082897742312
KCP,2.96812741951737,4.03251861646905e-08,0.68280264764315,0.13395060201925,0.764708275774695,0.121035866763871
KIAA0754,1.35475530041645,0.00136251117140912,-0.0195944923279352,0.966664781392755,0.00945530062223909,0.984705854030987
KIAA0895L,1.18178118001511,3.60675081907884e-06,0.824461143176676,0.000578885674845938,0.828781681550492,0.00114702216372387
KIAA1324,1.38702026650244,0.00417421950141322,-0.588644964465158,0.253958615096949,-0.377402119165478,0.475424318615295
KIAA1549,1.13416578764113,3.85163257732573e-05,0.789840092374772,0.0061969651736115,0.798280229137046,0.0108764096636211
KIAA1731,1.09724173473135,1.29520423091125e-08,0.998719493509971,3.54499673589544e-09,0.994419812943249,1.05145973638128e-06
KIAA1919,1.18955590780808,1.07376509098116e-07,0.764825310037114,0.000561037794404317,0.777782660400791,0.000642251368363572
KIAA1958,1.29876094697962,1.93894594306297e-06,0.834814874012343,0.0028058499701715,0.853628219227815,0.00273503121997254
KIAA2022,1.45724714626405,0.000178585157403532,0.137187223417946,0.73949822170213,0.20838050517407,0.614308827903553
KIF12,1.21457265112507,0.000833518123046569,0.306596842850834,0.501646710041399,0.122759663470277,0.805292813549569
KIF22,1.02953248374608,7.44678403686296e-08,0.880045634390433,1.49716489775473e-08,0.907943484090036,1.86486323013584e-06
KIF2A,1.05879862575548,5.45328004241924e-09,0.886005305715169,2.58174734851207e-08,0.895742306560479,2.90170029248736e-06
KIF3C,1.19666835455708,7.42677417946622e-05,0.612279240220325,0.0411400726211578,0.737033703482978,0.0192245256569998
KIF5C,1.54923949239961,0.000118908892830998,0.218588633518097,0.526717070857293,0.365608938433768,0.28801154642878
KIF7,1.02183270003956,0.000214526589673872,0.587548922986994,0.047583969307288,0.617360334590618,0.0424758511554981
KLHDC7A,1.27729082193328,0.000243458839291186,0.385104799793215,0.287950487334386,0.382243627882149,0.301098570368478
KLHL35,1.2846139658199,0.000183804669426749,0.653896437897848,0.0811755241598947,0.493212687924507,0.288051227821574
KLK12,5.26241885919591,5.0731277646388e-06,-0.797527695497395,0.415465757833781,-0.0661079300716425,0.94647140817282
KLK14,2.93642571797688,0.00277241190141024,-2.7850385878086,9.61732785023873e-06,-1.90106867830289,0.0086062833652901
KRT19,1.13400235229697,1.1771123846649e-05,0.630772412877534,0.00545298099560691,0.672871589384274,0.0059562594944157
KRT23,2.3143503273532,0.000643199053347428,0.178418622456873,0.854211097628534,-0.0174796522592412,0.983202970726629
KRT5,2.93672238454994,0.000349811832198498,-1.33225349277544,0.0904613383782136,-1.03043296894981,0.269682024788198
KRTCAP2,1.11483108932884,3.76751561101591e-05,0.891591290500866,0.00034827034908589,0.848263114757442,0.00400883294522682
L1CAM,2.64754493093173,6.22653781748474e-06,0.184830696095808,0.730979842442453,0.41124969742775,0.447181460114794
LAMA1,1.7693997088806,0.000198991436200674,0.21054409895568,0.664583226254777,0.476495082570948,0.352465250535387
LANCL3,1.17912057388574,0.00138531459287313,0.239567995809753,0.658196003233437,-0.0629840363120058,0.910230574783548
LCN2,3.10629762823775,9.02920644800483e-09,1.27843041248392,0.0446892254844689,1.44273190177648,0.0297972464808136
LECT1,4.08501234427088,0.00152334916145565,0.379771076050211,0.799845625948572,0.530231313240924,0.46732874784451
LEPREL2,1.09501859464072,1.19464785081553e-05,0.72689186503521,0.00229705043404431,0.769560478152816,0.00345049262066256
LFNG,1.68926632724893,4.05691751004658e-07,0.543569941550132,0.0569602705396025,0.60693126458065,0.0448407297278472
LGALS4,4.19083296852176,1.39568758443247e-08,-0.912634373043493,0.228677006536628,-0.233230437863382,0.772944979867082
LGALS9B,4.21404685625961,7.22537542386846e-06,0.649390604935769,0.600087898831579,1.01866448559893,0.221609901901496
LGR5,1.47647511170374,0.00421456661784643,-0.251080210567254,0.732911209008402,-0.202787193874587,0.774865662040267
LHFPL4,4.10344582419461,3.12484999151278e-09,1.11508052716937,0.285729263840656,1.36182509705073,0.0834105064057178
LIG1,1.0145136280533,1.99756738488428e-10,0.925170119882751,1.27169876247708e-11,0.934633261634597,6.87776767615078e-08
LIPF,10.219757868404,1.73603308253479e-05,1.06793328931395,0.113968809513402,0.778740289390173,0.161923109585821
LMBRD2,1.12052661124341,7.2244722035802e-07,0.731936484665644,0.001056622543013,0.74226010949839,0.00138057346041557
LNPEP,1.19320782277936,0.00012967239070742,0.298192184222503,0.323847874396938,0.32838036243366,0.284223342011551
LPAR2,1.00952108848318,7.84993875599795e-10,0.958680791352037,7.59194547271818e-11,0.936954164727838,2.91603124021258e-07
LPAR5,1.10691763153998,7.74868492349115e-05,0.495904945731398,0.0684014430791035,0.494738582313225,0.0707411657724208
LRFN4,1.15403121065004,7.94035048986794e-06,0.816663432070539,0.000475412207414432,0.853268301737503,0.00108682525024494
LRIG3,1.49411315790681,5.84595737803409e-08,0.852270360317668,0.000714660574904995,0.885171148652961,0.00134332019356489
LRP5L,1.36324945254804,9.58370715869055e-07,0.910462941022056,0.00138645630672939,0.895203733558893,0.00195647966725699
LRRC31,2.18774691835513,5.79974199333843e-05,-0.352387693631564,0.627817663052556,-0.277935710619153,0.705127676276642
LRRC66,4.05620490929116,1.68281202527476e-09,0.761154573155654,0.213126100810438,1.03720810279304,0.0931478826460578
LRRN1,1.21929963362207,0.000332787050453155,0.468831842858379,0.200909782529763,0.523111291285181,0.146551408667507
LRRTM2,2.4615265007553,5.02393280929473e-05,-0.908562552784273,0.11588235601457,-0.847697234686803,0.162003913942888
LTF,1.41430479099784,0.00433908080840539,0.595204778187776,0.348841636655206,0.485371417339353,0.460320435865767
LYPD6,1.33333226712733,0.00527536600810341,-0.459722888206734,0.505861146509484,-0.244497763511814,0.722298107351217
LYPD6B,2.59438284989731,1.69920150483608e-06,0.161739772588935,0.781625440011549,0.359944388801877,0.547276807248387
MACC1,1.63750616086245,3.01963370979916e-08,0.831154319926548,0.000516128546443957,0.882986059326719,0.00127330803984212
MAGED1,1.02093223292134,1.11865980891796e-11,0.97677039488577,1.61113472252156e-11,0.967516725065085,2.07762651142501e-07
MALAT1,4.44899057373825,3.77310631489855e-12,0.558242514229471,0.365265644784344,1.07346553511081,0.122129630854108
MAMDC4,2.08912237646744,2.25647022084078e-07,0.895335216774757,0.00297211645021641,0.934575465685744,0.00345484898539929
MAN2A1,1.19798337219403,8.70119370217529e-08,0.880336687784581,1.01674799923755e-05,0.878418560348937,0.000118840878509065
MAP1B,1.76575135611276,4.37149750786841e-06,0.719197690694877,0.0313494867878783,0.817834748281128,0.023407756734494
MAP2K6,1.06970444908433,0.000336529459918376,0.562855503901434,0.0923032948400822,0.609584303805318,0.0778712690729077
MAP3K9,1.18228779327926,2.64282787731918e-06,0.847799998295284,0.00014771873206284,0.841851667654587,0.000498202164354922
MAPK8IP2,1.47566589472697,0.00104702206686803,0.0839394118958309,0.880452359526859,-0.104406420181856,0.870054639192378
MAPK8IP3,1.12459488489759,7.80233580486919e-05,0.651136178002682,0.0308945785111208,0.715817027998249,0.0221095418046007
MARK1,1.21965542576129,0.00021700972005134,0.454793496557967,0.192081040094295,0.497614955983678,0.162971632196024
MASP2,1.25471083969286,0.00538970925394524,-0.47732043619276,0.325917505767254,-0.40917319485986,0.381533364776517
MCF2L,1.08881115164059,0.000505464506913319,0.425586874785196,0.0909152853463362,0.466316895984198,0.0737323860636631
MCM9,1.04643288149739,5.41780201484482e-06,0.715655556569441,0.00143504394775259,0.701323627726348,0.00157337248533667
MDM2,1.44462640937776,9.4064556483701e-07,0.613783359278381,0.0150326264517245,0.705786646234361,0.0107247043589506
MDM4,1.04406817303568,3.64939019397165e-05,0.661425694007788,0.00712418029162491,0.629330640538816,0.0136540458088704
MEG3,2.89935219487233,3.02096048528132e-07,0.797160504589597,0.128797630415776,0.759458099829635,0.172429530039124
MET,1.17817347250216,6.24261573038914e-06,0.732793975450283,0.00735867665883728,0.720823587714301,0.014553812156256
MEX3D,1.02326901682248,3.35040905454531e-07,0.870443804368849,1.98036365469559e-06,0.871015566029727,6.13035347208178e-05
MFSD4,1.82221997422519,1.83055578681863e-07,0.662273418882866,0.103138253921461,0.676006593652908,0.0908404683023212
MGAT5,1.29876329534582,1.19332602970993e-05,0.614294104457136,0.0180050644737236,0.599363088304832,0.0256390907245811
MIA,7.05863737528965,2.63986873752889e-12,1.06015837371802,0.110039321747615,1.39032993607198,0.0409518667683709
MIAT,2.66195611018697,8.49881524954195e-07,0.748409878734087,0.086540038212028,0.847683894999522,0.0758596779394745
MICAL3,1.06548261408912,0.000110200947391163,0.687724936870557,0.0185156311415239,0.615178689973362,0.0452483344931898
MMP10,4.04277809646258,2.30680501459001e-06,1.48244588739986,0.135254394805287,1.63671415593628,0.0376237236014795
MMP14,1.1047079522069,2.65042818711914e-06,0.797520735976258,0.000125263374117282,0.815481689340397,0.000510988624679831
MPV17L,1.82121977508261,2.08348431011417e-05,0.524390839595037,0.229109371223503,0.591215242161293,0.181505732093524
MRPL36,1.00421033514747,1.09636882505401e-05,0.915468508267657,2.91805231576886e-06,0.919610118402967,5.88346872721294e-05
MSH2,1.06602888422258,1.18406950015855e-07,0.889254813186177,3.30249920454329e-07,0.909616297214672,1.25537305074855e-05
MSH6,1.02154704731489,2.77008759858268e-08,0.856419626738256,3.16673458697857e-08,0.873398580132747,4.16594646236682e-06
MSLN,1.63923008658568,0.00499114069743914,-1.16321714442284,0.12473236042787,-1.41871731800434,0.0754535506425088
MSMP,5.02766778377746,1.14002999006329e-11,0.427115500120264,0.177280896861443,0.638208827219108,0.112727174093906
MST1,1.26894308570591,4.2307442352506e-06,0.912352499498304,0.000725797303924417,0.904914872467845,0.000995120207130653
MST1P2,1.44487165488144,5.18671136031454e-05,0.626497249740967,0.0899280559803008,0.690486386830234,0.0737921416177894
MST1R,1.62782522635513,4.67280885435868e-09,0.907114237565549,9.12126633069077e-06,0.956583842231481,6.7196623937732e-05
MST4,1.02410008959044,7.1622100998836e-07,0.79959110457911,1.37435565499313e-05,0.815542963385603,9.76917907435081e-05
MTMR11,1.26857995841213,1.88686908927275e-05,0.709859435955913,0.0214518222827077,0.770467076480239,0.0168610277534904
MUC12,2.91079282439281,1.79056635512817e-05,-1.11263775673225,0.0326869720293152,-1.02467381842163,0.0733895934670342
MUC16,3.45558125425341,3.47240182672883e-05,1.83016311400537,0.08799728232444,2.75758690352969,0.0149731458606224
MUC17,8.72356908391005,1.02639100934898e-05,1.58625437138284,0.0352097574588355,1.45765815605941,0.0409485893193277
MUC6,9.579602600655,1.32366782725775e-15,1.80540129123243,0.0489516646582507,2.31914817285655,0.0252568223730878
MYBL1,1.2044684011796,4.68305272435245e-05,0.752668453252655,0.00493834839884394,0.829339098472957,0.00373891323504922
MYO1A,2.34973031270413,0.000749694495700769,-1.91302708436098,0.000597273755596351,-1.4327935374043,0.0280369288643058
MYO1E,1.42262220911938,5.23113550108898e-09,0.965998067305429,4.19694146486995e-06,0.986950911398026,0.000107989161357807
MYSM1,1.51173373353715,1.77980984345622e-06,0.932793771337065,0.00246073650619099,0.977962193399177,0.00255961718991558
N4BP2,1.32410022073246,1.88707606163982e-08,0.904137192248133,2.96878659446403e-06,0.937226330679686,3.3516691399655e-05
NAA25,1.01702089236456,6.99050564668053e-11,0.914990824342877,1.38022611009294e-11,0.918172953355793,9.85806261955428e-08
NAV1,1.10778764736359,1.11832345954609e-05,0.881495181728999,0.000171729834150934,0.888311407958863,0.00100845814511176
NBEAL1,1.26724651675391,0.00135530713990426,-0.019590568673016,0.9592000993209,0.0688852654199961,0.863620975555734
NCAM1,1.65552147278249,0.000648919188011317,-0.683766952351603,0.0877168466332345,-0.474876473033496,0.301947979844852
NCOA2,1.03723389163121,3.66851261278649e-05,0.510294724439775,0.0230329814612164,0.532219780083672,0.0205802327995499
NCS1,1.05954302500132,6.0739282254615e-06,0.920880718737818,2.8165129168376e-05,0.964487902660902,0.000152104011066669
NEFH,3.52618016208325,5.05467577435701e-08,0.105146628891571,0.819307715124687,0.39304495877945,0.392676752742682
NEFL,3.43909645076948,1.78220017581099e-06,-0.287586147713785,0.719866890054512,0.159415561666275,0.848643088416928
NEK6,1.26058017485599,2.35818834251618e-08,0.961027859474174,3.69258442801997e-06,0.996514323203654,3.76011884787221e-05
NELL1,2.76526352056519,0.00446803413334994,1.49538361317249,0.214242442067186,1.65821173213562,0.067685462706027
NEU3,1.12867204657703,2.64457802328324e-06,0.781722189948653,0.000255142387218863,0.768256612254282,0.000519097457904608
NFATC4,1.00380683919082,4.43963337410595e-06,0.726987867231697,0.00026534640601183,0.751904471093201,0.00079915898206563
NFXL1,1.14000533890526,2.5377104971617e-11,0.999622497806845,3.8659504961563e-12,0.998792113916026,2.63575363083792e-08
NGFR,1.0251130433947,0.00493178720826317,-0.0456805868056997,0.901524985899409,0.0831458824423155,0.816006700191317
NIPSNAP1,1.05061621383604,9.07747421940788e-08,0.95174181333168,3.36966025747666e-10,0.970400116307113,5.44281564291619e-07
NLGN2,1.18413567947627,4.2822641811009e-05,0.758751858823409,0.0142763142233687,0.664301163254631,0.0571174217230925
NMNAT2,2.67542080120393,2.54458076824208e-09,0.98900034666258,0.0377368396824682,1.24380405304767,0.013966879142141
NNAT,3.72208810289002,1.65714798443262e-08,-0.205670745402261,0.684322665737122,-0.0283886245474816,0.958637561461158
NOG,1.50959237631649,0.000510948368226816,0.0106843413177855,0.98777838082094,0.0497221693544395,0.910946050546112
NOL3,1.18127858286362,2.47513129502763e-07,0.779176025874224,0.000283757050645654,0.775463968149184,0.000764026589125703
NOVA1,1.93160368112854,2.24261539756281e-05,0.341741025201415,0.475697821559512,0.420546143036197,0.375043268422896
NOX4,1.21349074575855,0.000259784202677242,0.963504187217207,0.00369694586335053,0.980528676010332,0.00634644761741592
NPTX1,2.83851539221319,4.75391837455678e-09,0.783235677588391,0.0932075860303183,0.873210885923471,0.0648460078906767
NPTXR,1.21424154892343,6.95721866932066e-05,0.508069898157383,0.0853599300897175,0.542561023316937,0.0837380152746284
NRCAM,1.34040664610294,0.00449841759639077,-0.89487343438868,0.0140717275582296,-0.686367671819687,0.0975811338287598
NRXN2,1.01622458074248,0.00388099684054939,0.402911746361931,0.204476496533494,0.494328819329336,0.104995945221993
NTS,3.84046078639345,4.01317464396588e-05,-2.4174006238419,0.000119474830876894,-1.86058948667343,0.013371275119123
NUDT8,1.10598367502077,7.02386698525731e-05,0.870501790557262,0.00671854548135247,0.645985082533285,0.133914957631297
NUP107,1.44113651277235,6.36066797189837e-06,0.592623977023982,0.00456001086651834,0.668240454638998,0.00638845513124991
ODC1,1.26180247735798,0.00043976970946119,0.254779421062661,0.487643641697398,0.389236026795468,0.297380033146865
