,logFC_edgeRTCGA,FDR_edgeRTCGA,logFC_edgeR,FDR_edgeR,logFC_limma,FDR_limma
ANO1,1.62652255173564,2.22111549246737e-06,0.491825854065181,0.141597700666533,0.508667179928812,0.158130650973333
ANP32E,1.50762138569596,1.19061232694911e-11,0.940008590738422,1.66856012672995e-08,0.985295917220438,2.52261594819892e-06
ANXA1,1.29303658256487,4.20875955136039e-06,0.434049382321924,0.0743778126726911,0.448336283071839,0.0879606924813869
APOA1BP,1.08895558574718,3.32691582731228e-13,0.979502672550602,1.97477612853703e-12,0.983224211434509,3.15918970783858e-08
APOBEC3F,1.06857084965007,3.91697531252981e-10,0.888528182824489,3.22291337656481e-07,0.883318773499835,7.27349652502076e-06
AQPEP,7.38216873199444,2.19732163812325e-15,0.349354558582355,0.625363807744146,0.621970917330675,0.352531741212173
ARG2,1.02233567587204,3.54187176024199e-08,0.936089352534287,7.96593863611259e-08,0.934537013323431,4.38983833600869e-06
ARHGAP32,1.00839590525694,2.96960938553997e-11,0.902560724226987,9.80497891596922e-10,0.899598185096223,5.54969034980433e-07
ARHGEF5,1.04173980023762,8.65742799402928e-10,0.981958838990046,5.88259005622669e-08,0.95364785319151,9.68538467191643e-06
ARL4C,1.10211443508735,1.98208904702432e-09,0.893498433915318,1.42715483133029e-06,0.907975527501412,2.32988299150437e-05
ARPC1A,1.25831561580047,2.79416355133145e-13,0.970182944741751,9.2036041239864e-13,0.990012829556225,2.14050726559206e-08
ARSJ,1.12226416490935,0.000129520460136008,0.264733760002794,0.396041416992584,0.224719284724956,0.482669506290036
ASAP2,1.0256637681213,2.91987084634804e-11,0.858533153172121,6.27894731208545e-10,0.859564754629033,4.71030704597715e-07
ASPRV1,1.89876137424502,1.96442087213598e-08,0.43439559270017,0.122049134690743,0.546468361353385,0.0648989619105552
ASTN2,2.55649877551081,4.74018825273743e-11,0.853198245785001,0.0150805682833548,0.936865692665676,0.0127826741966675
ATAD3B,1.10475088875285,1.53267631243886e-07,0.954746800775122,1.19266651879241e-08,0.95015129043988,1.31857747878784e-06
ATL2,1.04752657942374,2.55797752172626e-13,0.914667993714824,5.48168776346426e-13,0.917527135902564,1.60862421764899e-08
ATP13A5,3.56404326035598,3.54997250630336e-09,0.766237672345519,0.508897630010364,0.202710023680988,0.807586995952451
ATP6V0A4,1.30376963348423,0.00578072201829661,-0.393083483495394,0.52696564798806,-0.519410519882499,0.410188344188994
ATP6V1B1,1.54069268010677,4.77432897742749e-05,0.706892822048135,0.0765862856969014,0.630557301641269,0.133404220807469
ATP8B1,1.0124172496732,7.12564163665575e-10,0.824793049735145,1.93751436725895e-06,0.809650407101979,5.79367361926154e-05
AVIL,1.30776744361849,8.01480728764456e-05,0.381911013702509,0.129863315186848,0.457147705425181,0.0838230584002233
B4GALNT3,1.10456723924739,5.28630693792624e-06,0.708541347134701,0.00640496689868897,0.637783130975609,0.0250239544647914
BAG4,1.21855116208808,6.28177942866866e-12,0.960819965628265,7.84458906218211e-10,0.982175254182096,2.69246899073692e-07
BAI1,2.13400189383678,2.94185758717487e-08,0.414155286811713,0.256786710358272,0.52568502651485,0.170781927598023
BCL2,1.61569790205904,2.46761384528825e-06,0.230312378609359,0.490299346522307,0.352835458201052,0.309210390841749
BCL9,1.08786401684532,4.42776683920204e-14,0.968980501547951,2.72479364289143e-11,0.986579919271712,7.37227273712105e-08
BEGAIN,1.15932109457078,0.00031318698627644,0.189042806106414,0.55494045517152,0.157722793202365,0.619836157869608
BEX1,2.13698136919289,2.49547809462453e-05,-0.558189157897551,0.303097784573548,-0.504952040420657,0.368265798891325
BEX2,1.22663483045239,1.67461841293902e-06,0.812142800147761,0.00479181699773726,0.686883060438792,0.0374114911319457
BHLHB9,1.0883628554531,3.46900880183147e-12,0.930354119775702,1.52922902758136e-09,0.938552794088908,1.8133169317962e-07
BNIP3,1.20339232815566,2.01209279225805e-11,0.947693367855265,1.47036360134407e-08,0.950159288917107,2.12001802479118e-06
BPHL,1.10042391784608,3.12388842170482e-14,0.997049087670764,1.36954889463901e-13,0.986401687532172,5.00566485869355e-09
BUB3,1.03861513883952,1.22377325190219e-19,0.976958645399798,6.56417427667348e-25,0.978788048670795,1.63087181630166e-12
BVES,1.13101426090536,0.000351788320514895,0.0287439782437091,0.938018509276284,0.0506980783728987,0.893210507211104
C15orf61,1.01316786551083,1.21594123692525e-10,0.9450417374,5.89724953633938e-09,0.931258084844672,4.45385498680422e-07
C15orf62,1.32705036452218,9.74977299803878e-09,0.947782019176561,9.89899810008554e-05,0.952301967832659,0.000287895001506929
C16orf91,1.02049510635008,7.50501060788748e-11,0.970776990777803,2.74119366575409e-12,0.96462313023579,1.21569087183998e-08
C1orf110,2.59360103991799,4.29959312292794e-05,-0.0180951842549766,0.963138683279997,-0.00889477276665207,0.99243071874367
C1orf122,1.23376507383109,2.191712808728e-06,0.49242585267,0.00107669582882937,0.519132042832679,0.00204577085080404
C1orf226,1.0719319299779,1.6247410478814e-05,0.645020292179194,0.0248485380504295,0.59064405781018,0.048760993615774
C1orf35,1.05314357366166,2.59896757256688e-16,0.985120403448205,4.74002972326177e-18,0.984056685658213,1.08929060567782e-10
C21orf91,1.06295454533743,6.66472745587044e-08,0.734376698043019,4.43635513145624e-05,0.754705190348887,0.000197003400544223
C2orf72,1.59605880283124,2.9773003106387e-05,-0.0511503065153787,0.887461793188335,0.0110008255053616,0.977004015747768
C3orf58,1.12134896722511,5.24842910273643e-08,0.719524216320407,0.000567166955622097,0.724536230539938,0.00164046408202926
C5orf51,1.00725859920356,5.92772895496922e-18,0.958304469347266,5.47033777529606e-20,0.96023804772173,4.9427104256304e-11
C6orf132,1.03922244532529,3.03768716031384e-07,0.92925252581121,2.76789612384883e-05,0.865973806385937,0.00053118138416473
C8orf47,1.25485051070992,0.00213050691259996,0.797455323902141,0.0864588605828467,0.544182050596643,0.303928581295187
C8orf76,1.05342858081416,8.57723896651051e-14,0.995768081717461,6.67455137048403e-14,0.994499191758568,4.4445922942044e-09
CACNA2D1,1.69878166239967,2.92245952615909e-07,0.962353353846459,0.0110425274371863,0.696258659362412,0.111301028800609
CAPN6,3.48287360896454,1.57690004461096e-07,-1.61858025390228,0.00163318440431707,-1.40406102299869,0.0217623573023092
CARD11,1.34527382868759,8.1628043575515e-05,0.48345604781287,0.181732624742397,0.548187424730257,0.138163003947451
CASK,1.0503964208027,6.86920853165589e-13,0.912821658327724,2.13821309526353e-10,0.902706632029219,3.16366108442458e-07
CASP2,1.00766157467671,1.18316232273247e-17,0.957689161379674,9.12975492508563e-20,0.961944692405848,5.91717115849829e-11
CBR1,1.46546031693197,1.41233584299315e-09,0.988343924555313,0.000196592874553559,0.937021100083701,0.00131974676813706
CCBL1,1.01846990438874,9.65898467324261e-11,0.872663418405324,5.50365154472897e-08,0.859769415740246,1.59814992172692e-06
CCDC14,1.03404488392543,1.48408396574686e-06,0.619850824445547,0.000920229392520125,0.640142414104936,0.0017644827870881
CCL28,1.01444476753438,0.000569095878164729,0.176992158428233,0.600873710354802,0.15993302102006,0.628004185748938
CCNA1,2.40634507474341,1.85704574159916e-06,1.25292072043315,0.0683053709376831,0.693914415829574,0.317112730251189
CCND1,1.05398882106023,0.00589468344078664,-0.735959573928705,0.00758855693905196,-0.709995714528253,0.0214059593481804
CD1A,1.19165536720728,0.00249563360638706,0.886400281964737,0.102050131642082,0.657246889236868,0.2344581766576
CD70,3.61832571376284,5.82317559664473e-12,0.64962023853342,0.221651996274671,0.962814471510037,0.0728474199057428
CD9,1.61193940812628,2.51985579440136e-10,0.94542746159595,6.63485097728826e-05,0.935163605750924,0.000430926508936636
CDA,1.50655250879349,7.99266209350153e-06,0.490437207538475,0.130104474858681,0.498909640778505,0.136346964027169
CDC25B,1.12553546926699,2.29090302068681e-11,0.954154399622147,5.09544078712519e-09,0.968968946603659,1.16136017791938e-06
CDH2,3.04669983740231,8.39500012333699e-11,1.09730625983908,0.0310080842040155,1.38447746139983,0.0122368770509137
CDH22,5.60585277154064,6.89857157403583e-11,-0.727947854921217,0.324897115079545,-0.152422552746621,0.843184931734483
CDH26,1.49481456533644,4.53910998339171e-06,0.415073389507973,0.281363250230042,0.372430509015782,0.360559344295829
CDK6,1.11484260506105,9.55810718148039e-10,0.899879806711267,2.47889012397888e-07,0.891358208370616,1.90787029463494e-05
CDKAL1,2.47889730796549,2.33581347825667e-11,0.584780050196344,0.0185037343842175,0.76691693913375,0.00987818990828804
CDKN2C,1.00786186994888,1.38798417942616e-07,0.757306548108183,6.62700719590612e-05,0.766787276697984,0.000255019692919768
CEACAM1,1.44769282703868,1.65393709018067e-07,0.66215778736589,0.0167636152873685,0.696493179493372,0.0215061203547547
CEACAM5,3.71618861252391,1.79840908179608e-09,0.179998162460733,0.811703505560498,0.168671200413188,0.830151251931698
CEBPG,1.05286018213281,2.34158181356036e-13,0.905325158845513,2.47589050582353e-13,0.908710409731256,1.19048708153071e-08
CENPV,1.36478789667457,9.32174272501003e-09,0.954278943963078,0.000327862761313613,0.87345347498076,0.00216832094665712
CHGA,3.29699845496477,1.23924499816851e-06,1.13677363623314,0.151205096839924,1.22745627303698,0.0708988608369858
CHL1,1.08838060390371,0.00232427689135878,-0.154600378562204,0.698136962515839,-0.166544040411286,0.689106988367959
CHML,1.11936459971742,5.72656596400756e-10,0.872032077879887,1.02672786718479e-06,0.888323115656032,1.82385896266028e-05
CHMP4C,1.09687289230698,4.39195944820362e-09,0.974434662216446,3.9096124934332e-07,0.940448973317364,2.77819723937694e-05
CHST2,2.03143786182431,7.78169195588399e-10,0.902767671765999,0.0101583109551762,0.922075654485626,0.0135733772141581
CHST7,1.29240361975773,1.97813701774495e-07,0.736738841100647,0.00713427468313488,0.742006398407964,0.00991740469504093
CILP,1.31866481033802,0.00035413165821622,0.71348843910455,0.0779040458605849,0.720991006746187,0.0916542044727637
CITED4,1.30189133252674,3.93259006822948e-06,0.988360757044333,0.000962234196591549,0.909051200649603,0.00523537179783886
CLDN10,2.88699360110502,2.66000003553382e-10,1.19198031495283,0.0380130851870131,0.885480918443103,0.133227059871641
CLDN11,1.47552320649505,0.00113335086995796,-1.42947254604117,0.000388481413206356,-1.1433372977333,0.0119163853494512
CLDN6,4.71814031053332,9.38508238645593e-10,-0.479996487723766,0.542409680510894,-0.0547977810914198,0.939999719964452
CLDN8,2.85167018631155,1.41779902966481e-06,1.50096216970785,0.0219364107366318,1.19782516030079,0.0961391438177613
CLPB,1.02001964739761,8.94042037706511e-14,0.928610243948339,3.38715834187019e-12,0.93201515057501,1.62634588682776e-08
CNTN1,2.39807175713807,1.1120736445903e-08,0.623852140852319,0.193579362601775,0.345168653855325,0.528969062294852
COIL,1.01792445030162,1.36973037802635e-23,0.975509599286265,2.97631018513959e-31,0.976405307970285,1.76508611817057e-14
COL1A2,1.47408874781343,7.53076856410445e-06,0.937271122903269,0.00130044081525409,0.941942824415644,0.00364125817216226
COL27A1,1.33764225385031,9.91152425471933e-08,0.935544466112405,0.00010268743256526,0.900498104153467,0.00093669946384206
COL5A3,1.45500627374375,1.16921768168617e-05,0.644606430768572,0.040297962961291,0.654862641379153,0.047292763451347
COL9A2,1.95348371897722,8.70414346170317e-10,0.992494955203612,0.00398099443661636,0.971480172875862,0.007307532962456
COMP,1.20890210156723,0.00585281297460868,0.726664950061126,0.0984479016127574,0.624040517643323,0.201837667538482
COPB2,1.00446632961273,1.84734284583259e-17,0.924628389533178,5.19139789576542e-19,0.926673510589866,5.89836336276199e-11
COPZ2,1.33058234567039,9.89833666133479e-08,0.801727442376329,0.00744713758025936,0.727972126342453,0.0208094378227144
CPLX2,6.99713593128651,1.30107997721029e-11,-0.790581607128272,0.388208345775489,-0.238253849422458,0.779908819613164
CPT1C,2.33289880598833,4.0013867870609e-10,0.822070218042487,0.00865983352757789,0.962063431064118,0.00636116231075977
CRISP3,2.63253494693862,0.000366118960327462,-2.05389315886028,0.0316348324286051,-1.08159847509798,0.216180023453791
CRLF1,1.05867584769232,0.0091363025897342,-0.357765079867537,0.404483273420864,-0.243376380100127,0.606139155937529
CRMP1,1.03891454758411,0.00011459494018057,0.387923759558673,0.118333021583523,0.430135035968052,0.0965562613553222
CSTF3,1.00257938847961,1.29574586125681e-17,0.932656682842301,2.24059896348694e-24,0.932883505789563,1.34150341572782e-12
CUL4A,1.94961132302784,2.78335002990366e-09,0.458845011432,0.0239757495829491,0.584576955530108,0.0160689588661748
CXCL6,2.97210507412962,1.16533833517776e-07,1.19277345698498,0.0773653806166196,1.01282520743566,0.173069342181491
CXorf57,1.10292538686075,0.000108510234761714,0.414254068605374,0.214255612486574,0.391166999506991,0.261801275353091
CYP2C18,2.47312156692025,1.31383371784222e-10,1.38823177472462,0.010919686708778,0.919531531460102,0.102160283651528
CYP2E1,2.13003859702751,7.19044284222243e-07,0.10720263964435,0.835675576557895,0.129421255901117,0.798491724866089
DACT2,1.52871741070315,0.000346152294412785,0.526911353532436,0.381696973196916,0.026694935613178,0.970341904684855
DARS,1.01706314152133,6.74781584852415e-23,0.982980803641488,1.33841510322334e-37,0.983605618933229,1.74973224812113e-15
DBN1,1.06750833078083,1.26191931330201e-10,0.99118401325617,3.39606618583672e-10,0.987470234524617,3.54323915013747e-07
DCAKD,1.09227742776837,3.66747594443956e-17,0.994289125178776,3.65827364319079e-18,0.998066250319476,1.62168761520504e-10
DCUN1D2,1.32137868603204,2.04712846429922e-06,0.376629607999578,0.0337408717071307,0.439894751668024,0.0272055685671562
DDIT3,1.07030310900558,7.96117713305075e-10,0.928083222186485,8.47361710092531e-09,0.920979938816149,1.85706182780031e-06
DDX47,1.10426045624585,2.26641549590433e-15,0.965974107690933,2.57694751973159e-14,0.973894016699287,5.2297227171258e-09
DDX52,1.03714417312875,5.95487515570988e-22,0.973818302755998,1.38297875589218e-29,0.973997162625734,6.87460176005635e-14
DEFB1,1.98883802795043,3.26994920699272e-06,1.0452446185811,0.0488489752867957,0.797949121645057,0.139803652078055
DERA,1.01382208372376,6.33895433435679e-09,0.758574752535056,2.45654548740979e-06,0.76343049460575,4.04452775488367e-05
DFNB31,1.47164544324889,4.41982458588574e-09,0.961051608518459,4.52873398816417e-06,0.981587677763405,4.20889634458884e-05
DGKG,1.29712667331505,9.63372241685841e-05,0.254130834861204,0.551844393887508,0.0442369728206904,0.928803270250964
DISP2,1.55217270532388,1.84661360396286e-06,0.7236536234816,0.0233530757897497,0.769450038420394,0.0192667754735865
DKK1,1.88046725140645,1.86913921036789e-06,1.27058446385359,0.0141387513618244,0.763712669252619,0.196743118179248
DLGAP1,1.81743828677797,0.000263253189578775,-0.888924035488845,0.112381980632666,-1.05461450592245,0.0664208392023599
DLK1,10.9016376321509,1.36995792986357e-08,-0.849746600817301,1,0.460022292462464,0.602678548229325
DMKN,1.33783324769828,6.6093699153185e-06,0.546990374472078,0.137238535113103,0.383131587038934,0.338644989139717
DNAJA3,1.0093968476721,2.20991322240151e-11,0.821548447843203,4.5843181221231e-10,0.830641339791263,3.30574874993918e-07
DNM1L,1.06524547408019,5.55417181384605e-18,0.956337216091865,2.22240011551183e-18,0.956562794584769,1.77204938450824e-10
DTNB,1.24201505677579,2.99988423768001e-11,0.993908445088623,3.42519691905258e-08,0.984824665980864,3.21603885544585e-06
EDN2,1.50932841885177,0.00168729790126943,0.928572436705208,0.107108107565247,0.952181052613065,0.0966864768731455
EDN3,3.43900088262085,0.000543257911648307,-5.64011682130745,9.20642006612621e-12,-4.22423627496083,1.05655775553742e-07
EGF,1.48763520195747,1.71469268329055e-07,0.839465630717863,0.00783511316553296,0.832053155489959,0.0131082098880848
EGFLAM,1.05743572320192,0.000182902289442247,0.894124293211499,0.00243360778663464,0.921366160998501,0.00312344087828965
EHBP1,1.09653738892509,4.0066209711103e-11,0.869979238601919,2.33490540525077e-09,0.873899474542163,7.92067730828609e-07
EHF,1.05513171752786,1.96273431665714e-05,0.614957272010893,0.0301343851151577,0.537960907953916,0.075799369732425
EIF5AL1,1.03869083271462,1.69694489023754e-14,0.99878013838197,8.78252465919861e-15,0.994190358795847,3.86782659803137e-09
EMG1,1.15256253066135,3.2306423954454e-10,0.942327978447082,1.56765847155089e-08,0.967219101084343,2.27450605959004e-06
ENO2,1.21652185478624,3.94163759168734e-10,0.900236578893418,5.51200482645128e-06,0.875541927808857,0.000119507876706697
ENO3,1.10509290955236,1.24870916214735e-06,0.819990331555547,0.000744140067345701,0.787980468603946,0.00241077406857333
ENTPD3,1.33121338456459,1.45053463359029e-07,0.855411900163041,0.00250465396882286,0.726409949831285,0.0232618937659183
EPHX3,2.15152090465654,2.12015807760625e-09,0.838237274655532,0.0419897935253533,0.748877529304355,0.0787144471622081
EPPK1,1.20151407008484,4.06067580275588e-06,0.744130939800934,0.0163103619051393,0.75183830449169,0.0219227485328494
ERAL1,1.05369676268911,1.63077854866926e-19,0.97602551524562,9.04021121933534e-25,0.974595120747204,1.99865265669591e-12
ESPNL,1.25395495835353,0.00135215220540289,0.801720281970962,0.0250828547260008,0.799348118210143,0.040820925724649
ESRRG,1.12069999872448,0.00192500371571946,-0.148522571662956,0.76609698143498,-0.286171840021667,0.558140908308446
EYA1,1.55801198930781,0.000909828059498404,1.25725610817287,0.0253656133953628,0.982490523781654,0.146986560438642
FABP5,1.12700422977695,0.000236443932137837,0.363079891572474,0.308092873582836,0.409903446466518,0.258439378915805
FADD,1.27338291958011,7.74831229627033e-11,0.882874842529331,1.99848346581142e-09,0.914477876897386,5.66411867320997e-07
FADS2,1.0897311509089,9.63092486627528e-06,0.664871891074037,0.008849766347045,0.634181203317326,0.0181079395337061
FAHD2B,1.08499891024923,4.31826223562393e-10,0.889536361906558,6.2134851709606e-07,0.877293667722487,1.17722638798378e-05
FAM102A,1.15155980266445,1.17926540137522e-10,0.958591141961304,1.35312944440861e-07,0.938115387651089,1.15368238678502e-05
FAM131A,1.18436718844828,4.53756648802115e-10,0.932718181981415,5.95760644495584e-07,0.922739725729346,2.00417621931262e-05
FAM135A,1.04758332571237,1.22771219873107e-09,0.837420664800087,3.2693695566377e-08,0.838658941972662,2.6969117796259e-06
FAM200A,1.23216635646138,5.33726042725708e-12,0.98341820927918,3.90362088539435e-12,0.999276794609355,1.84016902627318e-08
FAM3C,1.1361545226139,1.60347451181811e-09,0.82666231476013,3.25977089396481e-05,0.797367356928658,0.000346862390480369
FAM43B,3.50326645054335,1.54765311509919e-09,0.0117193312595474,0.980915492019814,0.157586320947037,0.733866621448312
FAM58A,1.00947680928471,1.27761048498357e-10,0.918804101150675,3.92507126211667e-08,0.895260693213156,5.48762238290327e-06
FAM81A,1.388882891119,6.40586510022992e-07,0.869873377614077,0.00211178053260147,0.874174824693661,0.00310643465468937
FANCC,1.03373656199826,1.6011474395962e-13,0.913251303387169,1.39491443579601e-13,0.916437377209388,4.24032362685948e-09
FANCF,1.0275294551204,3.96221565965097e-13,0.984896994479128,1.12125055155757e-15,0.983175018241111,6.59686800335934e-10
FBXL18,1.23475311892615,7.96621320577185e-12,0.986865966827033,3.57061707069713e-08,0.9962666814779,2.79928057414532e-06
FBXO4,1.01653792340332,4.30044211579846e-13,0.908099424817948,1.06031432673638e-10,0.904946152830476,9.15428734902222e-08
FCRL2,1.71709841655636,0.00774258814992811,-0.472166104392305,0.416533813765816,-0.73464667977812,0.230773544196277
FGFBP2,4.11739227626437,3.01687827708659e-11,-0.869840121669092,0.321618714845025,0.014343136353469,0.987416158675623
FGFR3,1.5824119178255,5.94808003947088e-08,0.850255862194959,0.0158534707102963,0.751566201060334,0.0429663124440204
FIP1L1,1.01101482366337,2.04476019043953e-14,0.884662732607686,1.46224663027311e-15,0.889802669876189,1.56352322612788e-09
FOXC1,1.20709801735694,2.19125942391355e-05,0.522076904011181,0.0914669631229479,0.611867282759126,0.0658304425172415
FOXI1,6.86912398122879,1.31044765725369e-11,0.735875229941857,0.448861938100421,1.22381883863825,0.0951852473737912
FOXK1,1.03046802211135,1.59627147701543e-09,0.837412253291405,2.66248719997891e-09,0.844768898011306,8.61269618101494e-07
FOXL1,1.21048284686391,7.53314587840511e-05,0.546963793462366,0.118464706096127,0.513154558160347,0.156420545646807
FOXP2,1.03952958617493,0.000458657167788057,0.434910055599559,0.27369211223529,0.154541787926424,0.73351913122147
FOXQ1,1.1642988011024,8.03730125184577e-06,0.96024514153658,0.00120132360875152,0.912768691990069,0.00526953627691999
FUT3,1.72977809297095,9.35666477738192e-07,0.558587824013919,0.194671025617093,0.437955941705213,0.332497830499537
FUT6,2.75628532289672,1.26885361207313e-10,1.1040415045998,0.0376168327126507,1.09431738568311,0.0399806675561668
FYTTD1,1.1000231173268,5.19153057128829e-16,0.963341087206972,2.87935774695549e-13,0.959068476551234,1.32546506926467e-08
GABPB2,1.1189606685082,6.26297884854865e-11,0.925532082123123,2.76452124854853e-07,0.895599178073493,1.19793561295439e-05
GALNT1,1.13617433253196,4.79654637720427e-12,0.907681255578846,1.08280363769135e-10,0.918952788188947,1.46669091203117e-07
GALNT3,1.09929849356542,1.48742677874243e-10,0.940195548522028,1.35917942964684e-08,0.925208565838254,3.53388100544538e-06
GATA3,2.49173747112962,7.18667351593603e-07,-0.954356518212389,0.00941150049968102,-0.738981877017784,0.0878334947956013
GATA4,3.09134805991188,4.54537337664946e-05,1.38194895681553,0.188150513042947,1.60849561159797,0.0416559038995203
GATM,1.41583192718824,7.04412719695634e-07,0.60805946454657,0.0418787475922701,0.623478139243659,0.0450949115282423
GFI1B,2.93008458102669,7.08796090419053e-05,-3.62573311126281,8.73699312814788e-08,-2.69371920131679,0.000164555188740323
GLDC,2.99343241490492,7.27711180349446e-11,0.862969943468331,0.0497183969958961,0.909644829482682,0.0592139150634556
GLI1,1.48325716333626,0.000156958212589783,0.238593729880206,0.607710495907225,0.26612296723852,0.57375261765268
GLS2,1.25759926578339,8.29093120406674e-08,0.904811671388009,0.000778404653601269,0.80146734884671,0.00662322187371597
GLTP,1.38091284667456,8.99444502660683e-12,0.973611417650352,6.73154423081841e-06,0.961994841431988,8.97549055454288e-05
GMCL1,1.05754454498043,7.43317633393784e-19,0.991640796959073,1.63792816941726e-20,0.993560520904767,1.58271606760161e-11
GNA15,1.1170923974237,9.30233720406537e-07,0.755349988631279,0.00287568492190322,0.677875803713545,0.0143553395957305
GNAL,1.37643418630858,7.88814126754356e-07,0.659138443938074,0.0319802544925676,0.637201309495998,0.0424952575922796
GNAZ,1.25226950618727,7.4262541398952e-06,0.719984983110682,0.00702861964588476,0.739237809658722,0.00889823934627655
GNL2,1.79724770882801,1.17672909844013e-09,0.697972746100626,3.00953237744528e-05,0.77862957527624,0.000260498437082522
GPR125,1.08232164374988,1.33763073726579e-14,0.988532245810089,1.06089631826718e-12,0.993101074469676,1.94519316542641e-08
GPRC5B,1.36771243618837,3.6832702814096e-06,0.593525116174124,0.0705056867453131,0.636311888706202,0.062810002266455
GSDMA,2.24831613099334,2.18658337795129e-06,1.04849224860284,0.0158887034456689,1.10376177050462,0.023563898724228
GSR,1.3199857928324,1.2152933840916e-09,0.827804150577792,8.15001285845431e-05,0.840572452724846,0.000335600993684879
GSTM1,3.63390384485759,5.9966726630004e-05,0.646499419022811,0.210067058531338,0.720524202646391,0.145152394054224
GSTM2,2.3979198045909,1.10386410094403e-10,0.768265612078368,0.0273328180080092,0.857592032970186,0.0218105315344535
GSTM3,1.60827024700866,5.54506464616611e-06,0.0352474945134275,0.922594198269683,0.174797189476951,0.628213904006193
GSTM4,1.39185203425071,7.56936277557687e-08,0.626970062807219,0.0111672948577467,0.681751486580559,0.0102542230827781
GSTZ1,1.02224016807505,9.3571329423686e-13,0.939168852375673,3.39142984032996e-11,0.93626466895093,4.92020123948324e-08
GTF2E2,1.02436479522901,3.10066025929248e-14,0.897522705626646,7.10282784456188e-13,0.902166986230955,1.36204102776449e-08
GTSF1,4.20463593058195,1.99216735962748e-09,-1.03443063019885,0.217200473174872,-0.275319636765457,0.738677539563154
GYS1,1.08595749659919,8.91162200655825e-16,0.949415559941655,6.42397049005277e-14,0.962879820460402,7.55478206880883e-09
H1FX,1.00899148052457,2.4644797386326e-10,0.820689665988225,1.40998173236447e-10,0.826310684338596,1.39671875165684e-07
HAPLN1,1.80612276771956,0.000121777493182755,1.42875873728932,0.0110570197044818,1.46188592050066,0.0219134829753596
