,logFC_edgeRTCGA,FDR_edgeRTCGA,logFC_edgeR,FDR_edgeR,logFC_limma,FDR_limma
HAUS1,1.09474086575494,2.38033588049585e-09,0.847668573912954,3.93123397115479e-08,0.86214972591635,2.32146414942178e-06
HBS1L,1.00188876420558,8.80694136225654e-14,0.84187741438806,2.00992380116723e-13,0.850886093949677,9.50824315488685e-09
HDGFRP3,1.11995722706961,7.44644354403583e-14,0.995232637588959,5.56731962926186e-13,0.980523068146048,4.42574750058268e-08
HEPACAM2,5.7201960910655,3.12408597434584e-10,0.697011779429922,0.494365105450792,0.777603901436166,0.319949066855883
HES4,1.05793854629801,3.93602334774984e-06,0.999856709659714,3.82412758340677e-05,0.960517890417291,0.00022631503022901
HEXIM2,1.06891283886184,5.77813617309305e-09,0.917861432524721,4.66184725564985e-08,0.921808130776717,8.39719966486089e-07
HIC2,1.27562266239973,1.86387795935311e-09,0.8485200390803,2.58228191551109e-06,0.873267132907613,2.74258492578947e-05
HIST1H1C,1.41592212399355,5.54181121324432e-07,0.643837427255728,0.029726523166039,0.63914598461011,0.0419286452033647
HIST1H2BK,1.3510108209655,1.88615166732889e-09,0.89453716416087,0.00012318821048544,0.864418516628341,0.000895412125542157
HK2,1.18462156340255,9.85148590770364e-11,0.989928271136812,1.06478966272932e-08,0.995918387412879,1.58218027025168e-06
HOXA7,1.03430600737638,0.000325772234355848,0.223150584522129,0.549476073407051,0.190376617633163,0.595558743812629
HRASLS2,2.25862490868614,4.51763262291569e-05,-0.703153676385468,0.234962895720534,-0.944855714486532,0.109020903297986
HS6ST3,3.69959201398505,1.98899604206331e-09,-0.030954991158149,0.935360779430905,0.684485621487231,0.364496268244011
HSD11B2,1.22800220193087,1.1843411846859e-06,0.801340453135851,6.08347539358665e-05,0.815496790238765,0.000219454846112967
HSD3B1,10.7055670014103,1.44372716562125e-05,0.215854286193348,0.736235691659369,0.310986666989317,0.524078862392248
HSP90AB1,1.00693286426193,1.30141774949128e-15,0.913006791420882,4.45698963315808e-14,0.914028528707812,2.70656542764154e-09
HSPB3,1.36783001318575,0.0061206915202216,-1.24261481479938,0.0616116734182137,-1.31493290905653,0.0375986749055691
ICK,1.02314602547627,5.25146222179131e-10,0.856481026926048,7.92163157321038e-09,0.853270084663487,1.62656386383887e-06
IFFO2,1.1939290024771,3.44288430284894e-07,0.689237597226255,0.00448392766045447,0.658626164282423,0.0119408503490162
IFI16,1.14906326282574,2.63652380328487e-11,0.98947768580821,2.78301553650934e-11,0.961362868728011,2.4825425433899e-07
IGF2,2.89353557378151,1.38035377470151e-08,-0.131121698569825,0.767088294371487,0.0324236088326542,0.950452061260692
IL1RN,1.11772087065814,0.00232284325748507,0.866255135295613,0.0559669721631073,0.735235713013514,0.120545929501364
IL2RA,1.22929602533135,0.00110318988643008,0.702051525956181,0.0412220649835059,0.700136443436716,0.0685781506343037
IMMP1L,1.02394784280886,3.47641594495392e-09,0.946048436071633,3.60598292560797e-08,0.944969617634065,9.03394584390353e-07
INPP5F,1.3795377162681,7.80499031331392e-07,0.381459371962386,0.0352646873876211,0.462649847335078,0.0263176169681346
INSM1,5.15118680873781,1.49527953833384e-11,1.37100301236749,0.113303810409687,1.59552947848037,0.0481839552387205
IPO9,1.0069702260421,2.14879931153336e-12,0.825977098184891,1.06985963032335e-11,0.839058132992717,4.78244091150792e-08
IQCB1,1.10966937090417,5.59099251603474e-15,0.979913875474633,5.23800913558859e-15,0.97682307257595,2.27947071118138e-09
IRX6,1.12062275102451,0.00370856891759176,-0.0814310152006278,0.887293043686654,-0.0595182851784974,0.920978401209547
ISYNA1,1.1370017442252,4.04797271394165e-08,0.719755241351466,0.000420832592110901,0.731031647898742,0.00121344130536757
ITPRIPL1,1.41126527660452,2.43723470955188e-08,0.936269566416784,0.00230193715428077,0.919057715826849,0.00368277267708294
JAG2,1.19042725084888,1.91270292331963e-09,0.905019758750434,2.59761808739296e-06,0.905438221361887,4.83009282643199e-05
JAKMIP2,1.85761955920563,1.36324009651779e-05,-0.157751789075121,0.746812241029142,-0.133563370608433,0.787409542263233
KATNAL2,1.08642868504015,3.09199244369685e-05,0.653508893244733,0.0128502692352467,0.655001276915311,0.0127282434679129
KCNH2,2.23518487075696,1.37933225129758e-09,0.669950191745116,0.0926126482290246,0.766551172803495,0.064400042216498
KCNIP3,1.42571186133025,2.89243779414254e-08,0.793670507958911,0.00381579104024635,0.806422951426532,0.00484030578504373
KCNN4,1.57273740095989,6.57499874873925e-07,0.761219377571323,0.0246580755065478,0.825288836806628,0.0211909102021236
KEAP1,1.0541864904485,3.76934660433138e-13,0.88024452909831,9.92358633248077e-11,0.879106009043088,1.63759380280029e-07
KHK,1.02641573869933,2.92154908999769e-07,0.720124921701831,0.000196047265627041,0.733617482458551,0.000392646784344848
KHSRP,1.07904982012748,6.04529964775583e-18,0.98941678586656,6.29251055726219e-20,0.990483759093808,4.98035108093199e-11
KIAA1549,1.43086151563956,4.0030735298603e-08,0.98908978792344,0.000246869220353007,0.98506361063128,0.00105618511828982
KIAA1644,1.01823267707449,0.00806578723343805,0.0365581705876853,0.936071993465384,0.148394399124812,0.733862080075761
KIAA1958,1.02886878144902,2.66684304196079e-08,0.847207558964558,2.69964715956044e-05,0.832362770844446,0.000118610150346541
KIF21A,1.01327868822461,1.61863167677108e-06,0.948237206284475,7.50114444421897e-06,0.939703950991786,9.12350097180427e-05
KIF5C,2.37038316951335,1.56874552155805e-08,0.0953929075421118,0.811212149184908,0.309727969714293,0.438224830020571
KLHL17,1.06810612074681,1.2658917539518e-08,0.956590478775955,2.26962105403602e-09,0.957672327478558,2.30819065218165e-07
KLHL24,1.01341016026671,1.16392909177506e-07,0.846642458389125,3.15965398737545e-06,0.837260078008084,5.96109484550284e-05
KLK10,2.25426531852651,7.67119782562368e-07,0.449739984140485,0.54298931908002,-0.122903803382017,0.878160906997788
KLK7,1.93898638445892,0.000622451441541042,1.34230233238229,0.0960761559253561,0.802332467601413,0.342345691361313
KRT1,3.98851331581895,1.28358927213347e-10,1.66662321471467,0.013580405812669,1.9441871215157,0.0107180680946375
KRT24,6.00362081292824,1.35022340929864e-07,1.61833689382857,0.0804173307775127,1.52381084211395,0.0196441067912449
KRT8,1.10919968796649,8.87777517247053e-05,0.493165368213457,0.0859386750303847,0.417393064183829,0.16846003311143
KRTCAP3,1.30309089899328,5.24127709483626e-09,0.954309052005812,8.52021972136305e-05,0.908375393342599,0.000737937554000853
KYNU,1.11905432138575,0.000913475241582415,-0.254018809887191,0.518589599311692,-0.183576132071779,0.653626620124025
LAMB3,1.41319797957764,2.08310232257683e-08,0.932204563316867,0.00122686531446649,0.861713398589306,0.00620425277922908
LAMP1,1.55047405507204,7.77883738460512e-06,-0.125507883431855,0.589228248922826,0.0082272207265266,0.976152308661205
LANCL2,1.0586993117321,6.34240825240955e-09,0.711357343417324,4.60172517642961e-06,0.73615998678676,3.75786101644967e-05
LARP6,1.12382685443458,6.25044844218836e-10,0.927941769930236,1.10646598264629e-07,0.920664584498866,5.37878717588327e-06
LCN2,1.07701913208646,0.00815333443579746,-0.112526574374926,0.849389286464763,-0.396029117418913,0.498162657522096
LDHB,1.00519564199669,1.44696975174294e-10,0.843798547290054,6.28939073082755e-09,0.841853855910664,1.01166062582804e-06
LECT1,6.63810504858944,5.3783625160748e-09,0.581396234767665,0.667555139927944,1.0527139530594,0.130580529679304
LGR5,2.64973846870387,3.2881610700282e-09,1.00026551888308,0.0560927722570081,0.728704191284863,0.223584104176637
LLGL1,1.18072583409434,9.00490914494112e-14,0.977701067212793,3.39895618994107e-14,0.990146428770414,5.58714385557208e-09
LOXL1,1.03002116765847,2.93432619865999e-07,0.953141689182915,8.01560797289727e-10,0.969558967039402,4.35162633342072e-07
LOXL4,1.20463506351633,0.000124479434603509,-0.0213380334355404,0.950359538858819,0.0414572320614477,0.904526301545699
LRFN3,1.01425118995655,1.37649514622975e-09,0.868689327045459,2.41453450653989e-07,0.838340440032532,1.9555513923867e-05
LRIG3,1.08104777001809,1.73290965518372e-10,0.945199366486454,6.01118775679532e-10,0.934360273030169,5.54872999238345e-07
LRMP,1.02101828242699,0.00881769606713845,-0.419622225443813,0.251463793208393,-0.349170325240362,0.359771986248217
LRRC55,3.22701693829706,1.51211507281071e-07,-0.417927933173992,0.357600936630886,-0.41422750184668,0.402182099907841
LRRN1,1.64078618974775,5.50332557491779e-06,0.276256103295228,0.503488732715785,0.215184072414808,0.629917362640338
LSM14B,1.04896470275331,3.60359729752959e-17,0.947637437731434,4.66336404186129e-17,0.956529926587691,4.20498954065001e-10
LYPD2,2.6129136122371,0.000169082251811906,-1.28126965089067,0.191763745307123,-1.08741139596705,0.166828050456715
LYPD5,1.14473461630603,0.000193790087237941,0.858555901547593,0.00211971437799475,0.785056833575051,0.0103785677808696
MAP1B,1.33223438607418,5.17925935684262e-07,0.759564230120647,0.0013536317110484,0.76259085213156,0.0033074072890073
MAP2K6,1.13536378849616,5.71517350783852e-10,0.974474083968786,3.99247046915311e-08,0.976317460436344,1.14823470455745e-06
MARCH6,1.01936522145883,5.11628628393677e-11,0.813622292659294,4.01955698061937e-09,0.821294194894404,8.43285160210688e-07
MAST2,1.12502634341258,2.66041625820128e-08,0.668382713915764,0.000305659537305138,0.721648085440743,0.000616017189246679
MB,1.88289591216857,6.12549391977835e-05,1.10546281757651,0.0366757506584564,0.88761746341719,0.11494389771875
MBOAT1,1.66625071474069,8.84255998101527e-09,0.623904302786073,0.00712419935241848,0.674657711742541,0.00952264908834982
MBOAT2,1.21072670200398,7.94771712171294e-13,0.985620740479049,4.43031377795247e-10,0.967929306596399,5.68284203340117e-07
MEG3,1.73344891400356,0.000296805308682469,-0.451751351760338,0.183592849642234,-0.389216411573886,0.295424648604643
MEIS3,1.05944238138254,8.65587813823071e-06,0.816667632428189,0.00111095629014511,0.796946926383109,0.00272565553600945
MEN1,1.00003245539189,1.99528299579894e-20,0.96835665168502,1.32699777204226e-22,0.969167663467974,6.94157026447784e-12
MFAP5,1.88197587306515,2.11123268701596e-05,0.439175802702396,0.50053751220141,0.449872479580939,0.463859258652558
MFSD3,1.00292531911559,1.03971244250485e-11,0.871570621101816,7.55255560370823e-10,0.871832252069816,2.10215965681469e-07
MFSD6L,1.27167942197233,2.29992668475456e-05,0.443591605091869,0.22385167320032,0.362482506064157,0.340285881898147
MGAT5B,1.14543060668859,0.00361908071915796,-0.291236180412954,0.552540294977201,-0.107753006804022,0.827482209864841
MLF1,1.03561430306468,1.43613162700668e-07,0.973633690784688,8.90895672902548e-07,0.969377980748012,2.38263220961103e-05
MMP7,1.13133857660687,0.00129135853700237,0.166764732031337,0.68041434534359,0.225766032746726,0.588633772358773
MRE11A,1.02099193965382,4.60742198895055e-17,0.942667035225007,7.02349582916563e-19,0.941247250490743,6.84761660186174e-11
MRPL15,1.04578168280208,2.53206895484227e-15,0.993050752941037,4.98021356269478e-16,0.990840101551169,1.04938923178616e-09
MRPS22,1.07562409773346,2.60559480449944e-16,0.974896384194256,7.30884199563619e-16,0.979594443862886,9.68703395746624e-10
MRPS35,1.00260848734356,2.38980063235341e-14,0.899537147291517,2.02488746659099e-15,0.899818684421454,1.80462262091975e-09
MRRF,1.01558431838481,9.23686752162768e-16,0.927050969661802,4.17858050225792e-14,0.929554126698597,3.56705400902843e-09
MSC,1.11368309285466,0.000408305357761348,0.79593134407048,0.00780557244016647,0.764764965498359,0.0172322056453316
MT1F,1.33027034828417,6.25297085236548e-05,0.659192326498608,0.0173622900312307,0.710149273604244,0.0155507686570995
MT1G,2.35938876549559,1.51317412300833e-05,0.66872955523873,0.144069726828095,0.652117431864585,0.186562071008096
MTCP1,1.02671881969722,5.93221891110196e-08,0.863770065132541,1.9417958293304e-06,0.864777259193155,9.41035474048714e-06
MTHFD1,1.02320000499798,1.36963871677384e-15,0.937884415945347,7.2301173279058e-18,0.929948953827056,3.72401358628351e-10
MTUS2,2.84235578159355,7.44969594245177e-08,-0.0371728005476347,0.932401072865503,0.140594539085554,0.781588057852511
MUC13,2.73672066889896,5.8914841552837e-05,-0.164766217244322,0.828943862539608,0.0716047658763618,0.932570957112977
MUC20,2.24692695424997,1.10328132317916e-09,0.927430324245747,0.014050822665059,0.940187932109611,0.0220954247262408
MUC4,1.43487434982948,0.000201936113219848,0.0876511429916341,0.853367832759537,0.231532742412801,0.638070824205835
MUC6,3.0776168625074,5.01581702773106e-07,-0.702894395428741,0.237668381430796,-0.515547391643231,0.391590678605133
MUTYH,1.15499414982247,1.37184409102541e-13,0.98624128554483,2.10073248905405e-14,0.990236519122149,1.09189822121394e-09
MYB,2.93524773670164,1.80937571396355e-11,0.993694873583624,0.0216968126035413,1.07231361052686,0.0203168737534089
MYBPC1,10.1469891658148,6.84863498530548e-11,1.6646501307755,0.0812366652990921,1.49981848369201,0.0301897959950614
MYH15,1.43340675997266,0.00651623903252099,-1.68803797535011,5.06792643185366e-06,-1.57409878833022,0.000487127033198261
MYL6B,1.16197174259475,1.66882571287423e-13,0.990022180094311,1.22441814671975e-12,0.995125520748081,1.54959781738009e-08
NASP,1.17357790532864,5.41181356867095e-09,0.783922630736838,5.72137224767088e-06,0.816175190487171,5.54943460585881e-05
NCAM1,1.65604497442822,0.000243774183363606,-1.10218163924905,0.0116324388354755,-0.813313492205067,0.0870896883148548
NDRG4,1.05074095427947,0.000831585361231372,0.393401353590995,0.308428502382013,0.411820172438663,0.318234731097297
NDUFAF4,1.0014292835325,3.22131475479232e-10,0.852891681338413,5.92354382593596e-08,0.846646203625357,2.91766184118633e-06
NEFH,2.33498524114367,2.9750856297366e-08,0.131653371628163,0.747452003641377,0.336534717282779,0.405710387447565
NELL1,3.10013278085726,1.39495670189338e-05,2.7437104069553,0.0128767747195858,2.32158564681253,0.0119638027910938
NFE2L2,1.1308768769611,1.39494954416592e-09,0.797761504182065,1.09270952040358e-05,0.798376806627722,8.45783277464456e-05
NLGN1,2.25946936946204,9.53189144744555e-08,0.955637839087274,0.0424261728027692,0.548096183456618,0.328865610855549
NLGN4X,1.24642256570341,0.00034782186549365,0.0345681739188037,0.933602443987519,0.0454322498512187,0.911241634254291
NLGN4Y,1.61952446331629,0.00496575193295098,1.00269197010457,0.0237964867604141,0.843395692265859,0.0588801710570429
NLRP2,1.97288502014894,0.000171950712297156,-0.918189180255143,0.146708701555991,-0.785121793471759,0.230138207535778
NLRP7,4.24989010266357,2.51993965605079e-12,0.977821401657854,0.149538293112284,0.859077311828671,0.192801029349892
NMB,1.06813806506848,3.43056287606435e-06,0.831389693075398,0.000903433856175906,0.864324171099489,0.00136195174379549
NOL6,1.02336456664891,9.30882687280446e-08,0.638693651471339,1.08199423247422e-05,0.674316108543835,8.55962190329629e-05
NOS1,1.7282877939282,0.000521567357817186,-0.185085826644285,0.809808519211684,-0.699145073918524,0.385180439281794
NOS1AP,1.34253403961452,1.93915467969458e-07,0.876442309735281,0.00768851905716173,0.791678996208141,0.0207234984840028
NOS2,3.27116768417675,2.31535430948855e-09,-0.348229532408427,0.514634713442346,-0.084057584047132,0.888629510446597
NPM2,1.25558794097098,1.69744066999789e-05,0.602538304687469,0.0739365087868301,0.443750801401225,0.214708192094496
NRG1,1.09042314701147,0.00136202746355709,0.394140014193554,0.387044031433818,-0.0682671247076412,0.903296340569621
NRXN2,2.0019113665302,1.82677368027115e-08,0.853557966479318,0.0222002902970347,1.00025095979235,0.0133738172030492
NSUN3,1.12395371431178,4.6613355727179e-12,0.91106181727751,4.84455216845503e-09,0.916608088092109,4.07673425661654e-07
NTN1,1.30524863995116,5.56847611661427e-06,0.677100072105271,0.017365289698527,0.699729679608516,0.0229660894592411
NUDT5,1.03618003037474,6.24263541190337e-17,0.961894498603894,7.35118680619219e-20,0.960922160797008,4.95274268613031e-11
NUP210,1.1925223648672,1.67415385996251e-07,0.875487463304272,0.00026055983254223,0.867673438243967,0.0011020298617297
NUP35,1.00372883705105,6.36767306084777e-17,0.952805198535974,1.08597720769178e-17,0.951196966484741,5.84219317468798e-11
NUP62,1.06903605906493,5.42180187651038e-17,0.960298789352729,1.78574432812261e-15,0.966952712783452,1.48971901891793e-09
NUP93,1.0686237627735,1.2107866250524e-16,0.952304060459344,2.74824854885096e-17,0.957519701193497,3.76924289289945e-10
ODC1,1.84549981993912,1.00526417552705e-09,0.962873358086921,0.00146368743524205,0.946264628655815,0.00451187204076031
OLFM1,1.35174726912474,0.000305275466173183,-0.297870083604291,0.540499810232632,-0.320953593691789,0.500090686252098
ORAOV1,2.07942636019552,1.90347147690102e-11,0.901133993708808,2.37396989902491e-07,0.97516553768772,9.51695109354092e-06
OSGIN1,1.5888206134609,6.07580924964608e-06,0.326474928132491,0.434503852133919,0.325525749818276,0.45112582941826
OVOL2,1.16622862908827,7.88344555564716e-09,0.995601019120816,1.90177702086043e-06,0.977884811744227,2.91308768425682e-05
P2RY2,1.15454583941515,4.44938866166952e-06,0.681365944099894,0.0141997288482483,0.60722300491117,0.0397054776568803
P4HA1,1.04092481465365,1.47774212712594e-10,0.823787226986534,3.21973942818805e-08,0.82369716316463,3.12796476175073e-06
PA2G4,1.02212540288616,1.76986790664248e-23,0.980430729534132,2.42724513918533e-33,0.980941059249282,7.70593698535891e-15
PABPC4L,1.07803713165307,4.3691029683286e-06,0.779270600493246,0.00367997539802117,0.773055643768887,0.00484949782645536
PANK3,1.09181460179696,2.04004183817467e-14,0.979143370558716,1.72194732856906e-13,0.977364807799074,9.54744749024319e-09
PCCB,1.02891828780091,1.29989592575543e-13,0.892178321337265,7.59419146554535e-14,0.896839620694799,6.22424720716365e-09
PCDHB13,1.21260792837297,1.35442299559178e-05,0.353801226179094,0.219616550049027,0.396735704438495,0.163208576057127
PCDHB2,1.47052705640818,2.32606188548473e-06,0.455150005004572,0.16859557283255,0.457112686953129,0.16175382950647
PCDHB6,2.40595635454045,1.12658086060416e-10,0.873957446930371,0.0417665452112109,0.92950251651979,0.0312374652354138
PCDHGB1,1.51433644934998,9.34689030966159e-06,0.891724918619676,0.0238698195962144,0.803987319233849,0.0494830764704067
PCID2,1.76261091709378,1.085356580897e-08,0.524647059081445,0.00791969377261033,0.632947553942821,0.00696342781885213
PCLO,1.24434516839329,4.16069557687041e-07,0.805199903798585,0.0045027752788327,0.731042423526277,0.0218855927518302
PCSK1N,1.83599273839047,8.55579311120336e-05,0.423367826059831,0.445415311334714,0.178414975489259,0.758992604283627
PDCD11,1.05076615545814,1.51778266009533e-15,0.959474332016605,8.4159526632134e-19,0.960427939335659,1.14380021898935e-10
PDK3,1.14403998857459,9.53536375480619e-12,0.942345607334399,1.64197393454682e-08,0.940402636726952,1.44527506765882e-06
PEG3,1.67739660206542,0.00168703224246074,-2.55121510596688,9.96496378461315e-17,-2.38415246151655,1.6448457015575e-07
PENK,2.47258313624104,2.05415612300867e-05,-2.11461208044548,0.000512644325109897,-1.77612011243435,0.00884431077044066
PGD,1.31527529766324,4.32179821566226e-10,0.880526610568262,3.22104833707251e-05,0.892009376080036,0.000162133070379958
PHF13,1.01139210598507,6.98944626522209e-12,0.968612579125814,2.34833204516493e-14,0.968124785176165,4.26142313247314e-09
PIAS2,1.12565968251511,1.08202084952446e-13,0.956007724969425,2.09987899920729e-11,0.962163886608093,4.76729195807119e-08
PIGN,1.0692806090909,3.25294721640102e-17,0.986198240065392,2.45504397040315e-18,0.987890915268283,1.42121391441613e-10
PIGZ,1.07031755062557,3.83777223273384e-09,0.962712138305921,1.0585825892846e-08,0.95168953532873,8.39390069293596e-07
PIPOX,1.83560167248038,2.09457106858971e-09,0.850758581602032,0.00741890580576207,0.846014133803497,0.00998059993148351
PKIB,1.09363077136517,0.000441123319547454,0.491592283149362,0.116608017494984,0.468329142922863,0.138977560334859
PLA2G4E,2.2604621172547,8.21931936543954e-05,0.576969482575132,0.399349766874764,0.252533645506008,0.725681267908404
PLA2G6,1.15546244925266,1.69720888117761e-08,0.952453750498389,7.82426085245984e-06,0.929642432001344,0.000109624373689836
PLAT,1.04259141075929,0.000178307256691116,0.36233048513638,0.178718114631312,0.431937125365025,0.128093731593105
PLOD1,1.11918554679943,3.19046727862238e-11,0.929588270621245,1.39493919762165e-08,0.930677904978519,2.0848313262247e-06
PLP1,5.67310252132386,1.7063893046512e-11,-1.28179491622207,0.0552425348133049,-0.831404432252258,0.197893029544495
PNLDC1,5.1387274736722,9.24837597705719e-12,1.14371857108117,0.0688154249882356,1.41808226201999,0.0210601942593712
PNMA5,8.03700533903652,2.15979927001427e-12,0.861950095679537,0.244300190260174,0.721991769817083,0.204627802931086
PNMAL1,1.34489603927571,4.50824794500875e-05,0.48315462557521,0.165377763306121,0.498274011574516,0.172824505020625
POLB,1.08759812415672,8.54481511361686e-13,0.990708930033438,5.59782380211057e-13,0.988983913420096,1.16085721574365e-08
POLR2I,1.02152081448347,6.78675135224878e-11,0.887654277597461,2.1567231542928e-10,0.883056473060728,2.53203722929405e-07
POLR3K,1.03928092042762,6.66273010194171e-11,0.910925105265865,6.94868162662343e-12,0.907525746066739,3.40686250292913e-08
POP4,1.29379987403882,5.05152881037697e-10,0.819524173817343,2.5587283265237e-07,0.851550846096412,9.45486535621472e-06
PORCN,1.18079645012586,2.63755921201918e-13,0.974554170077549,4.37970789559609e-10,0.978364247636564,1.8401099557049e-07
POU2F3,2.69233790572924,6.2416568096549e-11,0.802000428359077,0.0174790802725873,0.995715227916025,0.0113627545793354
POU5F1B,3.48071123663789,5.0747393254487e-13,0.829701551897955,0.00856371847606054,0.875301404309869,0.0126029533590403
PPM1H,1.38278566646194,9.94587071513478e-07,0.623645772900432,0.0350266642410973,0.593056350643787,0.0573956417536328
PPP1R13L,1.11135443396379,5.3642547648115e-09,0.82633985286789,1.91504594414501e-05,0.840898257349644,0.000121678941595883
PPP1R3D,1.19600972596176,1.53859030773472e-12,0.960227486785281,1.65207643801515e-10,0.970568754566191,1.38710485524851e-07
PRB4,8.21851996274986,0.000727924281354289,0.247773021559711,0.562334827301926,0.401236143511009,0.450565620109286
PRCC,1.0182365937061,7.83501860399466e-19,0.935537948821436,3.92974156488669e-23,0.937157993109044,5.00999899109514e-12
PRDX4,1.00826367048564,3.76686567006469e-08,0.948051313594222,1.18719754909649e-07,0.943926861972511,7.60484024823895e-06
PRH1,1.32652007454907,1.05413937375393e-08,0.860365100699177,1.69217978630102e-05,0.879211999086043,5.11338943294834e-05
PRLR,2.30725424917272,2.19377794633405e-09,0.812423930573528,0.0409915821503645,0.852412185602186,0.0467561032488784
PRMT5,1.03287792575643,1.81369824311067e-19,0.965713158177758,1.89851891092335e-19,0.964235227383388,8.05170984468728e-11
PRMT6,1.08743443132256,2.12907513482732e-14,0.968315614210616,3.62995981002389e-13,0.966181592557174,1.36600445013872e-08
PRNP,1.06356950448834,2.63623653088639e-07,0.654753811681747,0.0035186848731363,0.618176857438289,0.0106526714147877
PROX1,1.77538439890633,2.18817872285063e-05,0.0737549268900157,0.883266096543515,0.379390961120739,0.434833658056051
PRPF3,1.56188711828107,3.49155109614637e-09,0.715085316465089,1.05132503127778e-05,0.773819984486139,9.9558014267312e-05
PRPH,4.24803548062305,2.72312193918631e-12,0.426614069048375,0.43889724084809,0.416648908213615,0.473538946495229
PRRX1,1.08764179950529,0.000398548360825233,0.162329223771222,0.537400384606674,0.237884085830463,0.390852248485697
PSMB4,1.06789639700149,3.86812530842256e-13,0.935006160714533,1.63594785173013e-12,0.940264940613551,2.11802860586387e-08
PTK6,1.70561003458787,1.66394788230388e-08,0.701565311567981,0.0408472714046807,0.645948617728055,0.0699602828297601
PTPN14,1.04412661795354,9.24716949295375e-09,0.806462503657648,2.23229931724075e-05,0.82850507189745,0.000102723554705312
PYGL,1.28762082197962,1.44575074179105e-08,0.819047499106064,0.00187774909439905,0.769057203794148,0.00657782423517988
RAB40B,1.25363510571917,2.39072177083751e-12,0.981392671039855,2.15562335672137e-09,0.980891931665764,6.35298827545205e-07
RAET1E,1.79609989899755,0.000728429363502819,-0.52287809788935,0.425857975965205,-0.308769458305366,0.649683325527015
RAG1,1.2774929816216,6.05758759853903e-08,0.810896958632841,0.00276705417792404,0.779316077500574,0.00561307051060701
RASGEF1A,1.44703685891944,8.3189990383173e-08,0.817988224379748,0.0106025137884777,0.768704865909693,0.0185990640332935
RASSF9,1.46910770189187,2.44062040821049e-06,0.482980530389608,0.193628482469917,0.386287454638325,0.305000719530482
RBBP7,1.03488250870941,8.78034961531457e-13,0.854733329482442,5.58031540313224e-12,0.861340685756836,3.2292782201728e-08
RBM38,1.50638180736487,1.09567090201001e-08,0.725383226750675,0.00180873441211725,0.824497144833958,0.00191749332501101
RCN3,1.01846886617136,2.65815594021392e-05,0.702136506268703,0.00270784365864871,0.725273492784592,0.00408860665601656
RDH13,1.02152078524178,6.96545398508816e-11,0.843477903756475,1.60122246754261e-09,0.849428859117098,2.18504485649744e-07
REEP6,1.2558820715116,3.42850062639896e-07,0.721671248981065,0.006684134174825,0.729850483820961,0.00799413958863185
RET,3.15749573912501,1.26594360608604e-10,0.513956329437536,0.178809998044583,0.683934959045561,0.101973987548661
RGS6,1.32189360789591,0.00305104430453757,-0.712909468364136,0.153508690481275,-0.68100218383777,0.194807175154199
RHPN2,1.26125591894948,4.21605674531239e-05,0.187474789485217,0.516265972278294,0.281125660213659,0.352003820846495
RIBC2,1.16706938139711,0.0042727479183842,0.86539842639643,0.08561816552136,0.722154281296768,0.168380040437789
RNF2,1.00454353158989,1.78799493984548e-23,0.974155523454935,1.24823302188551e-30,0.974506193299563,3.47390102996489e-14
ROBO1,1.32725550914872,1.17044596975372e-06,0.492108121139488,0.0361971100058072,0.53818626890857,0.0305742447700418
ROR2,1.3217575826447,1.89303967838846e-06,0.882804919437991,0.000491560996463273,0.90064886249798,0.00112740483727717
RPA1,1.00269620246528,7.27627049534804e-18,0.929702347990569,4.60687970165133e-19,0.930153265463302,8.15066049142264e-11
RPAP3,1.02400504869623,1.93880681400343e-23,0.98911167552827,3.96959036604516e-30,0.988276615985979,5.18018826703278e-14
RPL37,1.00639563010505,2.08362959640308e-10,0.899006033960107,7.64600345967935e-10,0.895566439381083,3.40334305029129e-07
RPLP0,1.07257100218776,7.2033686457709e-12,0.983671469246907,1.48108638324027e-10,0.975703070471676,1.7834294924311e-07
RPP25,1.11572019011312,7.05390514749836e-11,0.90480735597643,8.21039469042364e-09,0.900606529159351,1.59215115188177e-06
RPS6KA6,1.85723290280657,1.91263479807819e-05,0.185291225646351,0.794152463832332,-0.360078327298502,0.588633772358773
RPS6KL1,1.05142805318705,0.000159691875132395,0.414894667780312,0.183673094733674,0.394249186614598,0.2022322298458
RTL1,8.12373774407315,1.78460723256056e-06,-0.282568136814899,0.645262285778899,0.160116449649549,0.73351913122147
RTN4RL2,1.34558186764509,3.10854983133018e-05,0.218050685810865,0.491625282052846,0.336948983100749,0.285214066186466
RUVBL2,1.04714506033208,3.97063164537155e-13,0.949262530673323,1.53528796350142e-13,0.952326860114568,9.27727097434073e-09
S100A14,1.41591467840775,3.13496089603075e-06,0.570282566456915,0.141173430663909,0.463643709977156,0.234446478173439
S100A8,2.97081434963955,1.04599337174574e-09,0.297462410307742,0.636087347544206,0.384810874027569,0.506602126641133
S100A9,3.2668791074721,6.93490261228477e-12,0.595365634373691,0.291678552289192,0.749601216044178,0.17830327947627
S100P,1.79400597171496,6.08481854022366e-06,0.653196931471561,0.166159574177295,0.578632405844294,0.259640433934497
SAMD10,1.02202347031567,9.42405084600011e-09,0.798500585837983,2.33529806940928e-06,0.793834779099721,2.16549994567828e-05
SAMD4B,1.08516637809306,2.34968666538678e-14,0.962160349571999,2.17712515238995e-13,0.972104652243705,1.04924284427993e-08
SAMD8,1.00218098029253,2.40442645471278e-12,0.910712437021617,6.11542118905824e-12,0.908252619356889,7.66695398612725e-09
