,logFC,logCPM,LR,PValue,FDR,direction
CDCA5,4.47144274352325,5.7044437402406,900.120060563262,9.24104345149658e-198,1.20540170781321e-193,up
NEK2,5.2900473797841,4.89361799345682,891.082464647555,8.51915334269284e-196,5.55619181010427e-192,up
TTK,5.41889214831998,5.06972038080545,851.920376644393,2.78018031569619e-187,1.20882240126471e-183,up
KIF23,4.14739185855135,5.52986469297361,850.009026680369,7.23775586286157e-187,2.36023218687916e-183,up
KIF4A,5.05312324988212,5.42593904389439,848.405058573327,1.61551264885639e-186,4.21454939833654e-183,up
TFAP2A,6.31801475427287,5.68761944871077,840.726972501958,7.54319014999734e-185,1.63988953860942e-181,up
TROAP,5.43106625018928,4.90727244602096,825.915245357846,1.2523660294669e-181,2.33369464119519e-178,up
EXO1,5.06922640525475,4.36301083571987,824.283471595238,2.83462008560245e-181,4.6218480495748e-178,up
CENPA,5.38645881578514,4.11977458178363,816.406184315582,1.46253463277442e-179,2.1197001944344e-176,up
NCAPH,4.61787383567532,5.31042100190882,801.652534231916,2.35923333709036e-176,3.07738396490067e-173,up
RAD54L,5.03910905582964,4.27881448048489,799.460849324065,7.06776719353107e-176,8.3810868429472e-173,up
CCNB2,4.7673637808202,5.69765477719387,789.947804368516,8.27192526235194e-174,8.99158276017656e-171,up
DEPDC1,5.18009071119244,4.69684251907622,783.578345734423,2.00664485132381e-172,2.01343657235906e-169,up
KIF2C,4.9145876011631,5.45621369918299,772.082954025321,6.33671448777173e-170,5.90400741274961e-167,up
HJURP,5.19162421088051,5.18347287749371,761.38203244338,1.34450540477488e-167,1.16918189999224e-164,up
UBE2C,5.0444362839973,5.87947814068431,743.860750558843,8.67566380930977e-164,7.07283492053979e-161,up
NUF2,5.08976803664314,4.84028092994962,735.803143589078,4.90171987355363e-162,3.76106082533138e-159,up
PLK1,4.54411245275008,5.63028406604635,733.591052474185,1.48371336748018e-161,1.07519762030064e-158,up
TPX2,4.98996134831896,7.33274309725125,732.237621175851,2.92175494982989e-161,2.00586166134637e-158,up
KIF11,3.96751807532675,5.83990129158091,722.149108922051,4.5639485477825e-159,2.97660724286374e-156,up
KIF14,5.30224537294192,4.46245505294769,718.131686718546,3.41130806188055e-158,2.11890963615095e-155,up
KIF18B,5.31151299031236,4.8196693082968,711.193822543051,1.10042691174637e-156,6.5245311985544e-154,up
UBE2T,4.12074017803394,4.9763361760493,695.490949956142,2.85911231352254e-153,1.62148960946035e-150,up
CKAP2L,4.61049739475327,4.26035913479904,691.956091629829,1.67849191820664e-152,9.12260357545309e-150,up
GINS1,4.3903417020618,5.12933735484703,690.608669969842,3.29556733795888e-152,1.71949521425343e-149,up
CCNB1,3.85699103225558,6.28014147114226,686.290949190888,2.86331609004738e-151,1.43650365686838e-148,up
POLQ,5.30223938724492,4.49198091773229,685.868070839845,3.53858487173496e-151,1.70952966914484e-148,up
BIRC5,5.32965658622386,5.52519393174322,685.599323086223,4.04829643480354e-151,1.88592781055634e-148,up
CDC20,4.89915332793377,6.2089875186608,684.14244003621,8.39635950640459e-151,3.77662460005315e-148,up
CDC6,4.60880586564951,5.64063784879119,678.270582482159,1.58860166105861e-149,6.90724002228284e-147,up
CDCA3,4.85781605501099,4.51111547985968,673.10788953179,2.10733615145647e-148,8.86712669664457e-146,up
SKA1,4.9223928725113,4.01204309599234,672.762199242066,2.50559417535021e-148,1.02134282572713e-145,up
BUB1B,4.61609583942076,5.29258922326514,667.553981379814,3.40050537886928e-147,1.34412703521124e-144,up
ESPL1,4.36562101288064,4.73652450549659,665.753885478142,8.37556125055474e-147,3.21325943977165e-144,up
PRC1,3.88510027012851,6.64485649911106,650.809664155715,1.48944797663696e-143,5.55095983064357e-141,up
SKA3,4.41280257346656,3.8815327610679,649.378830566317,3.0493226462839e-143,1.10487123883687e-140,up
E2F7,5.05731800737377,4.43932710148564,641.842982498956,1.32775781985332e-141,4.68088459518019e-139,up
FAM83B,7.12488428755005,5.01902811804984,641.372920989444,1.68015761383604e-141,5.76736208286244e-139,up
CDC45,5.46255452818892,5.05324293761315,638.569808903251,6.83889994098517e-141,2.28734899564642e-138,up
MAD2L1,3.96172256925005,5.46158595963249,637.375221079813,1.24392168199688e-140,4.05642860499184e-138,up
GTSE1,4.54101837478905,4.54672229268166,628.794851105217,9.13967132470533e-139,2.90775299413308e-136,up
MCM10,4.75226551188311,4.29648319060114,621.358519908422,3.78690612502936e-137,1.17610484511626e-134,up
KIFC1,3.85088615010988,5.44534243022374,620.991021467835,4.55212175724259e-137,1.38088084189471e-134,up
ASPM,4.90439364964559,5.59279940668639,619.781645742078,8.34158199628203e-137,2.47289989907961e-134,up
KANK3,-3.95910498052093,3.33485283128325,614.708256662041,1.05852217226316e-135,3.06830293666681e-133,down
CENPF,4.5981692752023,6.93773588294038,613.025930178311,2.45813477749909e-135,6.97041522558656e-133,up
NCAPG,4.07602631609402,5.11009038162403,612.161287348189,3.79023375720901e-135,1.05191083253265e-132,up
BUB1,3.79189431042061,5.44968319617452,611.556112314187,5.13206517482698e-135,1.39463871125923e-132,up
UHRF1,4.65581380768664,4.76675058881032,608.495613555589,2.37660447884195e-134,6.32661812694172e-132,up
STIL,3.57284594258011,4.50207688871759,608.325713917114,2.58768012371799e-134,6.7507399067555e-132,up
AURKB,5.09871628786405,4.87215762070218,608.085895056882,2.91791029883968e-134,7.4629846937382e-132,up
CDCA8,4.32741170444744,5.35031262199708,606.564279990185,6.25214040518853e-134,1.56832537394768e-131,up
AURKA,3.53899273679666,5.41697267594231,605.251880667006,1.20637246668348e-133,2.96904197272063e-131,up
FOXM1,5.13909177334659,6.94416924986589,603.82592618736,2.46396203935465e-133,5.95183719284113e-131,up
CDK1,3.78707564815765,6.43472154177769,602.332680399811,5.2050404821612e-133,1.23444632816929e-130,up
NDC80,4.56580466902916,4.61393814145492,584.828782210088,3.33987146485642e-129,7.77951489064055e-127,up
MYBL2,4.99238945821413,6.81627926648639,580.391909577666,3.08199882782911e-128,7.05291100179e-126,up
DEPDC1B,4.73458223885958,4.02541163603668,577.72152746202,1.1740769130517e-127,2.64045849204249e-125,up
