,logFC,logCPM,LR,PValue,FDR,direction
PYCR1,3.44457043652287,7.30327982806109,351.785060317326,1.73149091637071e-78,2.25855675131395e-74,up
STX11,-3.15834779897287,4.57725164473618,282.953233201166,1.70626817485471e-63,1.11282810364024e-59,down
SH2D3C,-1.8567002254488,5.26907897303261,230.894744011302,3.80378051471111e-52,1.65388376779639e-48,down
ETV4,3.88915202619403,5.80372775426366,224.141549700961,1.12990865694888e-50,3.6846321303103e-47,up
C16orf59,3.13033270388148,3.037064732613,217.74520264054,2.80687885799212e-49,6.94204931607986e-46,up
SRPK1,1.67151398040474,6.69230665808449,217.488461636799,3.19321495679846e-49,6.94204931607986e-46,up
FERMT1,3.78258214274018,5.04230076152435,213.125741755616,2.85720195626712e-48,5.32419175964976e-45,up
MEX3A,4.62812909032733,5.10727956507926,212.131711287074,4.707580303038e-48,7.67570968410345e-45,up
KIF26B,3.95300180830786,4.67942981110652,206.864250674164,6.63775812524711e-47,9.6203241095248e-44,up
TMEM177,1.60834077271631,3.57048166399178,204.512718280047,2.1632623066362e-46,2.82175935277625e-43,up
LGR4,2.90026450891476,6.44526584000076,204.008621186035,2.78678364596371e-46,3.30461871617732e-43,up
SPTBN2,2.73565896073334,6.27559835449429,200.746203646875,1.43547303663845e-45,1.56035919082599e-42,up
TEK,-2.33900009295872,4.73596686912648,199.998283258895,2.09028993330973e-45,2.09736476077632e-42,down
KANK3,-2.11703549141483,3.86093215269253,199.2985751154,2.97098062284422e-45,2.76810508888429e-42,down
FAM83A,5.53373973715443,6.57244086703711,198.191043581001,5.18316982990555e-45,4.50728448408587e-42,up
DNAH14,2.52143304235064,3.03230282890915,192.182192124961,1.0617434070486e-43,8.6558631259637e-41,up
PLEKHN1,3.30919455280981,2.95347730842081,189.621331944673,3.84579846180472e-43,2.85976039158716e-40,up
PNPLA6,-1.66726842292832,6.92562771803965,189.569999710263,3.94631148793077e-43,2.85976039158716e-40,down
B3GNT3,4.12503908406981,5.53384016490747,188.572029213278,6.51676790106305e-43,4.47393265797191e-40,up
IGSF9,3.4543963763596,5.13710014504297,187.500391089657,1.11676099680168e-42,7.28351522114053e-40,up
ACVRL1,-1.95222548190652,5.92550982392516,185.940157658552,2.44656173650998e-42,1.5196643471922e-39,down
HS6ST2,4.35392942558771,5.72561088804962,183.994636540375,6.50550003097962e-42,3.71019614063321e-39,up
GIMAP8,-1.9503185183002,4.93512591942712,183.983491028941,6.54205084594938e-42,3.71019614063321e-39,down
ALDH18A1,1.58807215395504,6.92149970764436,183.864574742757,6.94504667304182e-42,3.77463286679823e-39,up
HSPA12B,-2.1794554421223,3.97521668428543,180.016400913561,4.80661495438516e-41,2.5078994186e-38,down
S1PR1,-1.92377396769128,5.58308513094028,178.251562815734,1.16730723067407e-40,5.85629058342793e-38,down
ROBO4,-1.9702057505153,5.4647627738342,177.163852442216,2.01694029869971e-40,9.74406268749593e-38,down
LIMS2,-2.26754070971124,5.44095328803951,176.6670097857,2.58931076562869e-40,1.20624891524502e-37,down
CD101,-3.14691393666037,2.90857692481804,176.152086405766,3.35448003432249e-40,1.50882198509319e-37,down
OTUD1,-1.85663276390622,4.94473864838009,174.479778227278,7.77697459943654e-40,3.38142855583501e-37,down
PITX2,9.62447372359283,3.05139653619023,172.888853155393,1.73078232771865e-39,7.28268538153615e-37,up
COL10A1,4.69542742526873,5.80345565278484,172.172865181476,2.48089425161226e-39,1.01127451931345e-36,up
ADM2,3.19206526130915,4.52752642159419,171.638416072712,3.24586065277574e-39,1.2830001925699e-36,up
FGD5,-1.72231794852522,4.98447080739818,171.492381621659,3.4932010995079e-39,1.34015632770532e-36,down
IQGAP3,3.24599954517535,4.8892176043458,168.594783635129,1.49998545626619e-38,5.59023151186749e-36,up
SLC31A2,-1.87816899351433,4.70152398857352,165.849395179551,5.9671132124709e-38,2.12043271884691e-35,down
CBLC,3.2447312695532,4.56217461437152,165.833596181941,6.01472022365345e-38,2.12043271884691e-35,up
HPS5,-1.27260749153485,5.3431719644624,165.482707838446,7.17570248595103e-38,2.46315429544066e-35,down
SEMA3G,-2.55448433086021,4.42509348072381,165.162428564301,8.43000674687069e-38,2.81951302579952e-35,down
LDB2,-1.79023228473293,4.82984657169709,163.771242393559,1.69720882957722e-37,5.53459799325132e-35,down
ERCC6L,2.75762461134613,2.47839919115384,162.742492557775,2.84759052602827e-37,9.05950507841774e-35,up
FGR,-2.52525234288681,4.74505861896096,162.442283659526,3.31179331498596e-37,1.0285483809685e-34,down
TRPV2,-2.10929415456393,4.90864725168512,160.032294858087,1.11324897375195e-36,3.37702781712102e-34,down
CDH5,-1.64884340765662,6.36172621637388,158.000235455781,3.094492913158e-36,9.17376489982568e-34,down
GREB1,4.68143538077015,3.68965060687405,157.913350498693,3.23276620600438e-36,9.37071164247136e-34,up
PPP1R14B,1.68995481697429,7.00894225590393,157.34019646234,4.31333292543009e-36,1.20759739196859e-33,up
KAT2A,1.64986230893243,6.21120066671518,157.322823132011,4.35120188765133e-36,1.20759739196859e-33,up
RAMP3,-2.40793767999135,5.04466139108032,156.543070635304,6.4416325405422e-36,1.75051364289234e-33,down
MSI2,2.00952146449877,4.27129243971981,155.04083988181,1.37173121608271e-35,3.6516044862414e-33,up
