,logFC,t,P.Value,adj.P.Val,B,direction
STX11,-3.67539941436772,-29.8102377613,1.71268735327877e-98,2.23402938361682e-94,214.043972301362,down
KANK3,-3.17982694980985,-27.1467521047603,1.75562334473166e-88,1.14501754543399e-84,191.146862296775,down
SH2D3C,-2.74676874195281,-26.7055669566298,8.66341515838079e-87,3.76685291086397e-83,187.27214032182,down
PYCR1,3.63808007392078,26.3613535504544,1.84248516197422e-85,6.00834411319794e-82,184.233570136695,up
ACVRL1,-2.82373157518733,-25.3616798101158,1.42347294471584e-81,3.71355621817467e-78,175.334173726707,down
LIMS2,-3.28586342896332,-25.0768095687843,1.86077157471628e-80,4.04531740343319e-77,172.778492449342,down
RTKN2,-4.62038848717839,-24.9021665722558,9.03370105577753e-80,1.68336566530803e-76,171.207532153813,down
GIMAP8,-2.86755788669182,-24.6004448686882,1.39464580341038e-78,2.27396998246062e-75,168.486146674633,down
LDB2,-2.92543024561575,-24.4106859613865,7.83415283158447e-78,1.10142911343959e-74,166.769953671724,down
HSPA12B,-3.17982736522135,-24.4024529910298,8.44395211161905e-78,1.10142911343959e-74,166.695413913402,down
TEK,-3.61349684409354,-24.3627575768831,1.21211519107029e-77,1.43734823202917e-74,166.335926239874,down
ROBO4,-3.21705750627697,-24.3510182032463,1.34892106396484e-77,1.46627719652979e-74,166.229583272127,down
FGD5,-2.62652173560889,-23.8742104808853,1.04974114575763e-75,9.93220333475461e-73,161.899193238305,down
S1PR1,-3.02242019236432,-23.8725301596794,1.06601385070963e-75,9.93220333475461e-73,161.883894648581,down
SPOCK2,-3.97987662423007,-23.5037626811089,3.13745227720873e-74,2.72832850026071e-71,158.520201952172,down
RAMP3,-3.39413126985015,-23.1187315091779,1.0855822628176e-72,8.85020939762047e-70,154.995341720957,down
RAMP2,-3.09825319854773,-23.0755788905632,1.6161967750906e-72,1.24009827848716e-69,154.599503211338,down
CDH5,-2.85959546522022,-22.8929855662721,8.72034592900712e-72,6.31934401655383e-69,152.922871156426,down
CAV1,-4.2901722429467,-22.4218639551037,6.83256165212061e-70,4.6907333784348e-67,148.584597055192,down
GIMAP6,-2.5221672721288,-22.0963044383154,1.40481227194516e-68,9.07598091175556e-66,145.576949642471,down
USHBP1,-2.8910666627511,-22.0920739154923,1.46117447981345e-68,9.07598091175556e-66,145.537816519114,down
CLEC1A,-2.64094084705503,-21.9800059151478,4.14430021147849e-68,2.45719327084207e-65,144.500714962488,down
PNPLA6,-1.75908750040879,-21.8885712666187,9.70767172647925e-68,5.50551608696501e-65,143.653923874343,down
ARHGEF15,-2.85229151376247,-21.8728147821937,1.12419530717884e-67,6.11000149451701e-65,143.507943830432,down
AGER,-6.92260316707639,-21.7270118410655,4.37391684408502e-67,2.2821348525698e-64,142.156339532245,down
TMEM177,1.85323315067351,21.6792299433423,6.82905419554875e-67,3.42608395872069e-64,141.713098508909,up
FAM107A,-4.92717049606142,-21.6660358613138,7.72325210863948e-67,3.73118890759605e-64,141.590680168269,down
EDNRB,-3.94325713203045,-21.6567352158836,8.42312441467402e-67,3.92397267375028e-64,141.504379596755,down
MYCT1,-2.58900928654119,-21.6067887344025,1.34222493500193e-66,6.0372351904018e-64,141.040833887835,down
JAM2,-2.70120410831574,-21.5721209372877,1.8548845486858e-66,8.06503801768585e-64,140.718995953874,down
GPR146,-2.4794117077607,-21.5576093685829,2.12390268889157e-66,8.93683441093601e-64,140.584256004352,down
TRPV2,-2.35892759319304,-21.5045019401138,3.48686202687456e-66,1.42133213370474e-63,140.091043541105,down
CLEC3B,-4.62994323290111,-21.4046205764551,8.86250325427665e-66,3.50310583178135e-63,139.162977871144,down
SEMA3G,-3.25331545815562,-21.360758979955,1.33518160455291e-65,4.98558039106741e-63,138.755243516084,down
CYYR1,-2.4755108215573,-21.3605538162389,1.33774389518062e-65,4.98558039106741e-63,138.753336064788,down
C16orf59,3.76442346730232,21.3491617234863,1.48801857590692e-65,5.39158730670275e-63,138.647417491093,up
OTUD1,-2.00890520708658,-21.3277831583081,1.81711753775487e-65,6.40607598985799e-63,138.448628919916,down
CALCRL,-2.99875205317095,-21.2388212234817,4.17441889105572e-65,1.43292421091923e-62,137.621136146497,down
STARD8,-2.48478604925835,-21.1032616011169,1.48379524478183e-64,4.96272440331645e-62,136.359360821122,down
