"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-448706","Interleukin-1 processing","3/116","7/7637",0.000114329015572628,0.0528200051945541,0.0471757622152317,"CASP1/IL1A/IL1B",3
