"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9028335","Activated NTRK2 signals through PI3K","3/129","6/7637",9.07441779256592e-05,0.0471869725213428,0.0425064833441246,"BDNF/GAB1/NTRK2",3
