,logFC,logCPM,LR,PValue,FDR,direction
KANK3,-3.97273170497482,3.33485283556062,1317.445781767,1.82821827621173e-288,2.38472791949058e-284,down
LDB2,-3.68355064301109,4.29802727190527,1134.42683468562,1.08770872154077e-248,7.09403628188893e-245,down
ACVRL1,-3.43209152027901,5.56652038064232,1118.16431775868,3.72394433087686e-245,1.61917099506526e-241,down
SH2D3C,-3.34266116177502,4.96605125142364,1115.89319765651,1.16040971661203e-244,3.78409608587181e-241,down
ROBO4,-3.90804712997299,5.0822981542112,1078.81324992196,1.32967212613852e-236,3.46884864267018e-233,down
ESAM,-3.34780084792887,5.42873103749435,1067.899685649,3.13183408988417e-234,6.80860731140818e-231,down
CDCA5,4.59577168338165,5.70444374014143,1060.25273889778,1.43836711115088e-232,2.68029437112173e-229,up
ARHGEF15,-3.68585340590209,3.7022893221104,1032.78162301318,1.34535337139167e-226,2.19359867205413e-223,down
CLEC3B,-5.29663773995538,5.3730000887184,1013.94897626312,1.66833046644109e-222,2.41796695602862e-219,down
KIF23,4.204587067446,5.5298646927605,1009.55826725332,1.50194119828512e-221,1.95913209904312e-218,up
KIF4A,5.17417010973401,5.42593904378283,986.913318137876,1.25561796390928e-216,1.48893461102115e-213,up
NEK2,5.23247982948837,4.89361799340979,986.239046687625,1.75963185125231e-216,1.91271982231126e-213,up
CDH5,-3.73935677613241,5.9599531480357,982.929465128769,9.22182259035784e-216,9.25303491297136e-213,down
RAMP3,-3.73354526694862,4.54274192351695,978.009749388666,1.08194911461219e-214,1.0080674465001e-211,down
EXO1,5.23488752874654,4.3630108354553,970.829153527989,3.93595690793964e-213,3.42270812714431e-210,up
RAMP2,-3.47471619376431,4.33096168588701,967.773641520392,1.81647507095588e-212,1.48088130159678e-209,down
HSD17B6,-4.53121378848233,3.99632575013132,966.961495672471,2.72751156964362e-212,2.09280358320184e-209,down
MYCT1,-3.35135366630619,3.326896904873,962.142143620166,3.04339509347012e-211,2.20544697773468e-208,down
TTK,5.45079412731771,5.06972038062932,960.801722401024,5.952908560087e-211,4.08682838198815e-208,up
TROAP,5.52534139559628,4.90727244580614,950.633880637833,9.65947292606722e-209,6.29990824238104e-206,up
CCNB2,4.89534355224615,5.69765477705052,946.439474161107,7.88343390494306e-208,4.8967386598132e-205,up
NCAPH,4.8157863494333,5.31042100164615,944.535770681227,2.04425791040115e-207,1.21205909923966e-204,up
S1PR1,-3.88872832540948,5.13475687465938,940.158916519863,1.82794840414153e-206,1.03668517320096e-203,down
SCARF1,-2.77786015103677,4.09292209590203,926.202510072249,1.97605860705953e-203,1.07398785293685e-200,down
CENPA,5.46476477631211,4.11977458148213,925.328541373761,3.06044282084426e-203,1.5968166462037e-200,up
RAD54L,5.18909897273203,4.27881448033897,920.766517915911,3.00252051695012e-202,1.50634144704221e-199,up
HJURP,5.37195007498172,5.18347287731771,915.154156992444,4.98332747511395e-201,2.40750087353283e-198,up
TEK,-4.3012135235995,4.25912773986104,911.470017943474,3.15060591548496e-200,1.46773227005664e-197,down
STARD8,-3.27149466893242,3.42783936741841,909.924623521113,6.82872933332622e-200,3.07151535944508e-197,down
TFAP2A,6.10296650513028,5.68761944878117,900.07006588958,9.47521890646596e-198,4.1198251805314e-195,up
KLF2,-3.62649846108693,4.7250464834602,899.760883197911,1.10611902156964e-197,4.65426339269494e-195,down
UBE2C,5.28243656947903,5.87947814063872,899.464060195905,1.28329837719903e-197,5.23104501005755e-195,up
SLC9A3R2,-2.73888812689644,6.26242444692515,899.019494740976,1.603138051293e-197,6.33676749729268e-195,down
KIF2C,5.00172820310102,5.45621369925551,889.948117636702,1.5031168584659e-195,5.76666361818506e-193,up
UBE2T,4.30987591448229,4.97633617608254,883.118600832701,4.58851918884709e-194,1.71007555140919e-191,up
GPD1,-6.23468492618663,3.22709607718845,883.055642569622,4.73542771540197e-194,1.71580330888065e-191,down
DLC1,-4.1521015950375,6.06363080454654,876.547125510301,1.23102961978379e-192,4.33987847579995e-190,down
DEPDC1,5.16588730787015,4.69684251885844,870.080861733005,3.13331463202167e-191,1.07555147526554e-188,up
KIF11,4.02350703477213,5.8399012914923,864.053199641465,6.40324772488908e-190,2.14164008521675e-187,up
NUF2,5.19197904002237,4.84028092985279,860.441390691918,3.90483015971271e-189,1.27336511508231e-186,up
CLEC14A,-3.34617264098946,4.73540740996441,859.705911297935,5.64280095514378e-189,1.79523647948525e-186,down
CD302,-3.02712279312073,5.66804647932107,859.611609501456,5.91556010494307e-189,1.83720395259232e-186,down
PTPRB,-3.94312232369166,5.66308856214453,855.006594718249,5.93097132874409e-188,1.79915325609623e-185,down
TPX2,5.13150248241505,7.33274309723787,851.17184463356,4.04394329897611e-187,1.19884537254192e-184,up
