,logFC,logCPM,LR,PValue,FDR,direction
STX11,-3.46182364105359,4.57725163345017,947.254576395007,5.24241851959983e-208,6.83821071696602e-204,down
SH2D3C,-2.69805968241729,5.26907896666659,772.022354207448,6.53191046816348e-170,4.26011200733622e-166,down
KANK3,-3.09600268739273,3.86093213711385,740.164175618757,5.52182525271343e-163,2.4008896198798e-159,down
GIMAP8,-2.77204440859012,4.93512591208543,679.39468592171,9.04816520556747e-150,2.95060667353555e-146,down
HSPA12B,-3.15919465606974,3.97521667045157,670.636212798638,7.26520846714462e-148,1.89534758490869e-144,down
LIMS2,-3.1223701489292,5.44095328172014,669.46569423765,1.305573027659e-147,2.83831576213066e-144,down
ACVRL1,-2.79121020373961,5.92550982021421,660.59682501362,1.10799788026446e-145,2.06467490716709e-142,down
TEK,-3.50966163353274,4.73596685818013,658.563974336656,3.06643728834182e-145,4.99982599864133e-142,down
SEMA3G,-3.48087887800526,4.42509347098895,625.759669179944,4.17887460272364e-138,6.05658225754746e-135,down
S1PR1,-2.92068390136347,5.58308512593763,623.562281199095,1.25596493957715e-137,1.63828066718444e-134,down
RTKN2,-4.32700801917796,6.13660442569531,623.331854441552,1.40959403504182e-137,1.67152223573504e-134,down
LDB2,-2.87480421248545,4.82984656262064,619.292157741416,1.06588514057668e-136,1.15861714780685e-133,down
ROBO4,-3.14331433537543,5.46476276757643,617.554125523826,2.54523347932061e-136,2.55384811571215e-133,down
RAMP3,-3.39364400629115,5.0446613828049,612.197387827219,3.72232348249578e-135,3.46814196469106e-132,down
FGD5,-2.52238963589219,4.98447080033155,586.136985818756,1.73449638191646e-129,1.50831805371455e-126,down
GIMAP6,-2.36854074656073,5.03593006721665,576.303256054926,2.38892313202811e-127,1.94756958338591e-124,down
CDH5,-2.76075754926302,6.36172621332681,549.748465418588,1.42793730138709e-121,1.09564789172313e-118,down
PYCR1,3.77617376300049,7.30327982926105,541.099923894806,1.08679300093993e-119,7.87562661347803e-117,up
RAMP2,-2.96783476675464,4.69966138587409,535.786776589259,1.55602641682378e-118,1.06825308321313e-115,down
USHBP1,-2.87492900429063,1.94300192643443,525.061708260018,3.35204917580223e-116,2.18620647245822e-113,down
CLEC1A,-2.56625365964109,2.15502966164462,523.549821927472,7.1488490416542e-116,4.44045651901607e-113,down
PNPLA6,-1.74351855713202,6.92562771722632,513.089243750853,1.34923506126604e-113,7.99973733597921e-111,down
GIMAP4,-1.92764293173478,5.29942496430108,512.461409273909,1.8479277513625e-113,1.04801606907706e-110,down
OTUD1,-1.98048716436363,4.94473864567041,507.349658985833,2.39252177934484e-112,1.30033558707392e-109,down
GPR146,-2.45142971867069,3.32659730245919,505.001740847561,7.75716721495864e-112,4.04737956607682e-109,down
SPOCK2,-3.67692783119802,7.38433548759577,504.697011166732,9.03659710393792e-112,4.53359125476024e-109,down
ARHGEF15,-2.76761674270024,4.18893078224457,500.96892355102,5.84995454926979e-111,2.82617804224723e-108,down
STARD8,-2.45205481772224,3.97063337054377,500.712101806698,6.65321463084602e-111,3.09944755874127e-108,down
CAV1,-3.99147163220246,8.64162614645771,495.751230088825,7.98775416524571e-110,3.59283673556776e-107,down
CALCRL,-2.92345823461761,6.04490863800483,494.742517459835,1.3240499500141e-109,5.75696918266132e-107,down
JAM2,-2.57511202489584,3.16286684653302,494.22345747581,1.71729078667509e-109,7.22591645851287e-107,down
TRPV2,-2.200855325706,4.90864724577554,489.453573653811,1.87373599202666e-108,7.63781633749868e-106,down
PRX,-3.52820436874461,5.60395483611403,485.127497337702,1.63690663475805e-107,6.47024549811635e-105,down
GIMAP7,-2.26756697500033,4.18630977335192,483.538485518678,3.62896644153111e-107,1.3922423018627e-104,down
EPAS1,-2.64666907822104,9.53565675959455,481.865550907729,8.39084278729185e-107,3.127147237641e-104,down
CD101,-3.04660581906676,2.90857688623949,481.115888889471,1.22160084032873e-106,4.42626704479111e-104,down
LYVE1,-3.66014476967537,4.09121332495669,476.62987968391,1.15632430337058e-105,4.07651194950429e-103,down
CYYR1,-2.43068110685671,4.44257050324969,476.006665216964,1.58012662279158e-105,5.42399254412984e-103,down
MYCT1,-2.50733033609612,3.83083693740525,474.0638696272,4.18262549612124e-105,1.39892735824116e-102,down
TIE1,-2.37394711502477,5.05338070397604,473.313726090459,6.09092177530152e-105,1.98624959092583e-102,down
EMP2,-2.656533271244,9.21552578943421,468.47593748432,6.87728463131522e-104,2.18798294465551e-101,down
EDNRB,-3.63142570272877,5.6395278220345,468.01342408329,8.6708982658138e-104,2.69293326141131e-101,down
FOXF1,-2.89162457081788,3.92337935826702,467.091037278351,1.3765259893548e-103,4.17567558259162e-101,down
C10orf54,-1.84336967403332,6.03147786193743,465.966235555218,2.41854029947614e-103,7.16987265144698e-101,down
FAM107A,-4.54332884570943,5.77155181366584,463.282472556508,9.28055622406224e-103,2.69012389748151e-100,down
FGR,-2.52014886500637,4.74505860856008,451.570072170343,3.28417084689437e-100,9.31276620149787e-98,down
TAL1,-2.84879846365542,2.39525908699562,445.772536886753,5.99981808895485e-99,1.665141003241e-96,down
FEZ1,-2.36812439171472,3.38615851137575,445.111523264261,8.3559565341718e-99,2.27073118816119e-96,down
GPIHBP1,-4.46140269953429,4.0337479867995,444.071541276429,1.40711981775078e-98,3.74581038831454e-96,down
DPEP2,-2.72514720784521,2.62547970444397,439.17663589893,1.63546914601612e-97,4.26661190812684e-95,down
THSD1,-2.39500462213017,2.82680880649426,434.440943123304,1.75520786933462e-96,4.48920224462761e-94,down
CLEC14A,-2.45703501695625,5.27600369617666,429.326309488343,2.27780734158301e-95,5.71379210838629e-93,down
ECSCR,-2.52993108468857,2.49006367574167,428.678092985863,3.15211466811668e-95,7.7577705152668e-93,down
PTPN21,-2.47643897115721,5.25623309689745,427.221176147818,6.54189130233343e-95,1.58023018791921e-92,down
CD52,-2.69939675044199,5.90837515619782,424.028996679248,3.23964431494353e-94,7.6832582625679e-92,down
PDLIM2,-2.03183668131753,5.42685094572037,413.081271054767,7.82382171421553e-92,1.82239161500406e-89,down
HPS5,-1.31512209108299,5.3431719640725,412.962398550119,8.30412695764526e-92,1.90033389536008e-89,down
PTRF,-2.27923858631608,8.23465838450175,402.168013960554,1.85775490441999e-89,4.17802671952662e-87,down
TMEM177,1.89733352973577,3.57048167785648,401.816572912586,2.21560215079776e-89,4.89835838220439e-87,up
ERG,-2.20045729180514,4.7224333174318,400.506823944952,4.27174799242889e-89,9.28678013554042e-87,down
LRRC32,-2.49119380070317,5.85842241264383,399.208059962056,8.19087813646482e-89,1.75150515429585e-86,down
CASKIN2,-1.72547848545172,6.12603407935205,398.223108599808,1.34197275611603e-88,2.82333752109313e-86,down
STARD13,-1.99156078166591,4.44833190436827,395.374187718177,5.59667798812306e-88,1.1587788520171e-85,down
TMEM204,-2.11300034220378,4.68672659147759,394.316574223007,9.50970189632345e-88,1.93819611774442e-85,down
CLEC3B,-4.11716033929205,6.01866316368559,394.059609539821,1.08170022634699e-87,2.17072273114926e-85,down
GRASP,-2.55807451148678,4.06077807430755,393.952110347988,1.14158702015641e-87,2.25619107438185e-85,down
C16orf59,4.0232278527331,3.03706479935775,393.228695672774,1.64056572700489e-87,3.19396109597789e-85,up
DOK2,-2.41429401746877,4.87577690088272,390.28579714501,7.17230805431596e-87,1.37581744500731e-84,down
AGER,-5.51028690043387,8.62895090388209,387.673349514667,2.65702552038041e-86,5.0229334620061e-84,down
NLRC4,-2.42989488249851,2.63422294452561,386.089617007332,5.87737288753861e-86,1.09520645635791e-83,down
IL3RA,-2.13414510145691,3.52650625685964,385.97959063162,6.2106455360352e-86,1.14100930101469e-83,down
GIMAP1,-2.17837029776031,3.00318861069699,383.461060463716,2.1950421327602e-85,3.97668466385057e-83,down
SRPK1,1.73635791418149,6.69230665950036,380.452219309624,9.91987380673664e-85,1.77253197171333e-82,up
FCN3,-4.88136194814087,5.32306914444406,378.56201333717,2.55879255034257e-84,4.51039054414438e-82,down
NOVA2,-2.56046663927737,1.76058755736886,378.263617170753,2.97167505956457e-84,5.16833726359469e-82,down
GYPC,-1.89069976879583,4.59144550461105,376.556558702582,6.99296566828797e-84,1.200213739173e-81,down
FHL1,-3.29876164826691,6.64521069400301,372.655789395178,4.94255995563042e-83,8.37282494301859e-81,down
FLI1,-1.8592564146409,4.91209763786978,370.050250525806,1.82495857417974e-82,3.05189226174366e-80,down
SLC31A2,-1.64718713284628,4.701523983502,369.171098965149,2.83577711032562e-82,4.68226286418828e-80,down
FMO2,-3.40378005190941,6.38325197911753,369.067382595045,2.9871326227484e-82,4.87051974139127e-80,down
PRAM1,-2.89167880145999,3.23061589432483,367.05549944285,8.19049182684846e-82,1.31897253567174e-79,down
GRK5,-2.62275482560053,5.0640592564254,366.936064131045,8.69591564588982e-82,1.38328687420716e-79,down
MFNG,-1.84229302534354,4.39506607280716,365.735239426235,1.58773877504841e-81,2.49523669659416e-79,down
S1PR4,-2.26282453660454,3.45296261554904,365.610118737553,1.6905287571065e-81,2.62514965567824e-79,down
GLIPR2,-2.33114062286007,5.70884484949355,364.898813810327,2.41491060358678e-81,3.70589340155129e-79,down
MMRN2,-2.19356420270672,5.2685853416113,364.861103417683,2.46100268202701e-81,3.73271150980934e-79,down
CD93,-2.28555844945866,7.14779244203558,362.156045233379,9.552458323392e-81,1.4322099582796e-78,down
BCL6B,-2.09470251152128,4.06406924126243,360.772782256154,1.91123170703386e-80,2.8329666348352e-78,down
ADCY4,-2.16836721392439,3.17864500908187,357.047568946763,1.2372987901425e-79,1.81340735040661e-77,down
ALDH18A1,1.73109895004187,6.92149970797542,354.495521705555,4.44829553444022e-79,6.44706299458203e-77,up
MS4A7,-2.41034836044942,5.69359443224031,354.402093598181,4.66163437390213e-79,6.68201744760212e-77,down
PRKCE,-1.83519979149668,4.79069105170887,348.821109386189,7.65351535076646e-78,1.08513537212389e-75,down
SDPR,-3.18892177968316,6.87301322866079,345.269559338025,4.54234231330687e-77,6.37100141234138e-75,down
STX12,-1.07330175610348,6.48913513756025,344.865772487186,5.56177873297259e-77,7.71785550988239e-75,down
ADRB2,-3.1641321602336,3.62687691140441,341.140931243424,3.60078576941913e-76,4.94406837645296e-74,down
RASIP1,-2.52592324492812,4.57453336826586,340.990915033867,3.88211010459508e-76,5.27481710461857e-74,down
PPP1R15A,-1.9988874476074,7.06652566080585,338.789931069973,1.17058632326571e-75,1.57413690728639e-73,down
CLDN5,-3.06068444185284,6.1025252402496,338.185603465484,1.5849550478727e-75,2.10960751473994e-73,down
BTNL9,-3.67481147440968,3.84605803701051,336.817533005874,3.14749281409465e-75,4.14706022899501e-73,down
HYAL2,-1.39646558104426,7.27568020464441,336.644101148047,3.43349313093607e-75,4.47864843999301e-73,down
GPD1,-4.30731865381208,3.95955788366379,335.075031988113,7.5416042596949e-75,9.7398698973723e-73,down
GMFG,-1.76526378414169,4.59278958513053,334.707434774155,9.06824847824686e-75,1.15966895245345e-72,down
PTPRB,-2.7470743568104,6.43990929985969,334.517913336181,9.97240102788983e-75,1.26291261172616e-72,down
VIPR1,-3.35296114312602,5.13384778756175,333.968984434264,1.31326584746541e-74,1.64713843407104e-72,down
ETV4,4.19674384814836,5.80372775365558,332.261790839548,3.09151467818004e-74,3.84054452020766e-72,up
FABP4,-5.2413471524807,5.01045462919856,331.71794059417,4.0608832358226e-74,4.99718499321415e-72,down
WFS1,-1.85946739583305,6.59117459220216,331.363407336432,4.85106671590913e-74,5.91376768619801e-72,down
DNAH14,2.7682989049695,3.03230287714331,331.044753193088,5.69167104471648e-74,6.87427380622979e-72,up
TMEM100,-4.4266784958822,5.21970389521009,330.734750026867,6.64903092414363e-74,7.95687700683757e-72,down
NECAB1,-3.16554856218222,2.94328557726107,327.469736455835,3.41891633041269e-73,4.05421314671847e-71,down
RHOJ,-1.92457594787347,3.19822886905193,325.293909373382,1.01812757890797e-72,1.19643749002482e-70,down
IQGAP3,4.20487044330583,4.88921761860374,324.631507342707,1.41932196440517e-72,1.65300318783046e-70,up
WNT3A,-4.9381959087136,2.2668698171958,324.531122498517,1.49260869150937e-72,1.72297236920781e-70,down
HEG1,-2.18884561979383,7.05635160859862,323.972213383397,1.97552968121414e-72,2.26042185629449e-70,down
SLC6A4,-7.62768923908852,5.00127782675109,321.598121452134,6.49828052433088e-72,7.37074531820626e-70,down
ERCC6L,3.64049016202146,2.47839930919926,320.368192659163,1.20420672984339e-71,1.35410970552389e-69,up
PPP1R14B,1.93005957136385,7.00894225672928,318.960600292844,2.43952983251419e-71,2.71976300301839e-69,up
SPTBN2,2.77167017007339,6.27559835848569,318.365353041771,3.28825542827006e-71,3.63491557680972e-69,up
TLR4,-1.91362072331124,4.82943720237241,317.329668285374,5.52795895356458e-71,6.05938626809214e-69,down
OSCAR,-2.6883645251742,4.61330853030256,317.119977552203,6.14103002300277e-71,6.67529963500401e-69,down
NOTCH4,-2.04045229625439,4.97661534416473,316.370762093516,8.94214541338894e-71,9.6397805596897e-69,down
C1orf162,-2.21050730737959,4.60223012000664,316.269577137425,9.40768550995408e-71,1.00585122780198e-68,down
AOC3,-2.71019670270617,6.72699538772679,314.584662170107,2.19033288333061e-70,2.32282131139549e-68,down
TGM1,-3.19509096023163,1.8012045516152,312.473944821834,6.31392267616706e-70,6.64183930547768e-68,down
KIF17,-2.44846104600042,1.87131405438873,311.969756895964,8.13075215230909e-70,8.48460248597758e-68,down
LGR4,2.99893307079472,6.44526584140985,311.841137237669,8.67259580194946e-70,8.97820155878006e-68,up
PLAC9,-3.08327905132629,3.10648207450136,310.40605311835,1.78143072038772e-69,1.8296836469872e-67,down
STIL,2.98284539434756,3.8219383225136,309.033890417632,3.54557114115339e-69,3.61315859103163e-67,up
SMAD6,-2.52721216801644,4.45616601140491,308.844079482976,3.89974032231625e-69,3.94327230730954e-67,down
CD36,-3.56611551148143,6.00747221609153,308.406185106533,4.85768534619273e-69,4.87412674274907e-67,down
CD300C,-2.54757924626191,2.03925569107212,307.678849442054,6.99645032674644e-69,6.96654183680004e-67,down
RASGRP4,-2.39416027721908,1.92809165407879,306.550039898472,1.23250488985052e-68,1.21793892297047e-66,down
HBEGF,-2.75183032726104,5.58817520839689,306.274999139718,1.41483780483795e-68,1.38760483656438e-66,down
CAT,-1.80982262344514,7.27976320086029,303.899278656582,4.65873315362948e-68,4.53496382507037e-66,down
CSRNP1,-2.29435947195215,6.59829599476908,303.7594993959,4.99711989467812e-68,4.82832828934677e-66,down
UHRF1,3.89741632190863,3.89079868217466,303.737344451116,5.0529661675179e-68,4.8463890212576e-66,up
PLEKHO2,-1.38625909172324,5.82608266698384,302.946566853637,7.51318304720457e-68,7.15342771297347e-66,down
ADPRH,-1.66248330399659,4.57404506966871,302.577569075301,9.04094343771672e-68,8.54565697112876e-66,down
VSIG4,-2.81171788780207,6.2307481023271,301.926557940147,1.25326723547728e-67,1.1760876129184e-65,down
